    C0mS/cm     Tv290C Sbeox0ML/L Sbox0Mm/Kg        Par    WetStar      DepSM      Sal00       Flag
  47.762567    16.5708     5.3474    232.318 4.9294e+01     0.3993     42.406    37.9022 0.0000e+00
  47.706411    16.4955     5.3330    231.692 4.8724e+01     0.3700     42.655    37.9235 0.0000e+00
  47.660244    16.4404     5.3302    231.563 4.8009e+01     0.3855     42.902    37.9346 0.0000e+00
  47.615280    16.3971     5.3381    231.900 4.7273e+01     0.4223     43.150    37.9355 0.0000e+00
  47.565642    16.3533     5.3406    232.008 4.6785e+01     0.4873     43.398    37.9327 0.0000e+00
  47.520763    16.3041     5.3315    231.614 4.6539e+01     0.4935     43.646    37.9393 0.0000e+00
  47.491787    16.2567     5.2978    230.152 4.6145e+01     0.5070     43.894    37.9585 0.0000e+00
  47.470738    16.2222     5.2750    229.157 4.5220e+01     0.4947     44.142    37.9725 0.0000e+00
  47.447818    16.1979     5.2597    228.484 4.4075e+01     0.5058     44.390    37.9750 0.0000e+00
  47.419804    16.1749     5.2606    228.526 4.3311e+01     0.5382     44.638    37.9717 0.0000e+00
  47.389472    16.1487     5.2802    229.379 4.2954e+01     0.5417     44.886    37.9694 0.0000e+00
  47.364072    16.1199     5.3078    230.571 4.2565e+01     0.5411     45.134    37.9740 0.0000e+00
  47.349866    16.0957     5.3339    231.705 4.2404e+01     0.5640     45.382    37.9843 0.0000e+00
  47.338844    16.0786     5.3484    232.342 4.2039e+01     0.5688     45.630    37.9907 0.0000e+00
  47.329524    16.0660     5.3478    232.312 4.1237e+01     0.5439     45.878    37.9942 0.0000e+00
  47.321229    16.0560     5.3394    231.951 4.0086e+01     0.5291     46.125    37.9963 0.0000e+00
  47.308320    16.0459     5.3187    231.046 3.8929e+01     0.5510     46.374    37.9942 0.0000e+00
  47.286586    16.0317     5.3142    230.849 3.8132e+01     0.5489     46.622    37.9881 0.0000e+00
  47.254995    16.0094     5.3284    231.463 3.7894e+01     0.5948     46.870    37.9808 0.0000e+00
  47.214405    15.9770     5.3566    232.684 3.8014e+01     0.5101     47.117    37.9753 0.0000e+00
  47.174291    15.9371     5.3677    233.166 3.7677e+01     0.5529     47.366    37.9772 0.0000e+00
  47.137117    15.8984     5.3561    232.655 3.6648e+01     0.5370     47.614    37.9806 0.0000e+00
  47.103639    15.8610     5.3329    231.644 3.5471e+01     0.5628     47.862    37.9862 0.0000e+00
  47.074143    15.8260     5.3163    230.925 3.4543e+01     0.5414     48.110    37.9930 0.0000e+00
  47.049636    15.7939     5.3108    230.686 3.4037e+01     0.5502     48.358    38.0016 0.0000e+00
  47.033209    15.7673     5.3163    230.923 3.3839e+01     0.5576     48.605    38.0122 0.0000e+00
  47.019057    15.7490     5.3134    230.803 3.3712e+01     0.5328     48.854    38.0170 0.0000e+00
  46.997758    15.7307     5.2925    229.892 3.3061e+01     0.5744     49.101    38.0151 0.0000e+00
  46.970172    15.7077     5.2617    228.542 3.2284e+01     0.5736     49.349    38.0121 0.0000e+00
  46.923209    15.6756 -9.990e-29 -9.990e-29 3.1774e+01     0.6025     49.597    38.0003 0.0000e+00
  46.861564    15.6215 -9.990e-29 -9.990e-29 3.1214e+01     0.5806     49.845    37.9963 0.0000e+00
