    C0mS/cm     Tv290C Sbeox0ML/L Sbox0Mm/Kg        Par    WetStar      DepSM      Sal00       Flag
  56.083913    23.9915     4.5440    197.795 6.4209e+01     0.1999     13.393    38.0915 0.0000e+00
  56.082506    23.9914     4.5494    198.029 5.9833e+01     0.1919     13.641    38.0904 0.0000e+00
  56.081730    23.9910     4.5546    198.257 6.2326e+01     0.2051     13.888    38.0901 0.0000e+00
  56.082131    23.9906     4.5639    198.662 5.9254e+01     0.1956     14.136    38.0906 0.0000e+00
  56.081928    23.9902     4.5665    198.775 5.9038e+01     0.1862     14.384    38.0907 0.0000e+00
  56.082500    23.9898     4.5620    198.577 5.8879e+01     0.1883     14.632    38.0914 0.0000e+00
  56.082705    23.9899     4.5620    198.576 5.6745e+01     0.2064     14.880    38.0914 0.0000e+00
  56.082595    23.9896     4.5635    198.638 5.6411e+01     0.1974     15.129    38.0915 0.0000e+00
  56.082721    23.9888     4.5634    198.635 5.4557e+01     0.1978     15.377    38.0922 0.0000e+00
  56.083671    23.9877     4.5650    198.706 5.3957e+01     0.1871     15.625    38.0937 0.0000e+00
  56.089759    23.9869     4.5652    198.717 5.4232e+01     0.1911     15.873    38.0990 0.0000e+00
  56.101628    23.9887     4.5541    198.230 5.3851e+01     0.1903     16.120    38.1065 0.0000e+00
  56.112081    23.9937     4.5464    197.892 5.1134e+01     0.2055     16.368    38.1102 0.0000e+00
  56.120073    23.9980     4.5504    198.069 4.9143e+01     0.1967     16.617    38.1124 0.0000e+00
  56.129067    24.0016     4.5570    198.358 4.9249e+01     0.1723     16.865    38.1161 0.0000e+00
  56.144389    24.0060     4.5664    198.769 4.9311e+01     0.1868     17.113    38.1241 0.0000e+00
  56.158010    24.0126     4.5672    198.801 4.8419e+01     0.1815     17.361    38.1287 0.0000e+00
  56.166009    24.0190     4.5615    198.549 4.7768e+01     0.1728     17.608    38.1293 0.0000e+00
  56.172191    24.0232     4.5691    198.882 4.6096e+01     0.1738     17.856    38.1304 0.0000e+00
  56.182415    24.0265     4.5759    199.180 4.4168e+01     0.1861     18.104    38.1354 0.0000e+00
  56.197730    24.0310     4.5806    199.385 4.4701e+01     0.1722     18.353    38.1431 0.0000e+00
  56.212661    24.0368     4.5791    199.315 4.4056e+01     0.2252     18.601    38.1495 0.0000e+00
  56.221570    24.0427     4.5788    199.303 4.2465e+01     0.1815     18.848    38.1511 0.0000e+00
  56.225109    24.0466     4.5832    199.495 4.1303e+01     0.1704     19.097    38.1505 0.0000e+00
  56.225977    24.0479     4.5796    199.340 4.1330e+01     0.1723     19.344    38.1499 0.0000e+00
  56.226513    24.0481     4.5636    198.642 4.1707e+01     0.1592     19.593    38.1501 0.0000e+00
  56.227710    24.0482     4.5640    198.660 4.1495e+01     0.1475     19.840    38.1508 0.0000e+00
  56.231178    24.0487     4.5662    198.755 4.0311e+01     0.1696     20.088    38.1530 0.0000e+00
  56.237482    24.0503     4.5769    199.223 3.9156e+01     0.1603     20.336    38.1563 0.0000e+00
  56.238795    24.0527     4.5753    199.151 3.8461e+01     0.1835     20.584    38.1551 0.0000e+00
  56.230691    24.0523     4.5649    198.697 3.7454e+01     0.1640     20.832    38.1492 0.0000e+00
  56.218667    24.0470     4.5658    198.738 3.5948e+01     0.1649     21.080    38.1444 0.0000e+00
  56.201091    24.0366     4.5743    199.112 3.5382e+01     0.1618     21.328    38.1399 0.0000e+00
  56.184720    24.0236     4.5870    199.666 3.6128e+01     0.1591     21.577    38.1383 0.0000e+00
  56.162582    24.0102     4.6094    200.633 3.6560e+01     0.1500     21.824    38.1328 0.0000e+00
  56.125517    23.9919     4.6295    201.507 3.5675e+01     0.1536     22.073    38.1199 0.0000e+00
  56.076125    23.9639     4.6366    201.811 3.4315e+01     0.1706     22.320    38.1061 0.0000e+00
  56.043425    23.9304     4.6394    201.932 3.3721e+01     0.1753     22.568    38.1095 0.0000e+00
  56.025015    23.9058     4.6377    201.858 3.3543e+01     0.1858     22.816    38.1164 0.0000e+00
  56.011051    23.8877     4.6330    201.653 3.2917e+01     0.1930     23.064    38.1212 0.0000e+00
  56.000797    23.8745     4.6300    201.523 3.2018e+01     0.2259     23.312    38.1246 0.0000e+00
  55.990460    23.8642     4.6324    201.628 3.1213e+01     0.2279     23.560    38.1254 0.0000e+00
  55.978697    23.8548     4.6395    201.935 3.0861e+01     0.2385     23.808    38.1243 0.0000e+00
  55.971867    23.8457     4.6407    201.989 3.0634e+01     0.2460     24.056    38.1268 0.0000e+00
  55.971955    23.8410     4.6360    201.786 3.0431e+01     0.2466     24.304    38.1308 0.0000e+00
  55.970136    23.8392     4.6369    201.824 3.0172e+01     0.2566     24.553    38.1310 0.0000e+00
  55.957213    23.8354     4.6306    201.545 2.9424e+01     0.2549     24.800    38.1241 0.0000e+00
  55.930918    23.8248     4.6442    202.137 2.8511e+01     0.2664     25.048    38.1129 0.0000e+00
  55.904161    23.8059     4.6494    202.361 2.7858e+01     0.2545     25.296    38.1085 0.0000e+00
  55.880713    23.7831     4.6519    202.478 2.7829e+01     0.2883     25.544    38.1100 0.0000e+00
  55.865261    23.7621     4.6508    202.421 2.8095e+01     0.2706     25.792    38.1161 0.0000e+00
  55.850736    23.7473     4.6522    202.482 2.7502e+01     0.2501     26.040    38.1175 0.0000e+00
  55.821969    23.7315     4.6645    203.022 2.6380e+01     0.2677     26.288    38.1089 0.0000e+00
  55.794853    23.7088     4.6704    203.278 2.5626e+01     0.2688     26.536    38.1075 0.0000e+00
  55.771131    23.6866     4.6766    203.551 2.5246e+01     0.2769     26.784    38.1082 0.0000e+00
  55.731841    23.6636     4.6861    203.984 2.5056e+01     0.2662     27.032    38.0975 0.0000e+00
  55.636930    23.6196     4.7167    205.322 2.4703e+01     0.2847     27.280    38.0621 0.0000e+00
  55.466206    23.5359     4.7363    206.140 2.4311e+01     0.2818     27.528    38.0020 0.0000e+00
  55.142578    23.3848     4.7870    208.324 2.4060e+01     0.2706     27.776    37.8813 0.0000e+00
  54.583233    23.0687     4.8755    212.144 2.3580e+01     0.2906     28.024    37.7181 0.0000e+00
  54.003971    22.6198     4.9557    215.585 2.3162e+01     0.2931     28.272    37.6514 0.0000e+00
  53.430909    22.1467     5.0441    219.427 2.2807e+01     0.3085     28.520    37.6086 0.0000e+00
  52.918384    21.6917     5.1291    223.093 2.2396e+01     0.2967     28.768    37.5963 0.0000e+00
  52.523983    21.2860     5.2068    226.445 2.1965e+01     0.3146     29.016    37.6350 0.0000e+00
  52.192887    20.9530     5.2622    228.838 2.1489e+01     0.2931     29.264    37.6606 0.0000e+00
  51.903999    20.6667     5.2943    230.227 2.1176e+01     0.3025     29.512    37.6789 0.0000e+00
  51.677455    20.4025     5.3037    230.635 2.0829e+01     0.3186     29.760    37.7285 0.0000e+00
  51.512284    20.1841     5.2954    230.285 2.0586e+01     0.3248     30.008    37.7880 0.0000e+00
  51.375613    20.0264     5.2691    229.125 2.0491e+01     0.3817     30.256    37.8167 0.0000e+00
  51.225405    19.9017     5.2842    229.754 2.0251e+01     0.3868     30.504    37.8043 0.0000e+00
  51.037304    19.7743     5.3319    231.823 1.9855e+01     0.4089     30.751    37.7627 0.0000e+00
  50.846709    19.6220     5.4044    234.988 1.9435e+01     0.4002     31.000    37.7410 0.0000e+00
  50.699025    19.4627     5.4566    237.245 1.9079e+01     0.4183     31.248    37.7616 0.0000e+00
  50.578083    19.3246     5.4920    238.768 1.8754e+01     0.4248     31.496    37.7853 0.0000e+00
  50.427501    19.2026     5.5366    240.696 1.8481e+01     0.4135     31.743    37.7695 0.0000e+00
  50.252287    19.0577     5.5881    242.923 1.8147e+01     0.4585     31.992    37.7535 0.0000e+00
  50.128266    18.9145     5.6108    243.915 1.7776e+01     0.4570     32.239    37.7790 0.0000e+00
  50.044447    18.8083     5.5948    243.199 1.7468e+01     0.4161     32.487    37.8051 0.0000e+00
  49.983985    18.7319     5.5415    240.875 1.7345e+01     0.3621     32.736    37.8237 0.0000e+00
  49.928009    18.6623     5.4730    237.899 1.7243e+01     0.3409     32.984    37.8398 0.0000e+00
  49.876358    18.5887     5.4069    235.035 1.7028e+01     0.3034     33.232    37.8633 0.0000e+00
  49.835481    18.5194     5.3743    233.619 1.6753e+01     0.3025     33.480    37.8922 0.0000e+00
  49.770333    18.4657     5.3886    234.257 1.6549e+01     0.2843     33.728    37.8859 0.0000e+00
  49.643311    18.3973     5.4094    235.161 1.6364e+01     0.3321     33.976    37.8400 0.0000e+00
  49.467608    18.2944     5.4294    235.994 1.6145e+01     0.3303     34.223    37.7840 0.0000e+00
  49.218519    18.1481     5.4292    235.951 1.5831e+01     0.2864     34.472    37.7046 0.0000e+00
  48.898036    17.9316     5.4452    236.653 1.5493e+01     0.2974     34.720    37.6276 0.0000e+00
  48.503677    17.6259     5.4655    237.504 1.5288e+01     0.2835     34.968    37.5681 0.0000e+00
  48.055983    17.2029     5.4551    236.992 1.5207e+01     0.2852     35.215    37.5697 0.0000e+00
  47.588871    16.7461     5.4437    236.476 1.5190e+01     0.2969     35.463    37.5846 0.0000e+00
  47.213679    16.3314     5.4517    236.809 1.5050e+01     0.3238     35.711    37.6413 0.0000e+00
  47.034784    16.0369     5.4671    237.470 1.4787e+01     0.3430     35.959    37.7602 0.0000e+00
  46.945252    15.8759     5.4557    236.980 1.4490e+01     0.3526     36.207    37.8332 0.0000e+00
  46.886612    15.7786     5.4280    235.766 1.4214e+01     0.3600     36.455    37.8734 0.0000e+00
  46.844892    15.7082     5.4049    234.765 1.4008e+01     0.3406     36.703    37.9031 0.0000e+00
  46.812770    15.6561     5.3922    234.209 1.3856e+01     0.3728     36.951    37.9240 0.0000e+00
  46.784881    15.6104     5.3865    233.961 1.3769e+01     0.3735     37.199    37.9426 0.0000e+00
  46.769419    15.5751     5.3799    233.675 1.3670e+01     0.4149     37.447    37.9625 0.0000e+00
  46.759676    15.5535     5.3546    232.574 1.3533e+01     0.4345     37.695    37.9744 0.0000e+00
  46.753070    15.5404     5.3320    231.593 1.3299e+01     0.4805     37.943    37.9810 0.0000e+00
  46.748431    15.5300     5.3182    230.993 1.3065e+01     0.4781     38.191    37.9866 0.0000e+00
  46.744199    15.5212     5.3185    231.006 1.2873e+01     0.4866     38.439    37.9912 0.0000e+00
  46.740700    15.5129     5.3194    231.043 1.2629e+01     0.4896     38.687    37.9959 0.0000e+00
  46.738692    15.5056     5.3173    230.954 1.2318e+01     0.5438     38.934    38.0011 0.0000e+00
  46.739150    15.4996     5.3210    231.114 1.2051e+01     0.5921     39.183    38.0071 0.0000e+00
  46.741033    15.4957     5.3199    231.064 1.1893e+01     0.5736     39.431    38.0126 0.0000e+00
  46.742104    15.4938     5.3134    230.782 1.1727e+01     0.5917     39.679    38.0152 0.0000e+00
  46.742799    15.4918     5.2988    230.149 1.1507e+01     0.5569     39.926    38.0177 0.0000e+00
  46.743556    15.4895     5.2989    230.152 1.1237e+01     0.5546     40.175    38.0205 0.0000e+00
  46.743972    15.4873     5.3114    230.697 1.0960e+01     0.5757     40.423    38.0229 0.0000e+00
  46.743757    15.4850     5.3192    231.035 1.0659e+01     0.5683     40.671    38.0249 0.0000e+00
  46.743669    15.4825     5.3061    230.469 1.0373e+01     0.5962     40.918    38.0271 0.0000e+00
  46.744332    15.4801     5.2873    229.647 1.0138e+01     0.5839     41.166    38.0300 0.0000e+00
  46.744813    15.4780     5.2747    229.102 9.9774e+00     0.5872     41.415    38.0323 0.0000e+00
  46.744099    15.4763     5.2804    229.348 9.8260e+00     0.5952     41.662    38.0332 0.0000e+00
  46.742384    15.4740     5.2978    230.107 9.6251e+00     0.5683     41.911    38.0337 0.0000e+00
  46.739021    15.4710     5.3060    230.458 9.3858e+00     0.5846     42.159    38.0334 0.0000e+00
  46.733293    15.4664     5.2978    230.104 9.1036e+00     0.5703     42.407    38.0325 0.0000e+00
  46.724604    15.4595     5.2878    229.668 8.8158e+00     0.5495     42.655    38.0312 0.0000e+00
  46.712624    15.4493     5.2781    229.249 8.5939e+00     0.5649     42.903    38.0301 0.0000e+00
  46.696887    15.4351     5.2738    229.060 8.4129e+00     0.5791     43.150    38.0293 0.0000e+00
  46.675321    15.4169     5.2687    228.843 8.2995e+00     0.5634     43.398    38.0271 0.0000e+00
  46.649162    15.3955     5.2575    228.354 8.1460e+00     0.5712     43.646    38.0238 0.0000e+00
  46.625054    15.3719     5.2357    227.396 7.9295e+00     0.5715     43.894    38.0245 0.0000e+00
  46.602881    15.3500     5.2062    226.112 7.7329e+00     0.5721     44.142    38.0253 0.0000e+00
  46.568313    15.3269     5.1801    224.980 7.5110e+00     0.5760     44.390    38.0160 0.0000e+00
  46.534466    15.2948     5.1521    223.765 7.2885e+00     0.5867     44.638    38.0161 0.0000e+00
  46.516616    15.2618     5.1350    223.020 7.0833e+00     0.5956     44.886    38.0316 0.0000e+00
  46.509430    15.2403     5.1375    223.132 6.9030e+00     0.6089     45.134    38.0458 0.0000e+00
  46.505588    15.2288     5.1486    223.611 6.7366e+00     0.6327     45.382    38.0533 0.0000e+00
  46.498655    15.2232     5.1561    223.931 6.5575e+00     0.5680     45.630    38.0524 0.0000e+00
  46.486378    15.2143 -9.990e-29 -9.990e-29 6.2046e+00     0.5436     45.878    38.0496 0.0000e+00
  46.476240    15.2005 -9.990e-29 -9.990e-29 5.7097e+00     0.5365     46.126    38.0536 0.0000e+00
