    C0mS/cm     Tv290C Sbeox0ML/L Sbox0Mm/Kg        Par    WetStar      DepSM      Sal00       Flag
  56.138473    24.0129     4.5264    197.024 1.5573e+02     0.2466     13.144    38.1151 0.0000e+00
  56.139288    24.0130     4.5339    197.353 1.4008e+02     0.2416     13.392    38.1155 0.0000e+00
  56.139085    24.0130     4.5207    196.776 1.4445e+02     0.2367     13.641    38.1153 0.0000e+00
  56.139925    24.0130     4.5027    195.994 1.3990e+02     0.2412     13.889    38.1158 0.0000e+00
  56.141345    24.0132     4.4927    195.558 1.4756e+02     0.2376     14.136    38.1166 0.0000e+00
  56.141782    24.0132     4.5005    195.897 1.3746e+02     0.2379     14.385    38.1169 0.0000e+00
  56.141353    24.0130     4.5142    196.495 1.3282e+02     0.2507     14.633    38.1166 0.0000e+00
  56.140934    24.0124     4.5142    196.497 1.3321e+02     0.2454     14.880    38.1168 0.0000e+00
  56.141619    24.0120     4.5146    196.512 1.2755e+02     0.2297     15.128    38.1175 0.0000e+00
  56.142697    24.0122     4.5113    196.370 1.1932e+02     0.2491     15.377    38.1181 0.0000e+00
  56.143079    24.0126     4.5289    197.135 1.2189e+02     0.2416     15.624    38.1179 0.0000e+00
  56.143255    24.0126     4.5371    197.492 1.2955e+02     0.2461     15.873    38.1180 0.0000e+00
  56.143802    24.0123     4.5505    198.073 1.2626e+02     0.2333     16.120    38.1186 0.0000e+00
  56.144412    24.0123     4.5450    197.834 1.2068e+02     0.2340     16.369    38.1190 0.0000e+00
  56.144808    24.0125     4.5265    197.029 1.1828e+02     0.2415     16.616    38.1191 0.0000e+00
  56.144960    24.0127     4.5126    196.427 1.1276e+02     0.2279     16.864    38.1189 0.0000e+00
  56.144317    24.0126     4.5212    196.800 1.1625e+02     0.2391     17.113    38.1184 0.0000e+00
  56.143730    24.0121     4.5209    196.784 1.0675e+02     0.2271     17.360    38.1182 0.0000e+00
  56.143030    24.0115     4.4975    195.766 1.0795e+02     0.2356     17.608    38.1181 0.0000e+00
  56.141854    24.0108     4.4902    195.449 1.0551e+02     0.2247     17.856    38.1178 0.0000e+00
  56.140314    24.0098     4.4977    195.777 1.0383e+02     0.2243     18.105    38.1173 0.0000e+00
  56.138431    24.0086     4.5204    196.764 1.0665e+02     0.2131     18.353    38.1169 0.0000e+00
  56.135655    24.0069     4.5419    197.700 1.0410e+02     0.2401     18.601    38.1161 0.0000e+00
  56.133413    24.0046     4.5568    198.346 9.8379e+01     0.2241     18.848    38.1163 0.0000e+00
  56.134018    24.0031     4.5627    198.607 9.7495e+01     0.2490     19.096    38.1179 0.0000e+00
  56.135178    24.0029     4.5511    198.103 9.7508e+01     0.2416     19.345    38.1189 0.0000e+00
  56.135631    24.0034     4.5389    197.569 9.4289e+01     0.2482     19.593    38.1188 0.0000e+00
  56.134481    24.0034     4.5240    196.919 9.5323e+01     0.2463     19.841    38.1178 0.0000e+00
  56.131970    24.0024     4.5107    196.344 9.6845e+01     0.2382     20.089    38.1166 0.0000e+00
  56.129498    24.0005     4.5074    196.196 9.2370e+01     0.2496     20.337    38.1163 0.0000e+00
  56.128550    23.9987     4.5148    196.519 8.7235e+01     0.2371     20.585    38.1170 0.0000e+00
  56.129149    23.9978     4.5208    196.779 8.7137e+01     0.2441     20.832    38.1181 0.0000e+00
  56.130311    23.9981     4.5256    196.991 8.3779e+01     0.2679     21.080    38.1187 0.0000e+00
  56.130350    23.9987     4.5231    196.881 8.1909e+01     0.2575     21.328    38.1181 0.0000e+00
  56.129185    23.9987     4.5191    196.707 8.4125e+01     0.2549     21.576    38.1171 0.0000e+00
  56.129342    23.9981     4.5107    196.342 8.3183e+01     0.2677     21.824    38.1177 0.0000e+00
  56.132435    23.9985     4.5233    196.893 7.8999e+01     0.2567     22.072    38.1196 0.0000e+00
  56.133823    23.9999     4.5287    197.124 7.6007e+01     0.2554     22.320    38.1194 0.0000e+00
  56.132292    24.0009     4.5351    197.405 7.3502e+01     0.2615     22.568    38.1173 0.0000e+00
  56.129367    23.9999     4.5333    197.326 7.2319e+01     0.2757     22.816    38.1158 0.0000e+00
  56.127929    23.9982     4.5257    196.995 7.0680e+01     0.2696     23.065    38.1161 0.0000e+00
  56.125701    23.9966     4.5266    197.032 6.9351e+01     0.2861     23.312    38.1156 0.0000e+00
  56.120850    23.9947     4.5348    197.391 6.8096e+01     0.2704     23.560    38.1135 0.0000e+00
  56.116323    23.9912     4.5338    197.360 6.7729e+01     0.2712     23.808    38.1129 0.0000e+00
  56.108343    23.9876     4.5277    197.083 6.6485e+01     0.2713     24.056    38.1098 0.0000e+00
  56.082990    23.9795     4.5233    196.879 6.3673e+01     0.2609     24.304    38.0972 0.0000e+00
  56.030443    23.9596     4.5370    197.475 6.1834e+01     0.2576     24.552    38.0739 0.0000e+00
  55.959648    23.9191     4.5559    198.298 6.0522e+01     0.2758     24.800    38.0542 0.0000e+00
  55.904007    23.8652     4.5781    199.264 5.8671e+01     0.2720     25.048    38.0576 0.0000e+00
  55.876449    23.8167     4.5994    200.190 5.7452e+01     0.2689     25.296    38.0779 0.0000e+00
  55.863471    23.7876     4.6018    200.291 5.6920e+01     0.2841     25.544    38.0928 0.0000e+00
  55.854807    23.7737     4.5977    200.114 5.6358e+01     0.2872     25.792    38.0981 0.0000e+00
  55.847517    23.7638     4.5898    199.772 5.5359e+01     0.2784     26.040    38.1009 0.0000e+00
  55.841172    23.7566     4.5906    199.813 5.3950e+01     0.2634     26.288    38.1021 0.0000e+00
  55.832008    23.7507     4.6042    200.415 5.3030e+01     0.2692     26.536    38.1000 0.0000e+00
  55.811399    23.7421     4.6123    200.759 5.2036e+01     0.2522     26.784    38.0915 0.0000e+00
  55.761220    23.7236     4.6209    201.125 5.0795e+01     0.2646     27.032    38.0686 0.0000e+00
  55.653364    23.6802     4.6323    201.613 4.9837e+01     0.2442     27.280    38.0226 0.0000e+00
  55.472801    23.5872     4.6835    203.905 4.9595e+01     0.2412     27.528    37.9631 0.0000e+00
  55.244782    23.4332     4.7596    207.216 4.9138e+01     0.2490     27.776    37.9189 0.0000e+00
  54.945612    23.2361     4.7388    206.198 4.8739e+01     0.2557     28.024    37.8562 0.0000e+00
  54.466079    22.9900     4.7594    207.039 4.7938e+01     0.2461     28.272    37.6941 0.0000e+00
  53.801092    22.6474     4.8269    209.940 4.7040e+01     0.2406     28.520    37.4682 0.0000e+00
  53.134371    22.1304     4.9424    214.951 4.5727e+01     0.2407     28.768    37.3875 0.0000e+00
  52.677631    21.5697     5.0789    220.902 4.4666e+01     0.2331     29.016    37.5099 0.0000e+00
  52.403335    21.1345     5.1628    224.538 4.4075e+01     0.2309     29.264    37.6710 0.0000e+00
  52.220110    20.8369     5.2123    226.682 4.3883e+01     0.2337     29.512    37.7858 0.0000e+00
  52.076552    20.6575     5.2404    227.911 4.3358e+01     0.2473     29.760    37.8282 0.0000e+00
  51.939423    20.5347     5.2436    228.043 4.2342e+01     0.2691     30.008    37.8255 0.0000e+00
  51.813131    20.4197     5.2430    228.004 4.1396e+01     0.3386     30.256    37.8247 0.0000e+00
  51.668420    20.3000     5.2549    228.522 4.0702e+01     0.3572     30.503    37.8127 0.0000e+00
  51.457703    20.1437     5.3073    230.781 4.0264e+01     0.3540     30.752    37.7789 0.0000e+00
  51.193026    19.9238     5.3724    233.589 3.9612e+01     0.3615     31.000    37.7572 0.0000e+00
  50.874057    19.6332     5.4171    235.524 3.8794e+01     0.3887     31.248    37.7537 0.0000e+00
  50.571598    19.2684 -9.990e-29 -9.990e-29 3.8951e+01     0.3800     31.495    37.8310 0.0000e+00
