    C0mS/cm     Tv290C Sbeox0ML/L Sbox0Mm/Kg        Par    WetStar      DepSM      Sal00       Flag
  55.969630    23.8713     4.5518    198.127 1.4759e+02     0.0301      8.680    38.1085 0.0000e+00
  55.969059    23.8708     4.5534    198.192 1.8942e+02     0.0369      8.928    38.1085 0.0000e+00
  55.968145    23.8703     4.5446    197.810 1.6940e+02     0.0368      9.176    38.1081 0.0000e+00
  55.967274    23.8698     4.5460    197.872 1.7767e+02     0.0361      9.425    38.1078 0.0000e+00
  55.966197    23.8692     4.5496    198.031 1.5286e+02     0.0365      9.673    38.1074 0.0000e+00
  55.966354    23.8685     4.5561    198.312 1.6914e+02     0.0459      9.921    38.1080 0.0000e+00
  55.967547    23.8686     4.5555    198.285 1.5735e+02     0.0321     10.169    38.1088 0.0000e+00
  55.968574    23.8693     4.5521    198.138 1.3455e+02     0.0478     10.417    38.1089 0.0000e+00
  55.969571    23.8699     4.5558    198.300 1.6556e+02     0.0565     10.664    38.1090 0.0000e+00
  55.970154    23.8703     4.5534    198.197 1.5227e+02     0.0384     10.913    38.1090 0.0000e+00
  55.970067    23.8706     4.5495    198.026 1.6136e+02     0.0540     11.161    38.1086 0.0000e+00
  55.969622    23.8706     4.5466    197.898 1.5980e+02     0.0436     11.409    38.1082 0.0000e+00
  55.969461    23.8704     4.5442    197.792 1.4208e+02     0.0426     11.657    38.1082 0.0000e+00
  55.969567    23.8702     4.5405    197.632 1.3949e+02     0.0571     11.905    38.1083 0.0000e+00
  55.969645    23.8701     4.5321    197.266 1.3515e+02     0.0454     12.152    38.1084 0.0000e+00
  55.969538    23.8700     4.5367    197.466 1.3195e+02     0.0465     12.401    38.1083 0.0000e+00
  55.968569    23.8697     4.5499    198.042 1.3438e+02     0.0571     12.648    38.1077 0.0000e+00
  55.966449    23.8687     4.5616    198.551 1.3602e+02     0.0468     12.896    38.1069 0.0000e+00
  55.965108    23.8675     4.5669    198.782 1.3091e+02     0.0431     13.144    38.1068 0.0000e+00
  55.964203    23.8665     4.5657    198.731 1.3367e+02     0.0481     13.392    38.1068 0.0000e+00
  55.963757    23.8658     4.5625    198.592 1.4246e+02     0.0396     13.640    38.1071 0.0000e+00
  55.963228    23.8652     4.5547    198.250 1.3609e+02     0.0523     13.888    38.1070 0.0000e+00
  55.962995    23.8647     4.5481    197.960 1.2424e+02     0.0639     14.137    38.1072 0.0000e+00
  55.963054    23.8643     4.5509    198.082 1.1724e+02     0.0503     14.384    38.1075 0.0000e+00
  55.963519    23.8643     4.5544    198.238 1.2652e+02     0.0498     14.633    38.1078 0.0000e+00
  55.964408    23.8645     4.5580    198.395 1.2233e+02     0.0385     14.880    38.1082 0.0000e+00
  55.965557    23.8649     4.5633    198.625 1.2130e+02     0.0501     15.128    38.1086 0.0000e+00
  55.966479    23.8654     4.5609    198.519 1.2475e+02     0.0466     15.377    38.1088 0.0000e+00
  55.966557    23.8657     4.5581    198.398 1.1783e+02     0.0507     15.625    38.1085 0.0000e+00
  55.966237    23.8658     4.5520    198.132 1.1465e+02     0.0605     15.873    38.1081 0.0000e+00
  55.966071    23.8655     4.5542    198.230 1.1861e+02     0.0537     16.120    38.1082 0.0000e+00
  55.967289    23.8656     4.5552    198.273 1.1241e+02     0.0576     16.369    38.1090 0.0000e+00
  55.968628    23.8662     4.5557    198.293 1.1214e+02     0.0565     16.617    38.1093 0.0000e+00
  55.968273    23.8669     4.5531    198.181 1.1233e+02     0.0481     16.864    38.1084 0.0000e+00
  55.966505    23.8669     4.5480    197.960 1.0870e+02     0.0471     17.112    38.1069 0.0000e+00
  55.965576    23.8662     4.5500    198.046 1.0175e+02     0.0495     17.360    38.1068 0.0000e+00
  55.965160    23.8657     4.5519    198.131 1.0329e+02     0.0545     17.608    38.1067 0.0000e+00
  55.965257    23.8654     4.5611    198.529 1.0496e+02     0.0523     17.856    38.1070 0.0000e+00
  55.965532    23.8654     4.5620    198.567 1.0376e+02     0.0541     18.105    38.1071 0.0000e+00
  55.965470    23.8654     4.5591    198.443 1.0354e+02     0.0651     18.353    38.1070 0.0000e+00
  55.965380    23.8654     4.5473    197.929 1.0019e+02     0.0564     18.601    38.1069 0.0000e+00
  55.965959    23.8653     4.5442    197.794 9.8610e+01     0.0474     18.849    38.1073 0.0000e+00
  55.967913    23.8656     4.5448    197.820 9.6420e+01     0.0704     19.096    38.1084 0.0000e+00
  55.969887    23.8667     4.5476    197.943 9.4252e+01     0.0499     19.344    38.1089 0.0000e+00
  55.970667    23.8675     4.5510    198.090 9.9099e+01     0.0545     19.593    38.1087 0.0000e+00
  55.971634    23.8680     4.5511    198.092 9.8977e+01     0.0449     19.841    38.1090 0.0000e+00
  55.972465    23.8684     4.5448    197.822 9.5277e+01     0.0624     20.089    38.1092 0.0000e+00
  55.972978    23.8688     4.5379    197.518 9.0408e+01     0.0522     20.337    38.1091 0.0000e+00
  55.973496    23.8691     4.5366    197.463 8.8139e+01     0.0564     20.585    38.1091 0.0000e+00
  55.974068    23.8694     4.5490    198.004 8.5820e+01     0.0611     20.832    38.1093 0.0000e+00
  55.974374    23.8696     4.5610    198.524 8.6798e+01     0.0655     21.080    38.1093 0.0000e+00
  55.974845    23.8698     4.5614    198.539 9.0813e+01     0.0570     21.329    38.1094 0.0000e+00
  55.974604    23.8699     4.5569    198.345 8.8451e+01     0.0476     21.577    38.1090 0.0000e+00
  55.974120    23.8697     4.5529    198.172 8.4331e+01     0.0690     21.824    38.1087 0.0000e+00
  55.975775    23.8694     4.5503    198.060 8.2344e+01     0.0682     22.072    38.1102 0.0000e+00
  55.978177    23.8700     4.5499    198.040 8.1171e+01     0.0712     22.321    38.1114 0.0000e+00
  55.978666    23.8709     4.5525    198.155 7.9845e+01     0.0625     22.568    38.1110 0.0000e+00
  55.979969    23.8710     4.5556    198.291 8.0172e+01     0.0573     22.816    38.1118 0.0000e+00
  55.982955    23.8716     4.5622    198.576 8.0073e+01     0.0616     23.064    38.1134 0.0000e+00
  55.984382    23.8724     4.5568    198.341 7.9399e+01     0.0703     23.312    38.1138 0.0000e+00
  55.984673    23.8725     4.5618    198.563 7.7876e+01     0.0591     23.560    38.1138 0.0000e+00
  55.983470    23.8717     4.5662    198.756 7.6397e+01     0.0587     23.808    38.1135 0.0000e+00
  55.977993    23.8691     4.5674    198.801 7.5484e+01     0.0565     24.056    38.1114 0.0000e+00
  55.960760    23.8624     4.5743    199.101 7.5553e+01     0.0612     24.304    38.1038 0.0000e+00
  55.922562    23.8454     4.5935    199.942 7.3278e+01     0.0681     24.552    38.0889 0.0000e+00
  55.870805    23.8115     4.6124    200.757 7.0109e+01     0.0580     24.800    38.0781 0.0000e+00
  55.820717    23.7667     4.6275    201.406 6.9785e+01     0.0613     25.048    38.0781 0.0000e+00
  55.758409    23.7213     4.6570    202.683 7.1843e+01     0.0549     25.296    38.0690 0.0000e+00
  55.663481    23.6648     4.6841    203.857 7.2998e+01     0.0718     25.544    38.0443 0.0000e+00
  55.577076    23.5883     4.7149    205.196 7.1250e+01     0.0812     25.792    38.0433 0.0000e+00
  55.505172    23.5114     4.7403    206.299 6.6404e+01     0.0596     26.040    38.0539 0.0000e+00
  55.442879    23.4439     4.7502    206.729 6.4724e+01     0.0770     26.288    38.0638 0.0000e+00
  55.389939    23.3880     4.7534    206.867 6.5799e+01     0.0916     26.536    38.0710 0.0000e+00
  55.345049    23.3431     4.7543    206.906 6.6788e+01     0.0932     26.784    38.0748 0.0000e+00
  55.304956    23.3059     4.7477    206.618 6.4777e+01     0.1025     27.032    38.0758 0.0000e+00
  55.261047    23.2717     4.7570    207.024 6.2344e+01     0.1202     27.280    38.0712 0.0000e+00
  55.202804    23.2339     4.7697    207.575 6.1059e+01     0.1308     27.528    38.0584 0.0000e+00
  55.130514    23.1875     4.7897    208.446 6.2351e+01     0.1264     27.776    38.0423 0.0000e+00
  55.042432    23.1324     4.8166    209.621 6.2869e+01     0.1236     28.024    38.0213 0.0000e+00
  54.932338    23.0657     4.8234    209.891 6.0378e+01     0.1215     28.272    37.9931 0.0000e+00
  54.802019    22.9820     4.8407    210.624 5.7461e+01     0.1299     28.520    37.9637 0.0000e+00
  54.647076    22.8793     4.8732    212.038 5.5637e+01     0.1309     28.768    37.9314 0.0000e+00
  54.488867    22.7527     4.8997    213.200 5.6521e+01     0.1352     29.016    37.9172 0.0000e+00
  54.414860    22.6293     4.9327    214.636 5.7013e+01     0.1349     29.264    37.9662 0.0000e+00
  54.374672    22.5497     4.9535    215.538 5.6506e+01     0.1440     29.512    38.0038 0.0000e+00
  54.306450    22.4967     4.9608    215.847 5.5462e+01     0.1341     29.759    37.9962 0.0000e+00
  54.199270    22.4378     4.9494    215.342 5.4401e+01     0.1433     30.007    37.9630 0.0000e+00
  54.081216    22.3597     4.9503    215.376 5.2542e+01     0.1496     30.255    37.9378 0.0000e+00
  53.962198    22.2681     4.9577    215.696 5.1020e+01     0.1489     30.503    37.9234 0.0000e+00
  53.861931    22.1704     4.9638    215.961 5.0115e+01     0.1412     30.751    37.9294 0.0000e+00
  53.792518    22.0883     4.9702    216.248 5.1194e+01     0.1516     31.000    37.9460 0.0000e+00
  53.733140    22.0296     4.9733    216.374 5.1602e+01     0.1437     31.248    37.9502 0.0000e+00
  53.664469    21.9796     4.9807    216.683 4.9980e+01     0.1433     31.496    37.9393 0.0000e+00
  53.567077    21.9214     5.0001    217.519 4.7951e+01     0.1349     31.744    37.9127 0.0000e+00
  53.436201    21.8382     5.0276    218.709 4.6933e+01     0.1498     31.992    37.8811 0.0000e+00
  53.302000    21.7269     5.0598    220.100 4.6803e+01     0.1501     32.240    37.8716 0.0000e+00
  53.185212    21.6052     5.0939    221.581 4.6832e+01     0.1504     32.488    37.8850 0.0000e+00
  53.090544    21.4941     5.1164    222.560 4.6310e+01     0.1367     32.736    37.9070 0.0000e+00
  53.018446    21.4050     5.1448    223.805 4.5433e+01     0.1511     32.983    37.9276 0.0000e+00
  52.954326    21.3397     5.1941    225.967 4.5096e+01     0.1667     33.232    37.9336 0.0000e+00
  52.870405    21.2796     5.2229    227.197 4.4569e+01     0.1657     33.480    37.9190 0.0000e+00
  52.755233    21.2121     5.2479    228.247 4.3362e+01     0.1632     33.727    37.8856 0.0000e+00
  52.573812    21.1169     5.2971    230.368 4.2220e+01     0.1820     33.975    37.8230 0.0000e+00
  52.319452    20.9638     5.3743    233.719 4.1623e+01     0.1688     34.223    37.7521 0.0000e+00
  52.061014    20.7452     5.4302    236.152 4.2098e+01     0.1879     34.471    37.7356 0.0000e+00
  51.892063    20.5182     5.4150    235.489 4.2328e+01     0.1773     34.719    37.7996 0.0000e+00
  51.785197    20.3571     5.3474    232.534 4.1542e+01     0.1997     34.968    37.8560 0.0000e+00
  51.692955    20.2559     5.3110    230.959 4.0354e+01     0.2212     35.215    37.8708 0.0000e+00
  51.593599    20.1755     5.3208    231.388 3.9639e+01     0.2192     35.463    37.8609 0.0000e+00
  51.500727    20.0937     5.3250    231.546 3.9372e+01     0.2322     35.711    37.8575 0.0000e+00
  51.414712    20.0126     5.3194    231.291 3.9046e+01     0.2230     35.960    37.8593 0.0000e+00
  51.298802    19.9271     5.3333    231.895 3.8215e+01     0.2066     36.207    37.8401 0.0000e+00
  51.147438    19.8120     5.3681    233.413 3.7474e+01     0.2058     36.456    37.8181 0.0000e+00
  51.028994    19.6677     5.4120    235.345 3.7924e+01     0.2129     36.703    37.8498 0.0000e+00
  50.929908    19.5680     5.4466    236.836 3.8157e+01     0.2010     36.951    37.8573 0.0000e+00
  50.795721    19.4848     5.5055    239.358 3.7269e+01     0.2358     37.199    37.8203 0.0000e+00
  50.623195    19.3908     5.5784    242.505 3.6135e+01     0.2116     37.447    37.7607 0.0000e+00
  50.387954    19.2567     5.6501    245.611 3.5226e+01     0.1993     37.695    37.6846 0.0000e+00
  50.160868    19.0620     5.7109    248.263 3.4761e+01     0.2187     37.943    37.6699 0.0000e+00
  50.011861    18.8440     5.7479    249.890 3.5159e+01     0.2093     38.191    37.7424 0.0000e+00
  49.925034    18.6820     5.7466    249.828 3.5475e+01     0.2090     38.439    37.8170 0.0000e+00
  49.819410    18.6015     5.7223    248.723 3.4673e+01     0.1903     38.687    37.8007 0.0000e+00
  49.657215    18.5123     5.7473    249.803 3.3982e+01     0.2027     38.934    37.7439 0.0000e+00
  49.526667    18.3992     5.7222    248.701 3.3634e+01     0.1950     39.183    37.7361 0.0000e+00
  49.466434    18.2887     5.6452    245.361 3.3404e+01     0.1938     39.431    37.7863 0.0000e+00
  49.443850    18.1980     5.5519    241.312 3.3214e+01     0.1968     39.679    37.8506 0.0000e+00
  49.437442    18.1365     5.4950    238.840 3.3218e+01     0.1952     39.927    37.9020 0.0000e+00
  49.415749    18.1129     5.4852    238.408 3.3138e+01     0.1817     40.175    37.9051 0.0000e+00
  49.358632    18.0778     5.4663    237.574 3.2778e+01     0.2049     40.423    37.8883 0.0000e+00
  49.286188    18.0255     5.4559    237.117 3.2290e+01     0.2010     40.671    37.8741 0.0000e+00
  49.203790    17.9586     5.4648    237.499 3.1740e+01     0.2070     40.919    37.8649 0.0000e+00
  49.122030    17.8799     5.4831    238.290 3.1422e+01     0.2139     41.167    37.8671 0.0000e+00
  49.054514    17.7975     5.5061    239.291 3.1435e+01     0.2191     41.415    37.8853 0.0000e+00
  49.007345    17.7294     5.5085    239.393 3.1228e+01     0.2230     41.663    37.9077 0.0000e+00
  48.966464    17.6799     5.5125    239.563 3.0713e+01     0.2230     41.911    37.9182 0.0000e+00
  48.925896    17.6412     5.5215    239.953 3.0012e+01     0.2111     42.158    37.9190 0.0000e+00
  48.891059    17.6058     5.5280    240.234 2.9481e+01     0.2345     42.407    37.9217 0.0000e+00
  48.866288    17.5753     5.5316    240.387 2.9280e+01     0.2288     42.655    37.9285 0.0000e+00
  48.848056    17.5515     5.5290    240.277 2.9061e+01     0.2208     42.903    37.9347 0.0000e+00
  48.829713    17.5316     5.5237    240.045 2.8673e+01     0.2192     43.151    37.9373 0.0000e+00
  48.808066    17.5111     5.5213    239.944 2.8315e+01     0.2272     43.399    37.9375 0.0000e+00
  48.779262    17.4870     5.5382    240.698 2.8057e+01     0.2403     43.646    37.9348 0.0000e+00
  48.731257    17.4567     5.5420    240.844 2.7652e+01     0.2643     43.894    37.9211 0.0000e+00
  48.651613    17.4125     5.5207    239.890 2.7011e+01     0.2729     44.142    37.8927 0.0000e+00
  48.522233    17.3410     5.5036    239.134 2.6257e+01     0.2574     44.390    37.8462 0.0000e+00
  48.351287    17.2279     5.5041    239.153 2.5720e+01     0.2783     44.638    37.8020 0.0000e+00
  48.191357    17.0785     5.5261    240.108 2.5389e+01     0.2536     44.886    37.8015 0.0000e+00
  48.079947    16.9305     5.5617    241.648 2.5494e+01     0.2594     45.134    37.8425 0.0000e+00
  48.013908    16.8244     5.5908    242.914 2.5573e+01     0.2345     45.382    37.8840 0.0000e+00
  47.968585    16.7604     5.6064    243.592 2.5179e+01     0.2343     45.630    37.9043 0.0000e+00
  47.931881    16.7165     5.6143    243.935 2.4513e+01     0.2374     45.878    37.9131 0.0000e+00
  47.900022    16.6805     5.6162    244.014 2.3735e+01     0.2343     46.126    37.9189 0.0000e+00
  47.870327    16.6499     5.6108    243.775 2.3150e+01     0.2411     46.374    37.9214 0.0000e+00
  47.834862    16.6208     5.6071    243.611 2.2689e+01     0.2320     46.622    37.9173 0.0000e+00
  47.790452    16.5873     5.5992    243.269 2.2426e+01     0.2444     46.870    37.9094 0.0000e+00
  47.746037    16.5485     5.5854    242.671 2.2245e+01     0.2657     47.118    37.9066 0.0000e+00
  47.707030    16.5066     5.5784    242.363 2.2068e+01     0.2320     47.365    37.9115 0.0000e+00
  47.670063    16.4671     5.5784    242.359 2.1874e+01     0.2392     47.614    37.9159 0.0000e+00
  47.628925    16.4290     5.5837    242.585 2.1538e+01     0.2458     47.862    37.9153 0.0000e+00
  47.583015    16.3896     5.5850    242.635 2.1035e+01     0.2546     48.109    37.9117 0.0000e+00
  47.532670    16.3454     5.5821    242.498 2.0470e+01     0.2720     48.357    37.9086 0.0000e+00
  47.483989    16.2973     5.5626    241.655 2.0015e+01     0.2270     48.606    37.9107 0.0000e+00
  47.439823    16.2489     5.5427    240.791 1.9623e+01     0.2568     48.853    37.9172 0.0000e+00
  47.400553    16.2029     5.5212    239.850 1.9316e+01     0.2606     49.101    37.9257 0.0000e+00
  47.368262    16.1613     5.4958    238.750 1.9104e+01     0.2564     49.349    37.9363 0.0000e+00
  47.333518    16.1239     5.4717    237.692 1.8829e+01     0.2681     49.597    37.9408 0.0000e+00
  47.294656    16.0863     5.4435    236.464 1.8534e+01     0.2900     49.845    37.9417 0.0000e+00
  47.252504    16.0453     5.4210    235.481 1.8236e+01     0.2904     50.093    37.9428 0.0000e+00
  47.208695    16.0013     5.4119    235.088 1.7937e+01     0.3372     50.342    37.9453 0.0000e+00
  47.170979    15.9575     5.4093    234.974 1.7662e+01     0.3018     50.589    37.9532 0.0000e+00
  47.141827    15.9180     5.4136    235.160 1.7304e+01     0.3204     50.837    37.9646 0.0000e+00
  47.122770    15.8881     5.4296    235.855 1.6954e+01     0.3246     51.085    37.9760 0.0000e+00
  47.110583    15.8667     5.4249    235.649 1.6586e+01     0.3281     51.333    37.9855 0.0000e+00
  47.101082    15.8501     5.4177    235.334 1.6239e+01     0.3248     51.581    37.9927 0.0000e+00
  47.091862    15.8359     5.4018    234.642 1.5907e+01     0.6749     51.829    37.9979 0.0000e+00
  47.082982    15.8231     5.3838    233.858 1.5607e+01     0.3645     52.077    38.0021 0.0000e+00
  47.074955    15.8108     5.3661    233.092 1.5334e+01     0.4284     52.325    38.0066 0.0000e+00
  47.067235    15.7991     5.3575    232.718 1.5121e+01     0.4177     52.573    38.0107 0.0000e+00
  47.059597    15.7887     5.3441    232.134 1.4916e+01     0.4094     52.821    38.0138 0.0000e+00
  47.051527    15.7792     5.3340    231.699 1.4693e+01     0.4635     53.069    38.0155 0.0000e+00
  47.041905    15.7703     5.3283    231.450 1.4395e+01     0.4436     53.317    38.0153 0.0000e+00
  47.030346    15.7604     5.3194    231.061 1.4082e+01     0.4369     53.565    38.0141 0.0000e+00
  47.016858    15.7493     5.3102    230.660 1.3706e+01     0.4693     53.813    38.0125 0.0000e+00
  46.999139    15.7353     5.3084    230.580 1.3349e+01     0.4799     54.060    38.0097 0.0000e+00
  46.977133    15.7168     5.3069    230.515 1.3062e+01     0.4608     54.308    38.0075 0.0000e+00
  46.953039    15.6946     5.3150    230.864 1.2815e+01     0.5262     54.557    38.0069 0.0000e+00
  46.929435    15.6714     5.3233    231.221 1.2593e+01     0.5059     54.805    38.0078 0.0000e+00
  46.903871    15.6486     5.3240    231.246 1.2391e+01     0.4857     55.053    38.0064 0.0000e+00
  46.881110    15.6252     5.3164    230.917 1.2216e+01     0.4763     55.300    38.0082 0.0000e+00
  46.861275    15.6025     5.3056    230.447 1.1991e+01     0.5218     55.548    38.0120 0.0000e+00
  46.843407    15.5818     5.2944    229.958 1.1746e+01     0.4994     55.796    38.0156 0.0000e+00
  46.829554    15.5628     5.2916    229.839 1.1493e+01     0.5109     56.044    38.0212 0.0000e+00
  46.818172    15.5461     5.2940    229.949 1.1208e+01     0.4696     56.292    38.0269 0.0000e+00
  46.807807    15.5323     5.2904    229.790 1.0942e+01     0.5231     56.540    38.0306 0.0000e+00
  46.794495    15.5199     5.2811    229.384 1.0714e+01     0.4710     56.788    38.0304 0.0000e+00
  46.774065    15.5057     5.2633    228.601 1.0533e+01     0.5010     57.035    38.0254 0.0000e+00
  46.744341    15.4860     5.2474    227.910 1.0324e+01     0.5163     57.284    38.0172 0.0000e+00
  46.710056    15.4591     5.2326    227.265 1.0115e+01     0.5561     57.532    38.0118 0.0000e+00
  46.679002    15.4272     5.2129    226.412 9.9090e+00     0.5157     57.780    38.0142 0.0000e+00
  46.654345    15.3951     5.1874    225.305 9.7062e+00     0.5126     58.028    38.0227 0.0000e+00
  46.635239    15.3671     5.1595    224.091 9.5004e+00     0.5774     58.275    38.0323 0.0000e+00
  46.616594    15.3445     5.1434    223.388 9.3035e+00     0.5224     58.524    38.0370 0.0000e+00
  46.596027    15.3236     5.1385    223.179 9.1676e+00     0.5142     58.772    38.0383 0.0000e+00
  46.571135    15.3031     5.1406    223.272 8.9980e+00     0.5218     59.020    38.0353 0.0000e+00
  46.542369    15.2803     5.1371    223.108 8.7921e+00     0.5505     59.267    38.0310 0.0000e+00
  46.510046    15.2544     5.1202    222.371 8.5770e+00     0.5729     59.515    38.0264 0.0000e+00
  46.465592    15.2221     5.0954    221.298 8.3544e+00     0.5886     59.763    38.0167 0.0000e+00
  46.407888    15.1760     5.0518    219.398 8.1625e+00     0.5604     60.011    38.0084 0.0000e+00
  46.355173    15.1178     5.0039    217.312 8.0417e+00     0.5440     60.259    38.0165 0.0000e+00
  46.312364    15.0677     4.9890    216.660 7.9157e+00     0.5528     60.507    38.0257 0.0000e+00
  46.266322    15.0248     4.9861    216.534 7.7825e+00     0.5313     60.755    38.0250 0.0000e+00
  46.227374    14.9829     4.9795    216.243 7.5966e+00     0.5532     61.003    38.0298 0.0000e+00
  46.199458    14.9448     4.9704    215.851 7.3894e+00     0.5797     61.251    38.0411 0.0000e+00
  46.181276    14.9133     4.9585    215.336 7.1919e+00     0.6024     61.498    38.0550 0.0000e+00
  46.171381    14.8905     4.9590    215.355 7.0416e+00     0.6331     61.746    38.0680 0.0000e+00
  46.165872    14.8776     4.9772    216.147 6.9422e+00     0.6091     61.994    38.0754 0.0000e+00
  46.160478    14.8708     4.9870    216.573 6.8130e+00     0.5951     62.242    38.0769 0.0000e+00
  46.152261    14.8648     4.9960    216.956 6.6259e+00     0.5868     62.491    38.0751 0.0000e+00
  46.139992    14.8573     5.0035    217.282 6.4259e+00     0.5776     62.739    38.0711 0.0000e+00
  46.121774    14.8450     5.0100    217.563 6.2189e+00     0.5491     62.986    38.0660 0.0000e+00
  46.101042    14.8260     5.0044    217.324 6.0543e+00     0.5709     63.234    38.0654 0.0000e+00
  46.084926    14.8024     4.9975    217.023 5.9709e+00     0.5681     63.482    38.0734 0.0000e+00
  46.072016    14.7841     4.9805    216.278 5.9149e+00     0.5670     63.730    38.0793 0.0000e+00
  46.052089    14.7699 -9.990e-29 -9.990e-29 5.7758e+00     0.5116     63.978    38.0745 0.0000e+00
  46.029764    14.7501 -9.990e-29 -9.990e-29 5.5273e+00     0.4940     64.226    38.0731 0.0000e+00
