    C0mS/cm     Tv290C Sbeox0ML/L Sbox0Mm/Kg        Par    WetStar      DepSM      Sal00       Flag
  56.212420    24.0634     4.5707    198.955 3.3092e+02     0.0238      6.448    38.1308 0.0000e+00
  56.209445    24.0602     4.5715    198.989 3.1383e+02     0.0228      6.697    38.1311 0.0000e+00
  56.207360    24.0568     4.5837    199.518 4.0248e+02     0.0276      6.944    38.1323 0.0000e+00
  56.206688    24.0543     4.5844    199.549 4.2682e+02     0.0236      7.192    38.1339 0.0000e+00
  56.205286    24.0531     4.5755    199.162 3.4053e+02     0.0124      7.441    38.1338 0.0000e+00
  56.202981    24.0516     4.5618    198.569 4.2455e+02     0.0296      7.688    38.1332 0.0000e+00
  56.200765    24.0495     4.5560    198.314 3.5124e+02     0.0271      7.936    38.1333 0.0000e+00
  56.199134    24.0471     4.5694    198.897 3.0247e+02     0.0346      8.184    38.1340 0.0000e+00
  56.198108    24.0452     4.5881    199.711 3.1498e+02     0.0260      8.432    38.1347 0.0000e+00
  56.196805    24.0441     4.5813    199.412 3.3465e+02     0.0358      8.680    38.1346 0.0000e+00
  56.195082    24.0425     4.5727    199.041 2.7585e+02     0.0349      8.928    38.1345 0.0000e+00
  56.193630    24.0409     4.5901    199.798 3.0034e+02     0.0309      9.176    38.1347 0.0000e+00
  56.192486    24.0393     4.6000    200.228 3.3222e+02     0.0439      9.425    38.1351 0.0000e+00
  56.190656    24.0377     4.5937    199.952 2.6502e+02     0.0379      9.672    38.1350 0.0000e+00
  56.189067    24.0359     4.5910    199.835 3.0799e+02     0.0465      9.920    38.1353 0.0000e+00
  56.188424    24.0344     4.5931    199.928 2.9198e+02     0.0527     10.169    38.1359 0.0000e+00
  56.188353    24.0337     4.5897    199.781 2.6037e+02     0.0464     10.416    38.1364 0.0000e+00
  56.188247    24.0335     4.5913    199.848 2.7845e+02     0.0531     10.664    38.1364 0.0000e+00
  56.188356    24.0332     4.5813    199.413 2.6004e+02     0.0593     10.913    38.1367 0.0000e+00
  56.188444    24.0329     4.5899    199.791 3.4617e+02     0.0628     11.161    38.1369 0.0000e+00
  56.188320    24.0326     4.6018    200.308 2.7232e+02     0.0648     11.408    38.1370 0.0000e+00
  56.188111    24.0323     4.5987    200.170 3.0846e+02     0.0677     11.656    38.1369 0.0000e+00
  56.187386    24.0320     4.5781    199.274 2.6746e+02     0.0903     11.904    38.1366 0.0000e+00
  56.186226    24.0311     4.5701    198.926 2.6816e+02     0.1044     12.153    38.1364 0.0000e+00
  56.184990    24.0299     4.5765    199.205 2.5631e+02     0.0829     12.400    38.1364 0.0000e+00
  56.183926    24.0286     4.5882    199.717 2.5282e+02     0.0936     12.648    38.1366 0.0000e+00
  56.182743    24.0275     4.5982    200.150 2.7355e+02     0.0757     12.896    38.1365 0.0000e+00
  56.181243    24.0263     4.6013    200.285 2.7148e+02     0.1072     13.144    38.1363 0.0000e+00
  56.179534    24.0250     4.5988    200.175 2.1995e+02     0.0819     13.392    38.1360 0.0000e+00
  56.175910    24.0227     4.6034    200.372 2.5227e+02     0.0974     13.640    38.1352 0.0000e+00
  56.172176    24.0186     4.6033    200.368 2.4079e+02     0.0897     13.889    38.1357 0.0000e+00
  56.170538    24.0145     4.5885    199.728 2.2147e+02     0.0964     14.136    38.1379 0.0000e+00
  56.170195    24.0123     4.5729    199.045 2.2914e+02     0.0981     14.384    38.1394 0.0000e+00
  56.169910    24.0118     4.5770    199.225 2.3752e+02     0.1046     14.633    38.1396 0.0000e+00
  56.169830    24.0115     4.5853    199.588 2.1598e+02     0.1092     14.881    38.1397 0.0000e+00
  56.170010    24.0115     4.5898    199.782 2.2467e+02     0.1080     15.129    38.1397 0.0000e+00
  56.170069    24.0115     4.5916    199.862 2.2599e+02     0.1061     15.376    38.1397 0.0000e+00
  56.170279    24.0116     4.5839    199.525 2.2299e+02     0.1310     15.624    38.1397 0.0000e+00
  56.170745    24.0116     4.5800    199.355 2.1167e+02     0.1230     15.873    38.1399 0.0000e+00
  56.171272    24.0120     4.5894    199.764 2.0279e+02     0.1167     16.120    38.1399 0.0000e+00
  56.171653    24.0123     4.5976    200.123 2.3217e+02     0.1162     16.368    38.1399 0.0000e+00
  56.172095    24.0125     4.5962    200.064 2.2432e+02     0.1236     16.616    38.1399 0.0000e+00
  56.172663    24.0128     4.5893    199.759 2.3858e+02     0.1339     16.865    38.1401 0.0000e+00
  56.173171    24.0129     4.5923    199.890 2.0484e+02     0.1180     17.113    38.1403 0.0000e+00
  56.174034    24.0129     4.5911    199.837 1.8830e+02     0.1298     17.361    38.1408 0.0000e+00
  56.175627    24.0130     4.5923    199.893 2.1337e+02     0.1472     17.609    38.1419 0.0000e+00
  56.177913    24.0134     4.5907    199.821 2.0706e+02     0.1293     17.857    38.1431 0.0000e+00
  56.179483    24.0140     4.5869    199.654 2.1295e+02     0.1273     18.105    38.1437 0.0000e+00
  56.180367    24.0145     4.5947    199.998 2.0678e+02     0.1319     18.352    38.1439 0.0000e+00
  56.180905    24.0149     4.5996    200.206 1.7274e+02     0.1540     18.600    38.1440 0.0000e+00
  56.181807    24.0150     4.5978    200.133 1.8488e+02     0.1491     18.848    38.1444 0.0000e+00
  56.182554    24.0153     4.5877    199.690 1.8658e+02     0.1260     19.096    38.1447 0.0000e+00
  56.182766    24.0156     4.5758    199.173 1.9240e+02     0.1661     19.344    38.1445 0.0000e+00
  56.183827    24.0158     4.5869    199.653 1.7922e+02     0.1629     19.592    38.1451 0.0000e+00
  56.185743    24.0163     4.5911    199.840 1.7490e+02     0.1399     19.840    38.1460 0.0000e+00
  56.187519    24.0170     4.5962    200.061 1.7660e+02     0.1494     20.089    38.1467 0.0000e+00
  56.188372    24.0176     4.5835    199.507 1.6122e+02     0.1604     20.336    38.1467 0.0000e+00
  56.188115    24.0177     4.5758    199.171 1.6529e+02     0.1452     20.584    38.1464 0.0000e+00
  56.187098    24.0172     4.5796    199.337 1.7392e+02     0.1496     20.832    38.1459 0.0000e+00
  56.185966    24.0162     4.5759    199.175 1.8247e+02     0.1580     21.081    38.1458 0.0000e+00
  56.184148    24.0148     4.5800    199.354 1.7148e+02     0.1629     21.329    38.1456 0.0000e+00
  56.181811    24.0126     4.5843    199.542 1.5419e+02     0.1363     21.576    38.1455 0.0000e+00
  56.179478    24.0102     4.5915    199.854 1.4717e+02     0.1622     21.824    38.1457 0.0000e+00
  56.175013    24.0080     4.6002    200.237 1.5014e+02     0.1674     22.073    38.1441 0.0000e+00
  56.168762    24.0049     4.5972    200.101 1.5174e+02     0.1595     22.321    38.1419 0.0000e+00
  56.161027    24.0005     4.5921    199.881 1.6166e+02     0.1663     22.568    38.1396 0.0000e+00
  56.149504    23.9944     4.5948    199.996 1.6617e+02     0.1764     22.816    38.1360 0.0000e+00
  56.131694    23.9846     4.6081    200.591 1.5279e+02     0.1648     23.064    38.1306 0.0000e+00
  56.110230    23.9699     4.6199    201.095 1.3231e+02     0.1627     23.312    38.1267 0.0000e+00
  56.071168    23.9516     4.6214    201.162 1.3935e+02     0.1722     23.560    38.1123 0.0000e+00
  55.998347    23.9243     4.6338    201.691 1.5516e+02     0.1699     23.808    38.0798 0.0000e+00
  55.888039    23.8735     4.6480    202.291 1.5693e+02     0.1824     24.056    38.0385 0.0000e+00
  55.777346    23.7969     4.6663    203.086 1.4022e+02     0.1895     24.304    38.0190 0.0000e+00
  55.654336    23.7067     4.6897    204.116 1.2884e+02     0.1738     24.552    38.0016 0.0000e+00
  55.548294    23.5989     4.7196    205.410 1.2790e+02     0.1784     24.800    38.0123 0.0000e+00
  55.494577    23.5117     4.7432    206.434 1.2624e+02     0.2072     25.048    38.0458 0.0000e+00
  55.438663    23.4648     4.7669    207.471 1.3084e+02     0.2336     25.296    38.0429 0.0000e+00
  55.372513    23.4220     4.7799    208.039 1.3322e+02     0.2518     25.544    38.0284 0.0000e+00
  55.310871    23.3728     4.7745    207.783 1.2993e+02     0.2462     25.792    38.0230 0.0000e+00
  55.220580    23.3155     4.7802    208.028 1.2117e+02     0.2571     26.040    38.0023 0.0000e+00
  55.062122    23.2271     4.8092    209.287 1.1674e+02     0.2445     26.288    37.9553 0.0000e+00
  54.847306    23.0791     4.8550    211.259 1.1762e+02     0.2336     26.536    37.9157 0.0000e+00
  54.651006    22.8969     4.8983    213.125 1.1827e+02     0.2374     26.784    37.9200 0.0000e+00
  54.443013    22.7284     4.9278    214.405 1.1359e+02     0.2445     27.032    37.9030 0.0000e+00
  54.243865    22.5604     4.9358    214.741 1.1642e+02     0.2299     27.280    37.8923 0.0000e+00
  54.098890    22.4046     4.9541    215.549 1.1793e+02     0.2152     27.528    37.9135 0.0000e+00
  53.986170    22.2767     4.9666    216.079 1.1526e+02     0.1965     27.776    37.9360 0.0000e+00
  53.878463    22.1616     4.9791    216.613 1.1102e+02     0.1883     28.024    37.9512 0.0000e+00
  53.761995    22.0618     4.9952    217.310 1.0724e+02     0.1865     28.272    37.9460 0.0000e+00
  53.639259    21.9672     5.0080    217.863 1.0713e+02     0.1966     28.520    37.9312 0.0000e+00
  53.549560    21.8769     5.0108    217.976 1.0926e+02     0.1989     28.768    37.9389 0.0000e+00
  53.475657    21.7976     5.0101    217.943 1.0786e+02     0.2053     29.016    37.9495 0.0000e+00
  53.405340    21.7280     5.0185    218.306 1.0606e+02     0.2428     29.264    37.9546 0.0000e+00
  53.339756    21.6581     5.0420    219.330 1.0082e+02     0.2202     29.512    37.9635 0.0000e+00
  53.281000    21.5918     5.0696    220.526 9.9033e+01     0.2071     29.760    37.9749 0.0000e+00
  53.227111    21.5365     5.0764    220.811 9.9742e+01     0.2322     30.008    37.9804 0.0000e+00
  53.172186    21.4904     5.0641    220.271 1.0168e+02     0.2156     30.256    37.9769 0.0000e+00
  53.118446    21.4451     5.0542    219.841 9.7821e+01     0.2012     30.504    37.9736 0.0000e+00
  53.071411    21.3975     5.0472    219.537 9.3996e+01     0.2138     30.752    37.9779 0.0000e+00
  53.039574    21.3517     5.0509    219.699 9.2490e+01     0.2283     31.000    37.9927 0.0000e+00
  53.021869    21.3179     5.0593    220.065 9.1907e+01     0.2152     31.248    38.0083 0.0000e+00
  53.009023    21.2981     5.0595    220.071 9.1515e+01     0.2254     31.496    38.0154 0.0000e+00
  52.990935    21.2832     5.0627    220.210 9.1533e+01     0.2284     31.744    38.0140 0.0000e+00
  52.961690    21.2644     5.0685    220.471 9.0660e+01     0.2168     31.992    38.0069 0.0000e+00
  52.921661    21.2370     5.0719    220.615 8.8681e+01     0.2133     32.240    37.9988 0.0000e+00
  52.869094    21.1997     5.0705    220.541 8.6046e+01     0.2221     32.488    37.9893 0.0000e+00
  52.793254    21.1520     5.0672    220.390 8.4511e+01     0.2055     32.736    37.9702 0.0000e+00
  52.689813    21.0878     5.0740    220.683 8.4162e+01     0.1965     32.983    37.9433 0.0000e+00
  52.588576    21.0060     5.0808    220.973 8.5895e+01     0.2105     33.231    37.9339 0.0000e+00
  52.521843    20.9245     5.0957    221.617 8.7254e+01     0.2105     33.479    37.9521 0.0000e+00
  52.473408    20.8605     5.1061    222.075 8.4872e+01     0.2231     33.727    37.9697 0.0000e+00
  52.428243    20.8117     5.1177    222.583 8.0838e+01     0.2283     33.975    37.9763 0.0000e+00
  52.385690    20.7696     5.1334    223.294 7.8930e+01     0.2552     34.223    37.9792 0.0000e+00
  52.322171    20.7273     5.1202    222.707 7.8703e+01     0.2788     34.471    37.9650 0.0000e+00
  52.200032    20.6661     5.1259    222.965 7.9925e+01     0.2608     34.719    37.9198 0.0000e+00
  51.982736    20.5614     5.1276    222.983 8.0923e+01     0.2460     34.968    37.8352 0.0000e+00
  51.679450    20.3862     5.1287    222.999 7.8804e+01     0.2629     35.216    37.7426 0.0000e+00
  51.300555    20.1383     5.1460    223.732 7.4922e+01     0.2685     35.464    37.6518 0.0000e+00
  50.862133    19.8024     5.1824    225.329 7.2034e+01     0.2874     35.712    37.5894 0.0000e+00
  50.488700    19.4144     5.2408    227.853 7.2897e+01     0.3164     35.960    37.6270 0.0000e+00
  50.189109    19.0816     5.2576    228.519 7.4786e+01     0.3350     36.207    37.6766 0.0000e+00
  49.899974    18.8124     5.2613    228.674 7.4760e+01     0.3738     36.455    37.6769 0.0000e+00
  49.554360    18.5442     5.2771    229.353 7.1982e+01     0.4291     36.703    37.6277 0.0000e+00
  49.220798    18.2295     5.2822    229.554 6.9128e+01     0.4759     36.951    37.6306 0.0000e+00
  49.013422    17.9338     5.3202    231.188 6.7913e+01     0.4829     37.199    37.7246 0.0000e+00
  48.846380    17.7401     5.3889    234.181 6.8404e+01     0.4929     37.447    37.7594 0.0000e+00
  48.716159    17.5784     5.4440    236.566 6.8268e+01     0.4984     37.695    37.7966 0.0000e+00
  48.627845    17.4513     5.4671    237.568 6.7385e+01     0.5172     37.943    37.8381 0.0000e+00
  48.559338    17.3620     5.4452    236.610 6.5929e+01     0.5591     38.191    37.8617 0.0000e+00
  48.489907    17.2901     5.4024    234.751 6.4598e+01     0.5452     38.439    37.8681 0.0000e+00
  48.433248    17.2234     5.3619    232.987 6.3778e+01     0.4969     38.687    37.8809 0.0000e+00
  48.386926    17.1659     5.3333    231.736 6.3727e+01     0.4813     38.935    37.8942 0.0000e+00
  48.344346    17.1163     5.3251    231.381 6.3811e+01     0.4560     39.183    37.9032 0.0000e+00
  48.299635    17.0702     5.3275    231.485 6.3514e+01     0.4910     39.430    37.9072 0.0000e+00
  48.262291    17.0257     5.3305    231.616 6.2504e+01     0.5471     39.679    37.9161 0.0000e+00
  48.233868    16.9886     5.3481    232.382 6.1396e+01     0.6041     39.927    37.9259 0.0000e+00
  48.200036    16.9571     5.3701    233.329 6.0598e+01     0.6313     40.175    37.9256 0.0000e+00
  48.159574    16.9219     5.4114    235.123 6.0429e+01     0.5812     40.423    37.9230 0.0000e+00
  48.106298    16.8814     5.4449    236.575 5.9730e+01     0.6719     40.671    37.9140 0.0000e+00
  48.053957    16.8349     5.4663    237.503 5.8387e+01     0.5875     40.919    37.9115 0.0000e+00
  48.007937    16.7883     5.4743    237.846 5.6932e+01     0.5555     41.167    37.9147 0.0000e+00
  47.966095    16.7440     5.4695    237.637 5.5989e+01     0.5349     41.415    37.9193 0.0000e+00
  47.930861    16.7015     5.4683    237.583 5.5518e+01     0.5293     41.663    37.9283 0.0000e+00
  47.902790    16.6642     5.4741    237.833 5.5474e+01     0.5477     41.911    37.9386 0.0000e+00
  47.882027    16.6361     5.4710    237.695 5.4729e+01     0.4912     42.158    37.9467 0.0000e+00
  47.868887    16.6157     5.4686    237.589 5.3650e+01     0.4840     42.406    37.9543 0.0000e+00
  47.861128    16.6011     5.4678    237.556 5.2540e+01     0.4909     42.654    37.9612 0.0000e+00
  47.855788    16.5902     5.4696    237.638 5.1479e+01     0.5329     42.902    37.9666 0.0000e+00
  47.853152    16.5817     5.4512    236.837 5.0971e+01     0.4983     43.150    37.9723 0.0000e+00
  47.849573    16.5736     5.4150    235.263 5.0631e+01     0.4928     43.399    37.9767 0.0000e+00
  47.838188    16.5642     5.3837    233.903 5.0383e+01     0.4779     43.646    37.9754 0.0000e+00
  47.813312    16.5492     5.3717    233.381 4.9703e+01     0.4962     43.894    37.9674 0.0000e+00
  47.782087    16.5260     5.3768    233.599 4.8507e+01     0.4890     44.142    37.9614 0.0000e+00
  47.747269    16.4968     5.3887    234.111 4.6989e+01     0.5495     44.390    37.9580 0.0000e+00
  47.709912    16.4623     5.3986    234.534 4.5901e+01     0.5412     44.638    37.9574 0.0000e+00
  47.664232    16.4222     5.4069    234.894 4.5655e+01     0.5762     44.886    37.9547 0.0000e+00
  47.623210    16.3789     5.4135    235.180 4.5754e+01     0.5669     45.134    37.9592 0.0000e+00
  47.598869    16.3427     5.4148    235.237 4.5114e+01     0.5773     45.382    37.9719 0.0000e+00
  47.587246    16.3181     5.4073    234.920 4.3918e+01     0.5565     45.630    37.9847 0.0000e+00
  47.581255    16.3028     5.4010    234.641 4.2579e+01     0.5317     45.878    37.9939 0.0000e+00
  47.574517    16.2927     5.3960    234.415 4.1580e+01     0.5171     46.126    37.9974 0.0000e+00
  47.555549    16.2820     5.3975    234.479 4.1090e+01     0.5167     46.374    37.9905 0.0000e+00
  47.511760    16.2594     5.4138    235.185 4.0973e+01     0.5302     46.622    37.9727 0.0000e+00
  47.476960    16.2202     5.4229    235.583 4.0671e+01     0.5167     46.870    37.9788 0.0000e+00
  47.462775    16.1918     5.4243    235.646 3.9651e+01     0.5414     47.118    37.9931 0.0000e+00
  47.452405    16.1737     5.4249    235.676 3.8438e+01     0.5075     47.366    38.0010 0.0000e+00
  47.438000    16.1605     5.4228    235.583 3.7528e+01     0.5032     47.614    38.0006 0.0000e+00
  47.409190    16.1438     5.4129    235.143 3.7016e+01     0.5463     47.862    37.9906 0.0000e+00
  47.352767    16.1146     5.3899    234.135 3.6729e+01     0.5756     48.109    37.9677 0.0000e+00
  47.274370    16.0628     5.3546    232.606 3.6273e+01     0.5405     48.357    37.9466 0.0000e+00
  47.203446    15.9901     5.3191    231.056 3.5421e+01     0.4858     48.605    37.9520 0.0000e+00
  47.143716    15.9195     5.2918    229.864 3.4565e+01     0.4736     48.854    37.9658 0.0000e+00
  47.080202    15.8549     5.2842    229.530 3.3774e+01     0.5491     49.101    37.9702 0.0000e+00
  47.026282    15.7899     5.2957    230.026 3.3215e+01     0.5582     49.349    37.9838 0.0000e+00
  46.999495    15.7358     5.2945    229.975 3.2501e+01     0.5969     49.597    38.0116 0.0000e+00
