       PrdM    C0mS/cm    WetStar     Tv290C Sbeox0ML/L      DepSM  Sigma-é00      Sal00       Flag
      5.141  44.414243     0.4271    13.1982     5.2269      5.100    28.7668    38.1140 0.0000e+00
      5.242  44.414593     0.4239    13.1984     5.2242      5.200    28.7668    38.1141 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      5.300 -9.990e-29 -9.990e-29 -9.990e-29
      5.405  44.415161     0.3956    13.1988     5.2248      5.400    28.7668    38.1142 0.0000e+00
      5.544  44.415530     0.3895    13.1991     5.2261      5.500    28.7667    38.1141 0.0000e+00
      5.645  44.415732     0.4214    13.1993     5.2267      5.600    28.7667    38.1141 0.0000e+00
      5.746  44.415914     0.4210    13.1994     5.2295      5.700    28.7666    38.1141 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      5.800 -9.990e-29 -9.990e-29 -9.990e-29
      5.908  44.416105     0.4376    13.1995     5.2309      5.900    28.7666    38.1141 0.0000e+00
      6.048  44.416011     0.4160    13.1993     5.2293      6.000    28.7667    38.1142 0.0000e+00
      6.149  44.415654     0.4338    13.1990     5.2328      6.100    28.7668    38.1142 0.0000e+00
      6.250  44.415000     0.4121    13.1983     5.2311      6.200    28.7669    38.1142 0.0000e+00
      6.351  44.414060     0.4260    13.1973     5.2352      6.300    28.7671    38.1141 0.0000e+00
      6.451  44.412935     0.4390    13.1963     5.2374      6.400    28.7673    38.1140 0.0000e+00
      6.552  44.411913     0.4509    13.1955     5.2387      6.500    28.7673    38.1139 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      6.600 -9.990e-29 -9.990e-29 -9.990e-29
      6.728  44.410831     0.4531    13.1944     5.2397      6.700    28.7675    38.1138 0.0000e+00
      6.855  44.410804     0.4487    13.1942     5.2377      6.800    28.7676    38.1139 0.0000e+00
      6.955  44.411072     0.4487    13.1944     5.2355      6.900    28.7676    38.1140 0.0000e+00
      7.056  44.411461     0.4473    13.1945     5.2337      7.000    28.7677    38.1141 0.0000e+00
      7.157  44.411855     0.4629    13.1948     5.2321      7.100    28.7677    38.1142 0.0000e+00
      7.258  44.412115     0.4477    13.1950     5.2281      7.200    28.7677    38.1143 0.0000e+00
      7.359  44.412233     0.4292    13.1951     5.2258      7.300    28.7676    38.1142 0.0000e+00
      7.459  44.412421     0.4609    13.1954     5.2284      7.400    28.7675    38.1140 0.0000e+00
      7.560  44.412863     0.4841    13.1958     5.2326      7.500    28.7673    38.1140 0.0000e+00
      7.661  44.413438     0.4212    13.1962     5.2349      7.600    28.7673    38.1141 0.0000e+00
      7.762  44.414010     0.4558    13.1967     5.2349      7.700    28.7672    38.1141 0.0000e+00
      7.863  44.414483     0.4698    13.1971     5.2360      7.800    28.7671    38.1141 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      7.900 -9.990e-29 -9.990e-29 -9.990e-29
      8.023  44.415045     0.4620    13.1976     5.2360      8.000    28.7670    38.1141 0.0000e+00
      8.165  44.415386     0.4342    13.1979     5.2349      8.100    28.7670    38.1140 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      8.200 -9.990e-29 -9.990e-29 -9.990e-29
      8.324  44.415654     0.4310    13.1981     5.2367      8.300    28.7669    38.1140 0.0000e+00
      8.467  44.415827     0.4578    13.1983     5.2349      8.400    28.7668    38.1139 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      8.500 -9.990e-29 -9.990e-29 -9.990e-29
      8.623  44.415979     0.5084    13.1983     5.2383      8.600    28.7668    38.1140 0.0000e+00
      8.770  44.416104     0.5072    13.1984     5.2441      8.700    28.7668    38.1139 0.0000e+00
      8.871  44.416139     0.4856    13.1984     5.2418      8.800    28.7668    38.1139 0.0000e+00
      8.971  44.416078     0.4754    13.1983     5.2451      8.900    28.7668    38.1139 0.0000e+00
      9.072  44.415917     0.5024    13.1982     5.2422      9.000    28.7668    38.1138 0.0000e+00
      9.173  44.415765     0.4890    13.1981     5.2402      9.100    28.7667    38.1138 0.0000e+00
      9.274  44.415914     0.4788    13.1982     5.2386      9.200    28.7666    38.1137 0.0000e+00
      9.375  44.416228     0.4723    13.1984     5.2351      9.300    28.7667    38.1138 0.0000e+00
      9.476  44.416558     0.4785    13.1986     5.2330      9.400    28.7667    38.1139 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      9.500 -9.990e-29 -9.990e-29 -9.990e-29
      9.643  44.416955     0.4996    13.1988     5.2383      9.600    28.7667    38.1140 0.0000e+00
      9.778  44.416898     0.4540    13.1987     5.2367      9.700    28.7668    38.1139 0.0000e+00
      9.879  44.416636     0.4875    13.1985     5.2399      9.800    28.7668    38.1139 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      9.900 -9.990e-29 -9.990e-29 -9.990e-29
     10.043  44.416168     0.4985    13.1981     5.2415     10.000    28.7667    38.1137 0.0000e+00
     10.181  44.415959     0.5116    13.1978     5.2414     10.100    28.7668    38.1137 0.0000e+00
     10.282  44.415994     0.4874    13.1977     5.2395     10.200    28.7669    38.1138 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     10.300 -9.990e-29 -9.990e-29 -9.990e-29
     10.450  44.416174     0.4963    13.1977     5.2365     10.400    28.7670    38.1139 0.0000e+00
     10.584  44.416289     0.5046    13.1976     5.2370     10.500    28.7671    38.1141 0.0000e+00
     10.685  44.416196     0.4902    13.1974     5.2351     10.600    28.7672    38.1141 0.0000e+00
     10.786  44.415943     0.4857    13.1971     5.2281     10.700    28.7673    38.1141 0.0000e+00
     10.887  44.415615     0.4926    13.1968     5.2273     10.800    28.7673    38.1140 0.0000e+00
     10.988  44.415351     0.5150    13.1966     5.2257     10.900    28.7672    38.1140 0.0000e+00
     11.088  44.415190     0.5291    13.1964     5.2287     11.000    28.7673    38.1140 0.0000e+00
     11.189  44.415059     0.5259    13.1963     5.2305     11.100    28.7674    38.1140 0.0000e+00
     11.290  44.414966     0.5123    13.1961     5.2322     11.200    28.7674    38.1139 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     11.300 -9.990e-29 -9.990e-29 -9.990e-29
     11.443  44.415001     0.4730    13.1961     5.2299     11.400    28.7674    38.1140 0.0000e+00
     11.592  44.415298     0.4923    13.1962     5.2362     11.500    28.7674    38.1140 0.0000e+00
     11.693  44.415519     0.5233    13.1963     5.2339     11.600    28.7675    38.1141 0.0000e+00
     11.794  44.415670     0.5196    13.1965     5.2352     11.700    28.7674    38.1141 0.0000e+00
     11.895  44.415918     0.5112    13.1968     5.2334     11.800    28.7673    38.1140 0.0000e+00
     11.996  44.416423     0.5182    13.1973     5.2334     11.900    28.7671    38.1138 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     12.000 -9.990e-29 -9.990e-29 -9.990e-29
     12.167  44.417915     0.5062    13.1985     5.2353     12.100    28.7669    38.1140 0.0000e+00
     12.298  44.419364     0.4852    13.1996     5.2367     12.200    28.7669    38.1143 0.0000e+00
     12.399  44.420342     0.5220    13.2003     5.2373     12.300    28.7669    38.1145 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     12.400 -9.990e-29 -9.990e-29 -9.990e-29
     12.550  44.421535     0.4896    13.2012     5.2315     12.500    28.7668    38.1146 0.0000e+00
     12.701  44.422499     0.5832    13.2020     5.2335     12.600    28.7667    38.1147 0.0000e+00
     12.802  44.423213     0.5366    13.2026     5.2352     12.700    28.7666    38.1147 0.0000e+00
     12.903  44.424005     0.5288    13.2032     5.2359     12.800    28.7666    38.1148 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     12.900 -9.990e-29 -9.990e-29 -9.990e-29
     13.076  44.425298     0.5117    13.2042     5.2351     13.000    28.7665    38.1150 0.0000e+00
     13.205  44.425850     0.5324    13.2046     5.2339     13.100    28.7664    38.1150 0.0000e+00
     13.306  44.425743     0.5469    13.2046     5.2360     13.200    28.7664    38.1149 0.0000e+00
     13.407  44.425214     0.5412    13.2044     5.2362     13.300    28.7662    38.1146 0.0000e+00
     13.507  44.424650     0.5441    13.2041     5.2395     13.400    28.7660    38.1143 0.0000e+00
     13.608  44.424341     0.5096    13.2039     5.2376     13.500    28.7660    38.1142 0.0000e+00
     13.709  44.424258     0.4877    13.2036     5.2427     13.600    28.7661    38.1142 0.0000e+00
     13.810  44.424303     0.5268    13.2037     5.2363     13.700    28.7660    38.1142 0.0000e+00
     13.911  44.424379     0.5254    13.2037     5.2391     13.800    28.7660    38.1142 0.0000e+00
     14.012  44.424501     0.5173    13.2037     5.2392     13.900    28.7661    38.1143 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     14.000 -9.990e-29 -9.990e-29 -9.990e-29
     14.166  44.424775     0.5062    13.2039     5.2338     14.100    28.7661    38.1143 0.0000e+00
     14.314  44.425087     0.5062    13.2040     5.2344     14.200    28.7661    38.1144 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     14.300 -9.990e-29 -9.990e-29 -9.990e-29
     14.467  44.425403     0.5128    13.2042     5.2339     14.400    28.7661    38.1144 0.0000e+00
     14.617  44.425700     0.4989    13.2044     5.2335     14.500    28.7661    38.1145 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     14.600 -9.990e-29 -9.990e-29 -9.990e-29
     14.773  44.425941     0.5062    13.2045     5.2311     14.700    28.7661    38.1145 0.0000e+00
     14.919  44.426011     0.4871    13.2046     5.2348     14.800    28.7660    38.1144 0.0000e+00
     15.020  44.425969     0.5451    13.2045     5.2358     14.900    28.7661    38.1144 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     15.000 -9.990e-29 -9.990e-29 -9.990e-29
     15.172  44.425876     0.5206    13.2043     5.2371     15.100    28.7662    38.1145 0.0000e+00
     15.322  44.425636     0.5498    13.2040     5.2442     15.200    28.7662    38.1144 0.0000e+00
     15.423  44.425167     0.4996    13.2037     5.2383     15.300    28.7661    38.1142 0.0000e+00
     15.524  44.424768     0.4971    13.2035     5.2389     15.400    28.7660    38.1141 0.0000e+00
     15.625  44.424504     0.5128    13.2032     5.2383     15.500    28.7660    38.1140 0.0000e+00
     15.725  44.424384     0.5257    13.2031     5.2372     15.600    28.7660    38.1140 0.0000e+00
     15.826  44.424343     0.5095    13.2030     5.2347     15.700    28.7661    38.1140 0.0000e+00
     15.927  44.424418     0.5070    13.2031     5.2333     15.800    28.7660    38.1139 0.0000e+00
     16.028  44.424564     0.5032    13.2032     5.2349     15.900    28.7660    38.1140 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     16.000 -9.990e-29 -9.990e-29 -9.990e-29
     16.200  44.424819     0.5140    13.2032     5.2297     16.100    28.7661    38.1141 0.0000e+00
     16.330  44.424982     0.5051    13.2033     5.2369     16.200    28.7661    38.1141 0.0000e+00
     16.431  44.425104     0.4950    13.2034     5.2371     16.300    28.7661    38.1141 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     16.400 -9.990e-29 -9.990e-29 -9.990e-29
     16.597  44.425278     0.5095    13.2034     5.2369     16.500    28.7661    38.1141 0.0000e+00
     16.733  44.425407     0.4940    13.2034     5.2384     16.600    28.7662    38.1142 0.0000e+00
     16.834  44.425516     0.5360    13.2035     5.2386     16.700    28.7662    38.1142 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     16.800 -9.990e-29 -9.990e-29 -9.990e-29
     17.014  44.425649     0.5040    13.2035     5.2390     16.900    28.7662    38.1142 0.0000e+00
     17.137  44.425617     0.5354    13.2034     5.2369     17.000    28.7662    38.1142 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     17.100 -9.990e-29 -9.990e-29 -9.990e-29
     17.299  44.425432     0.5162    13.2033     5.2399     17.200    28.7661    38.1141 0.0000e+00
     17.439  44.425165     0.5558    13.2030     5.2355     17.300    28.7662    38.1141 0.0000e+00
     17.540  44.424979     0.5113    13.2028     5.2370     17.400    28.7662    38.1140 0.0000e+00
     17.641  44.424820     0.5092    13.2027     5.2384     17.500    28.7661    38.1139 0.0000e+00
     17.742  44.424707     0.5098    13.2026     5.2394     17.600    28.7662    38.1139 0.0000e+00
     17.843  44.424620     0.5271    13.2024     5.2394     17.700    28.7662    38.1139 0.0000e+00
     17.943  44.424481     0.5158    13.2023     5.2379     17.800    28.7662    38.1139 0.0000e+00
     18.044  44.424312     0.4897    13.2021     5.2400     17.900    28.7662    38.1138 0.0000e+00
     18.145  44.424247     0.4837    13.2020     5.2403     18.000    28.7662    38.1138 0.0000e+00
     18.246  44.424285     0.4712    13.2019     5.2395     18.100    28.7663    38.1139 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     18.200 -9.990e-29 -9.990e-29 -9.990e-29
     18.417  44.424349     0.4774    13.2019     5.2357     18.300    28.7663    38.1139 0.0000e+00
     18.548  44.424356     0.5025    13.2019     5.2300     18.400    28.7663    38.1139 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     18.500 -9.990e-29 -9.990e-29 -9.990e-29
     18.704  44.424536     0.4808    13.2020     5.2266     18.600    28.7663    38.1139 0.0000e+00
     18.850  44.424904     0.5119    13.2022     5.2240     18.700    28.7663    38.1140 0.0000e+00
     18.951  44.425194     0.5084    13.2023     5.2254     18.800    28.7664    38.1141 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     18.900 -9.990e-29 -9.990e-29 -9.990e-29
     19.139  44.425727     0.4863    13.2026     5.2294     19.000    28.7664    38.1142 0.0000e+00
     19.254  44.426009     0.5091    13.2028     5.2354     19.100    28.7664    38.1143 0.0000e+00
     19.355  44.426183     0.5427    13.2029     5.2350     19.200    28.7663    38.1142 0.0000e+00
     19.456  44.426287     0.5258    13.2030     5.2383     19.300    28.7664    38.1142 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     19.400 -9.990e-29 -9.990e-29 -9.990e-29
     19.609  44.426376     0.4774    13.2031     5.2423     19.500    28.7663    38.1141 0.0000e+00
     19.757  44.426442     0.4848    13.2031     5.2411     19.600    28.7663    38.1141 0.0000e+00
     19.858  44.426475     0.4948    13.2031     5.2406     19.700    28.7663    38.1141 0.0000e+00
     19.959  44.426502     0.4788    13.2032     5.2398     19.800    28.7661    38.1140 0.0000e+00
     20.060  44.426548     0.5274    13.2032     5.2399     19.900    28.7662    38.1140 0.0000e+00
     20.161  44.426635     0.5141    13.2033     5.2399     20.000    28.7661    38.1139 0.0000e+00
     20.262  44.426748     0.4985    13.2033     5.2390     20.100    28.7662    38.1140 0.0000e+00
     20.363  44.426866     0.4940    13.2034     5.2390     20.200    28.7661    38.1140 0.0000e+00
     20.464  44.426970     0.5177    13.2034     5.2382     20.300    28.7662    38.1140 0.0000e+00
     20.565  44.427066     0.5211    13.2035     5.2374     20.400    28.7661    38.1140 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     20.500 -9.990e-29 -9.990e-29 -9.990e-29
     20.718  44.427179     0.4896    13.2035     5.2380     20.600    28.7661    38.1140 0.0000e+00
     20.866  44.427261     0.4926    13.2035     5.2316     20.700    28.7661    38.1140 0.0000e+00
     20.967  44.427323     0.4644    13.2035     5.2293     20.800    28.7661    38.1140 0.0000e+00
     21.068  44.427403     0.4852    13.2036     5.2339     20.900    28.7661    38.1139 0.0000e+00
     21.169  44.427497     0.4841    13.2036     5.2300     21.000    28.7661    38.1140 0.0000e+00
     21.270  44.427616     0.5073    13.2037     5.2308     21.100    28.7661    38.1140 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     21.200 -9.990e-29 -9.990e-29 -9.990e-29
     21.456  44.427886     0.4852    13.2038     5.2330     21.300    28.7661    38.1140 0.0000e+00
     21.572  44.428063     0.5043    13.2038     5.2325     21.400    28.7662    38.1142 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     21.500 -9.990e-29 -9.990e-29 -9.990e-29
     21.738  44.428246     0.5228    13.2039     5.2318     21.600    28.7662    38.1141 0.0000e+00
     21.875  44.428293     0.4938    13.2039     5.2324     21.700    28.7662    38.1141 0.0000e+00
     21.976  44.428263     0.4958    13.2038     5.2310     21.800    28.7662    38.1141 0.0000e+00
     22.077  44.428190     0.4864    13.2037     5.2301     21.900    28.7662    38.1141 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     22.000 -9.990e-29 -9.990e-29 -9.990e-29
     22.242  44.428012     0.4752    13.2036     5.2281     22.100    28.7661    38.1140 0.0000e+00
     22.379  44.427924     0.4984    13.2035     5.2201     22.200    28.7661    38.1140 0.0000e+00
     22.479  44.428004     0.5688    13.2035     5.2235     22.300    28.7661    38.1140 0.0000e+00
     22.580  44.428218     0.4871    13.2036     5.2198     22.400    28.7662    38.1140 0.0000e+00
     22.681  44.428598     0.4827    13.2039     5.2222     22.500    28.7662    38.1141 0.0000e+00
     22.782  44.429063     0.4835    13.2042     5.2242     22.600    28.7662    38.1142 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     22.700 -9.990e-29 -9.990e-29 -9.990e-29
     22.942  44.429783     0.4830    13.2047     5.2287     22.800    28.7661    38.1143 0.0000e+00
     23.084  44.430339     0.5027    13.2051     5.2295     22.900    28.7661    38.1143 0.0000e+00
     23.185  44.430697     0.5076    13.2055     5.2370     23.000    28.7660    38.1143 0.0000e+00
     23.286  44.431053     0.5077    13.2058     5.2379     23.100    28.7659    38.1142 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     23.200 -9.990e-29 -9.990e-29 -9.990e-29
     23.455  44.431732     0.5128    13.2063     5.2399     23.300    28.7658    38.1143 0.0000e+00
     23.588  44.432455     0.4893    13.2068     5.2380     23.400    28.7658    38.1144 0.0000e+00
     23.689  44.433043     0.5053    13.2072     5.2343     23.500    28.7659    38.1146 0.0000e+00
     23.790  44.433551     0.5196    13.2075     5.2317     23.600    28.7659    38.1147 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     23.700 -9.990e-29 -9.990e-29 -9.990e-29
     23.948  44.434157     0.5228    13.2079     5.2319     23.800    28.7659    38.1148 0.0000e+00
     24.092  44.434506     0.5698    13.2081     5.2299     23.900    28.7659    38.1148 0.0000e+00
     24.193  44.434677     0.4968    13.2083     5.2272     24.000    28.7658    38.1148 0.0000e+00
     24.294  44.434812     0.4893    13.2084     5.2291     24.100    28.7658    38.1148 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     24.200 -9.990e-29 -9.990e-29 -9.990e-29
     24.450  44.434961     0.4852    13.2084     5.2332     24.300    28.7659    38.1148 0.0000e+00
     24.597  44.435004     0.5084    13.2084     5.2323     24.400    28.7658    38.1148 0.0000e+00
     24.698  44.434943     0.4817    13.2082     5.2346     24.500    28.7659    38.1149 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     24.600 -9.990e-29 -9.990e-29 -9.990e-29
     24.852  44.434814     0.4951    13.2081     5.2360     24.700    28.7659    38.1148 0.0000e+00
     25.000  44.434699     0.4634    13.2080     5.2401     24.800    28.7659    38.1147 0.0000e+00
     25.101  44.434664     0.4653    13.2079     5.2400     24.900    28.7659    38.1147 0.0000e+00
     25.202  44.434658     0.4868    13.2079     5.2385     25.000    28.7659    38.1147 0.0000e+00
     25.302  44.434631     0.4868    13.2078     5.2392     25.100    28.7659    38.1147 0.0000e+00
     25.403  44.434530     0.4636    13.2076     5.2402     25.200    28.7660    38.1148 0.0000e+00
     25.504  44.434352     0.4832    13.2075     5.2379     25.300    28.7659    38.1147 0.0000e+00
     25.605  44.434211     0.4879    13.2074     5.2349     25.400    28.7659    38.1146 0.0000e+00
     25.705  44.434275     0.4674    13.2074     5.2307     25.500    28.7659    38.1146 0.0000e+00
     25.806  44.434521     0.4835    13.2075     5.2293     25.600    28.7660    38.1147 0.0000e+00
     25.907  44.434851     0.4683    13.2077     5.2291     25.700    28.7659    38.1147 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     25.800 -9.990e-29 -9.990e-29 -9.990e-29
     26.072  44.435439     0.4730    13.2081     5.2299     25.900    28.7660    38.1148 0.0000e+00
     26.210  44.435895     0.4635    13.2084     5.2320     26.000    28.7660    38.1150 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     26.100 -9.990e-29 -9.990e-29 -9.990e-29
     26.401  44.436414     0.4940    13.2087     5.2339     26.200    28.7660    38.1150 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     26.300 -9.990e-29 -9.990e-29 -9.990e-29
     26.570  44.436762     0.4609    13.2089     5.2344     26.400    28.7660    38.1151 0.0000e+00
     26.714  44.437035     0.4937    13.2091     5.2316     26.500    28.7660    38.1151 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     26.600 -9.990e-29 -9.990e-29 -9.990e-29
     26.873  44.437311     0.5350    13.2093     5.2317     26.700    28.7659    38.1151 0.0000e+00
     27.016  44.437454     0.4856    13.2093     5.2279     26.800    28.7660    38.1151 0.0000e+00
     27.117  44.437433     0.4743    13.2093     5.2298     26.900    28.7659    38.1151 0.0000e+00
     27.217  44.437272     0.4743    13.2092     5.2225     27.000    28.7659    38.1150 0.0000e+00
     27.319  44.437179     0.5179    13.2092     5.2231     27.100    28.7658    38.1148 0.0000e+00
     27.420  44.437265     0.4955    13.2092     5.2270     27.200    28.7658    38.1149 0.0000e+00
     27.520  44.437525     0.4744    13.2094     5.2285     27.300    28.7658    38.1149 0.0000e+00
     27.621  44.437773     0.4921    13.2095     5.2317     27.400    28.7659    38.1150 0.0000e+00
     27.722  44.437960     0.4699    13.2096     5.2326     27.500    28.7659    38.1151 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     27.600 -9.990e-29 -9.990e-29 -9.990e-29
     27.903  44.438157     0.4675    13.2096     5.2337     27.700    28.7659    38.1151 0.0000e+00
     28.024  44.438204     0.4774    13.2097     5.2333     27.800    28.7658    38.1150 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     27.900 -9.990e-29 -9.990e-29 -9.990e-29
     28.176  44.438250     0.4896    13.2097     5.2274     28.000    28.7658    38.1150 0.0000e+00
     28.327  44.438316     0.4725    13.2097     5.2245     28.100    28.7658    38.1150 0.0000e+00
