       PrdM    C0mS/cm    WetStar     Tv290C Sbeox0ML/L      DepSM  Sigma-é00      Sal00       Flag
     31.754  44.514216     0.2640    13.2938     5.1413     31.500    28.7381    38.1018 0.0000e+00
     32.259  44.514633     0.2685    13.2940     5.1350     32.000    28.7381    38.1018 0.0000e+00
     32.762  44.515031     0.2541    13.2941     5.1390     32.500    28.7381    38.1018 0.0000e+00
     33.267  44.515283     0.2559    13.2942     5.1374     33.000    28.7380    38.1018 0.0000e+00
     33.770  44.515209     0.2559    13.2941     5.1269     33.500    28.7380    38.1016 0.0000e+00
     34.275  44.515536     0.2475    13.2941     5.1339     34.000    28.7380    38.1017 0.0000e+00
     34.779  44.515929     0.2831    13.2941     5.1351     34.500    28.7381    38.1018 0.0000e+00
     35.283  44.516083     0.3382    13.2941     5.1375     35.000    28.7381    38.1017 0.0000e+00
     35.787  44.516178     0.2598    13.2940     5.1388     35.500    28.7381    38.1016 0.0000e+00
     36.291  44.515649     0.2573    13.2932     5.1398     36.000    28.7383    38.1018 0.0000e+00
     36.795  44.513545     0.2409    13.2907     5.1491     36.500    28.7391    38.1020 0.0000e+00
     37.299  44.511517     0.2718    13.2880     5.1536     37.000    28.7401    38.1026 0.0000e+00
     37.803  44.511754     0.2423    13.2877     5.1462     37.500    28.7404    38.1029 0.0000e+00
     38.308  44.513377     0.2471    13.2890     5.1416     38.000    28.7401    38.1028 0.0000e+00
     38.811  44.513582     0.2514    13.2891     5.1420     38.500    28.7400    38.1027 0.0000e+00
     39.316  44.513254     0.2551    13.2885     5.1399     39.000    28.7402    38.1028 0.0000e+00
     39.820  44.512324     0.2438    13.2872     5.1387     39.500    28.7406    38.1030 0.0000e+00
     40.324  44.512173     0.2513    13.2867     5.1410     40.000    28.7408    38.1031 0.0000e+00
     40.828  44.512335     0.2478    13.2867     5.1498     40.500    28.7408    38.1031 0.0000e+00
     41.332  44.512806     0.2495    13.2869     5.1489     41.000    28.7408    38.1030 0.0000e+00
     41.836  44.513416     0.2903    13.2873     5.1404     41.500    28.7407    38.1030 0.0000e+00
     42.340  44.514033     0.2759    13.2878     5.1364     42.000    28.7405    38.1029 0.0000e+00
     42.845  44.514389     0.2608    13.2878     5.1389     42.500    28.7406    38.1030 0.0000e+00
     43.348  44.514546     0.2674    13.2876     5.1382     43.000    28.7407    38.1031 0.0000e+00
     43.853  44.514849     0.2505    13.2874     5.1509     43.500    28.7410    38.1033 0.0000e+00
     44.357  44.514383     0.2664    13.2865     5.1473     44.000    28.7413    38.1035 0.0000e+00
     44.860  44.514621     0.2637    13.2864     5.1408     44.500    28.7415    38.1036 0.0000e+00
     45.365  44.514729     0.2523    13.2864     5.1486     45.000    28.7414    38.1036 0.0000e+00
     45.869  44.515046     0.2586    13.2864     5.1510     45.500    28.7414    38.1036 0.0000e+00
     46.373  44.515373     0.2681    13.2864     5.1498     46.000    28.7415    38.1036 0.0000e+00
     46.877  44.514710     0.2669    13.2856     5.1460     46.500    28.7417    38.1037 0.0000e+00
     47.382  44.513113     0.2659    13.2838     5.1486     47.000    28.7421    38.1037 0.0000e+00
     47.886  44.512728     0.2524    13.2830     5.1539     47.500    28.7424    38.1038 0.0000e+00
     48.390  44.513586     0.2682    13.2835     5.1474     48.000    28.7425    38.1040 0.0000e+00
     48.893  44.514219     0.2729    13.2838     5.1376     48.500    28.7424    38.1040 0.0000e+00
     49.398  44.513961     0.2605    13.2834     5.1457     49.000    28.7425    38.1040 0.0000e+00
     49.902  44.512610     0.2661    13.2819     5.1535     49.500    28.7428    38.1040 0.0000e+00
     50.406  44.510337     0.2541    13.2796     5.1445     50.000    28.7432    38.1039 0.0000e+00
     50.910  44.508190     0.2487    13.2770     5.1412     50.500    28.7440    38.1041 0.0000e+00
     51.414  44.504778     0.2687    13.2732     5.1459     51.000    28.7451    38.1045 0.0000e+00
     51.919  44.499204     0.2710    13.2676     5.1417     51.500    28.7462    38.1045 0.0000e+00
     52.422  44.494396     0.2736    13.2629     5.1409     52.000    28.7472    38.1044 0.0000e+00
     52.927  44.492443     0.2538    13.2605     5.1460     52.500    28.7479    38.1047 0.0000e+00
     53.431  44.492375     0.2732    13.2600     5.1562     53.000    28.7482    38.1049 0.0000e+00
     53.935  44.487915     0.2926    13.2550     5.1569     53.500    28.7496    38.1053 0.0000e+00
     54.439  44.467604     0.2990    13.2357     5.1494     54.000    28.7535    38.1050 0.0000e+00
     54.943  44.436240     0.2609    13.2061     5.1400     54.500    28.7592    38.1044 0.0000e+00
     55.447  44.424484     0.2810    13.1928     5.1474     55.000    28.7634    38.1062 0.0000e+00
     55.952  44.423169     0.2670    13.1902 -9.990e-29     55.500    28.7648    38.1073 0.0000e+00
