       PrdM    C0mS/cm    WetStar     Tv290C Sbeox0ML/L      DepSM  Sigma-é00      Sal00       Flag
     10.181  44.356870     0.3544    13.1690     5.3338     10.100    28.7512    38.0858 0.0000e+00
     10.282  44.356757     0.3554    13.1688     5.3347     10.200    28.7512    38.0858 0.0000e+00
     10.383  44.356710     0.3555    13.1687     5.3340     10.300    28.7512    38.0858 0.0000e+00
     10.484  44.356624     0.3625    13.1686     5.3321     10.400    28.7512    38.0858 0.0000e+00
     10.584  44.356393     0.3806    13.1684     5.3335     10.500    28.7513    38.0858 0.0000e+00
     10.685  44.355918     0.3940    13.1680     5.3286     10.600    28.7513    38.0857 0.0000e+00
     10.786  44.355215     0.3976    13.1675     5.3254     10.700    28.7512    38.0855 0.0000e+00
     10.887  44.354459     0.4239    13.1670     5.3191     10.800    28.7511    38.0852 0.0000e+00
     10.988  44.353767     0.4051    13.1664     5.3186     10.900    28.7511    38.0850 0.0000e+00
     11.089  44.353159     0.4139    13.1659     5.3179     11.000    28.7511    38.0849 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     11.100 -9.990e-29 -9.990e-29 -9.990e-29
     11.270  44.352158     0.4398    13.1650     5.3201     11.200    28.7512    38.0848 0.0000e+00
     11.391  44.351512     0.4628    13.1645     5.3220     11.300    28.7512    38.0846 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     11.400 -9.990e-29 -9.990e-29 -9.990e-29
     11.549  44.350753     0.4918    13.1639     5.3268     11.500    28.7512    38.0844 0.0000e+00
     11.693  44.350292     0.4673    13.1636     5.3311     11.600    28.7511    38.0843 0.0000e+00
     11.794  44.350147     0.4633    13.1633     5.3392     11.700    28.7512    38.0843 0.0000e+00
     11.895  44.350066     0.4787    13.1631     5.3408     11.800    28.7513    38.0844 0.0000e+00
     11.995  44.350042     0.4831    13.1630     5.3400     11.900    28.7514    38.0844 0.0000e+00
     12.096  44.350088     0.5041    13.1630     5.3373     12.000    28.7514    38.0844 0.0000e+00
     12.197  44.350262     0.4901    13.1632     5.3360     12.100    28.7513    38.0844 0.0000e+00
     12.298  44.350536     0.4931    13.1633     5.3332     12.200    28.7514    38.0845 0.0000e+00
     12.399  44.350826     0.5010    13.1634     5.3327     12.300    28.7515    38.0846 0.0000e+00
     12.500  44.351034     0.5040    13.1635     5.3312     12.400    28.7515    38.0847 0.0000e+00
     12.601  44.351130     0.5202    13.1636     5.3322     12.500    28.7514    38.0846 0.0000e+00
     12.701  44.351192     0.5354    13.1636     5.3344     12.600    28.7514    38.0846 0.0000e+00
     12.802  44.351278     0.5508    13.1636     5.3329     12.700    28.7515    38.0847 0.0000e+00
     12.903  44.351397     0.5470    13.1637     5.3334     12.800    28.7514    38.0846 0.0000e+00
     13.004  44.351568     0.5640    13.1639     5.3331     12.900    28.7513    38.0846 0.0000e+00
     13.105  44.351837     0.5619    13.1640     5.3314     13.000    28.7514    38.0847 0.0000e+00
     13.205  44.352167     0.5632    13.1642     5.3324     13.100    28.7514    38.0848 0.0000e+00
     13.306  44.352424     0.5671    13.1643     5.3299     13.200    28.7515    38.0849 0.0000e+00
     13.407  44.352564     0.5662    13.1643     5.3304     13.300    28.7516    38.0849 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     13.400 -9.990e-29 -9.990e-29 -9.990e-29
     13.587  44.352538     0.5726    13.1642     5.3240     13.500    28.7515    38.0849 0.0000e+00
     13.709  44.352371     0.5877    13.1641     5.3234     13.600    28.7515    38.0848 0.0000e+00
     13.810  44.352283     0.6026    13.1640     5.3222     13.700    28.7514    38.0847 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     13.800 -9.990e-29 -9.990e-29 -9.990e-29
     13.979  44.352277     0.6124    13.1639     5.3205     13.900    28.7515    38.0848 0.0000e+00
     14.112  44.352410     0.6051    13.1639     5.3266     14.000    28.7516    38.0848 0.0000e+00
     14.213  44.352601     0.6325    13.1640     5.3296     14.100    28.7516    38.0849 0.0000e+00
     14.314  44.352895     0.6187    13.1642     5.3355     14.200    28.7516    38.0849 0.0000e+00
     14.415  44.353247     0.6376    13.1644     5.3365     14.300    28.7516    38.0850 0.0000e+00
     14.516  44.353640     0.6382    13.1647     5.3380     14.400    28.7516    38.0851 0.0000e+00
     14.617  44.354082     0.6351    13.1649     5.3362     14.500    28.7517    38.0853 0.0000e+00
     14.717  44.354522     0.6415    13.1651     5.3366     14.600    28.7517    38.0854 0.0000e+00
     14.818  44.354906     0.6647    13.1654     5.3393     14.700    28.7518    38.0855 0.0000e+00
     14.919  44.355220     0.6719    13.1656     5.3366     14.800    28.7518    38.0855 0.0000e+00
     15.020  44.355483     0.6685    13.1657     5.3326     14.900    28.7518    38.0856 0.0000e+00
     15.121  44.355767     0.7037    13.1659     5.3304     15.000    28.7518    38.0856 0.0000e+00
     15.221  44.356094     0.6879    13.1661     5.3257     15.100    28.7518    38.0857 0.0000e+00
     15.322  44.356416     0.6825    13.1663     5.3261     15.200    28.7518    38.0858 0.0000e+00
     15.423  44.356673     0.6873    13.1664     5.3218     15.300    28.7519    38.0859 0.0000e+00
     15.524  44.356858     0.6957    13.1665     5.3185     15.400    28.7519    38.0859 0.0000e+00
     15.625  44.356978     0.6974    13.1666     5.3199     15.500    28.7518    38.0859 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     15.600 -9.990e-29 -9.990e-29 -9.990e-29
     15.785  44.357040     0.7839    13.1666     5.3211     15.700    28.7518    38.0858 0.0000e+00
     15.927  44.356983     0.7342    13.1665     5.3266     15.800    28.7518    38.0858 0.0000e+00
     16.028  44.356958     0.7658    13.1665     5.3298     15.900    28.7518    38.0857 0.0000e+00
     16.129  44.356957     0.8253    13.1665     5.3371     16.000    28.7517    38.0857 0.0000e+00
     16.229  44.356952     0.8053    13.1664     5.3395     16.100    28.7518    38.0857 0.0000e+00
     16.330  44.356956     0.7856    13.1664     5.3436     16.200    28.7518    38.0857 0.0000e+00
     16.431  44.356963     0.8110    13.1664     5.3456     16.300    28.7517    38.0856 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     16.400 -9.990e-29 -9.990e-29 -9.990e-29
     16.601  44.357004     0.8127    13.1664     5.3460     16.500    28.7517    38.0856 0.0000e+00
     16.733  44.357118     0.8185    13.1664     5.3470     16.600    28.7518    38.0857 0.0000e+00
     16.834  44.357263     0.8363    13.1665     5.3478     16.700    28.7518    38.0857 0.0000e+00
     16.935  44.357384     0.8633    13.1665     5.3456     16.800    28.7518    38.0857 0.0000e+00
     17.036  44.357464     0.8962    13.1665     5.3440     16.900    28.7518    38.0858 0.0000e+00
     17.137  44.357495     0.8931    13.1665     5.3452     17.000    28.7518    38.0857 0.0000e+00
     17.238  44.357458     0.8937    13.1664     5.3475     17.100    28.7518    38.0857 0.0000e+00
     17.339  44.357310     0.9113    13.1663     5.3481     17.200    28.7518    38.0857 0.0000e+00
     17.439  44.357004     0.9081    13.1660     5.3476     17.300    28.7518    38.0856 0.0000e+00
     17.540  44.356491     0.9244    13.1656     5.3456     17.400    28.7517    38.0855 0.0000e+00
     17.641  44.355819     0.9425    13.1652     5.3431     17.500    28.7516    38.0852 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     17.600 -9.990e-29 -9.990e-29 -9.990e-29
     17.804  44.354872     0.9443    13.1645     5.3384     17.700    28.7516    38.0849 0.0000e+00
     17.943  44.354624     0.9455    13.1642     5.3351     17.800    28.7517    38.0849 0.0000e+00
     18.044  44.354725     0.9435    13.1641     5.3324     17.900    28.7518    38.0851 0.0000e+00
     18.145  44.354880     0.9432    13.1641     5.3280     18.000    28.7519    38.0852 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     18.100 -9.990e-29 -9.990e-29 -9.990e-29
     18.319  44.355254     0.9443    13.1642     5.3202     18.200    28.7520    38.0853 0.0000e+00
     18.447  44.355600     0.9834    13.1643     5.3243     18.300    28.7521    38.0855 0.0000e+00
     18.548  44.355839     0.9629    13.1645     5.3220     18.400    28.7521    38.0855 0.0000e+00
     18.649  44.356023     0.9690    13.1647     5.3219     18.500    28.7520    38.0855 0.0000e+00
     18.750  44.356191     0.9504    13.1648     5.3235     18.600    28.7520    38.0855 0.0000e+00
     18.851  44.356391     0.9575    13.1649     5.3250     18.700    28.7519    38.0854 0.0000e+00
     18.951  44.356653     0.9539    13.1651     5.3282     18.800    28.7520    38.0855 0.0000e+00
     19.052  44.356956     0.9585    13.1652     5.3343     18.900    28.7520    38.0856 0.0000e+00
     19.153  44.357194     0.9306    13.1654     5.3376     19.000    28.7521    38.0857 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     19.100 -9.990e-29 -9.990e-29 -9.990e-29
     19.315  44.357372     0.9432    13.1654     5.3386     19.200    28.7521    38.0857 0.0000e+00
     19.455  44.357502     0.9680    13.1655     5.3435     19.300    28.7520    38.0857 0.0000e+00
     19.556  44.357748     0.9761    13.1657     5.3415     19.400    28.7520    38.0857 0.0000e+00
     19.657  44.358037     0.9914    13.1658     5.3429     19.500    28.7521    38.0858 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     19.600 -9.990e-29 -9.990e-29 -9.990e-29
     19.844  44.358575     0.9731    13.1661     5.3454     19.700    28.7521    38.0859 0.0000e+00
     19.960  44.358855     0.9629    13.1663     5.3468     19.800    28.7521    38.0860 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     19.900 -9.990e-29 -9.990e-29 -9.990e-29
     20.119  44.359173     1.0162    13.1664     5.3437     20.000    28.7522    38.0861 0.0000e+00
     20.262  44.359311     1.1114    13.1665     5.3461     20.100    28.7522    38.0860 0.0000e+00
     20.363  44.359291     1.0463    13.1664     5.3481     20.200    28.7522    38.0861 0.0000e+00
     20.464  44.359252     1.0319    13.1664     5.3448     20.300    28.7521    38.0860 0.0000e+00
     20.564  44.359214     1.0088    13.1664     5.3447     20.400    28.7521    38.0859 0.0000e+00
     20.665  44.359193     1.0290    13.1663     5.3433     20.500    28.7521    38.0859 0.0000e+00
     20.766  44.359194     1.0519    13.1663     5.3442     20.600    28.7521    38.0859 0.0000e+00
     20.867  44.359215     1.0457    13.1663     5.3439     20.700    28.7521    38.0859 0.0000e+00
     20.968  44.359260     1.0336    13.1663     5.3439     20.800    28.7521    38.0859 0.0000e+00
     21.069  44.359328     1.0606    13.1663     5.3462     20.900    28.7521    38.0859 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     21.000 -9.990e-29 -9.990e-29 -9.990e-29
     21.236  44.359446     1.0151    13.1663     5.3485     21.100    28.7521    38.0859 0.0000e+00
     21.371  44.359494     1.1693    13.1663     5.3549     21.200    28.7521    38.0859 0.0000e+00
     21.472  44.359488     1.0647    13.1663     5.3523     21.300    28.7521    38.0859 0.0000e+00
     21.573  44.359457     1.0525    13.1663     5.3544     21.400    28.7520    38.0858 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     21.500 -9.990e-29 -9.990e-29 -9.990e-29
     21.748  44.359378     1.0881    13.1662     5.3525     21.600    28.7520    38.0857 0.0000e+00
     21.875  44.359338     1.0488    13.1662     5.3506     21.700    28.7519    38.0856 0.0000e+00
     21.976  44.359346     1.0916    13.1662     5.3514     21.800    28.7519    38.0856 0.0000e+00
     22.077  44.359396     1.0841    13.1662     5.3511     21.900    28.7519    38.0856 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     22.000 -9.990e-29 -9.990e-29 -9.990e-29
     22.249  44.359591     1.1069    13.1663     5.3485     22.100    28.7519    38.0856 0.0000e+00
     22.379  44.359841     1.0848    13.1664     5.3505     22.200    28.7520    38.0857 0.0000e+00
     22.480  44.360070     1.0968    13.1665     5.3501     22.300    28.7520    38.0858 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     22.400 -9.990e-29 -9.990e-29 -9.990e-29
     22.640  44.360466     1.1268    13.1666     5.3481     22.500    28.7521    38.0860 0.0000e+00
     22.782  44.360843     1.0814    13.1668     5.3502     22.600    28.7522    38.0860 0.0000e+00
     22.883  44.361062     1.0971    13.1669     5.3468     22.700    28.7522    38.0861 0.0000e+00
     22.984  44.361233     1.1200    13.1670     5.3426     22.800    28.7522    38.0862 0.0000e+00
     23.085  44.361363     1.1097    13.1671     5.3395     22.900    28.7522    38.0862 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     23.000 -9.990e-29 -9.990e-29 -9.990e-29
     23.244  44.361506     1.1368    13.1671     5.3369     23.100    28.7522    38.0862 0.0000e+00
     23.387  44.361615     1.1138    13.1671     5.3298     23.200    28.7523    38.0862 0.0000e+00
     23.488  44.361711     1.0971    13.1672     5.3311     23.300    28.7522    38.0862 0.0000e+00
     23.589  44.361784     1.0766    13.1672     5.3292     23.400    28.7522    38.0862 0.0000e+00
     23.690  44.361822     1.0822    13.1671     5.3318     23.500    28.7523    38.0863 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     23.600 -9.990e-29 -9.990e-29 -9.990e-29
     23.870  44.361840     1.0948    13.1671     5.3410     23.700    28.7523    38.0862 0.0000e+00
     23.992  44.361915     1.0969    13.1671     5.3457     23.800    28.7523    38.0862 0.0000e+00
     24.093  44.362076     1.1213    13.1672     5.3456     23.900    28.7523    38.0863 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     24.000 -9.990e-29 -9.990e-29 -9.990e-29
     24.252  44.362375     1.1357    13.1674     5.3495     24.100    28.7523    38.0863 0.0000e+00
     24.395  44.362591     1.0854    13.1675     5.3433     24.200    28.7523    38.0863 0.0000e+00
     24.496  44.362704     1.1430    13.1676     5.3435     24.300    28.7522    38.0863 0.0000e+00
     24.597  44.362776     1.1162    13.1676     5.3402     24.400    28.7522    38.0863 0.0000e+00
     24.698  44.362819     1.1081    13.1676     5.3379     24.500    28.7522    38.0863 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     24.600 -9.990e-29 -9.990e-29 -9.990e-29
     24.862  44.362846     1.1191    13.1676     5.3336     24.700    28.7522    38.0862 0.0000e+00
     25.000  44.362849     1.1306    13.1676     5.3373     24.800    28.7522    38.0862 0.0000e+00
     25.101  44.362862     1.1200    13.1676     5.3446     24.900    28.7521    38.0861 0.0000e+00
     25.202  44.362848     1.1132    13.1676     5.3431     25.000    28.7521    38.0861 0.0000e+00
     25.302  44.362777     1.1213    13.1675     5.3453     25.100    28.7521    38.0860 0.0000e+00
     25.403  44.362663     1.1143    13.1674     5.3471     25.200    28.7520    38.0860 0.0000e+00
     25.504  44.362516     1.1154    13.1673     5.3491     25.300    28.7521    38.0859 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     25.400 -9.990e-29 -9.990e-29 -9.990e-29
     25.667  44.362188     1.1025    13.1669     5.3476     25.500    28.7521    38.0859 0.0000e+00
     25.806  44.361871     1.0923    13.1664     5.3487     25.600    28.7523    38.0860 0.0000e+00
     25.907  44.361679     1.0843    13.1661     5.3530     25.700    28.7525    38.0861 0.0000e+00
     26.008  44.361462     1.1205    13.1658     5.3510     25.800    28.7526    38.0862 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     25.900 -9.990e-29 -9.990e-29 -9.990e-29
     26.180  44.360975     1.1268    13.1651     5.3535     26.000    28.7528    38.0863 0.0000e+00
     26.310  44.360467     1.0664    13.1644     5.3474     26.100    28.7531    38.0865 0.0000e+00
     26.411  44.360085     1.0910    13.1641     5.3494     26.200    28.7531    38.0864 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     26.300 -9.990e-29 -9.990e-29 -9.990e-29
     26.605  44.359602     1.0848    13.1636     5.3488     26.400    28.7532    38.0863 0.0000e+00
     26.714  44.359658     1.0848    13.1636     5.3470     26.500    28.7532    38.0863 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     26.600 -9.990e-29 -9.990e-29 -9.990e-29
     26.901  44.360006     1.1368    13.1637     5.3460     26.700    28.7533    38.0865 0.0000e+00
     27.016  44.360181     1.1272    13.1637     5.3481     26.800    28.7534    38.0866 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     26.900 -9.990e-29 -9.990e-29 -9.990e-29
     27.186  44.360028     1.1290    13.1634     5.3456     27.000    28.7535    38.0867 0.0000e+00
     27.319  44.359345     1.1392    13.1628     5.3407     27.100    28.7535    38.0866 0.0000e+00
     27.420  44.358543     1.1210    13.1620     5.3387     27.200    28.7537    38.0865 0.0000e+00
     27.520  44.357663     1.1172    13.1612     5.3335     27.300    28.7538    38.0864 0.0000e+00
     27.621  44.356762     1.1534    13.1603     5.3325     27.400    28.7540    38.0865 0.0000e+00
     27.722  44.355901     1.1152    13.1593     5.3306     27.500    28.7543    38.0866 0.0000e+00
     27.823  44.355174     1.0697    13.1584     5.3277     27.600    28.7546    38.0867 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     27.700 -9.990e-29 -9.990e-29 -9.990e-29
     27.975  44.354248     1.1224    13.1572     5.3252     27.800    28.7550    38.0870 0.0000e+00
     28.125  44.353324     1.1476    13.1561     5.3220     27.900    28.7554    38.0871 0.0000e+00
     28.226  44.352710     1.0588    13.1554     5.3223     28.000    28.7556    38.0872 0.0000e+00
     28.327  44.352169     1.0716    13.1547     5.3239     28.100    28.7558    38.0873 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     28.200 -9.990e-29 -9.990e-29 -9.990e-29
     28.515  44.351419     1.0627    13.1538     5.3276     28.300    28.7561    38.0874 0.0000e+00
     28.629  44.351281     1.0579    13.1535     5.3277     28.400    28.7563    38.0876 0.0000e+00
     28.730  44.351342     1.0650    13.1533     5.3287     28.500    28.7564    38.0877 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     28.600 -9.990e-29 -9.990e-29 -9.990e-29
     28.884  44.351713     1.0793    13.1535     5.3291     28.700    28.7565    38.0878 0.0000e+00
     29.033  44.352231     1.0873    13.1538     5.3370     28.800    28.7565    38.0880 0.0000e+00
     29.133  44.352522     1.0730    13.1541     5.3387     28.900    28.7565    38.0880 0.0000e+00
     29.234  44.352812     1.0736    13.1543     5.3382     29.000    28.7564    38.0879 0.0000e+00
     29.335  44.353035     1.0176    13.1544     5.3332     29.100    28.7565    38.0880 0.0000e+00
     29.436  44.352968     1.0431    13.1543     5.3331     29.200    28.7565    38.0880 0.0000e+00
     29.536  44.352674     1.0452    13.1540     5.3280     29.300    28.7565    38.0880 0.0000e+00
     29.637  44.352249     1.0353    13.1534     5.3264     29.400    28.7568    38.0882 0.0000e+00
     29.738  44.351644     1.0543    13.1526     5.3252     29.500    28.7570    38.0883 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     29.600 -9.990e-29 -9.990e-29 -9.990e-29
     29.918  44.350249     1.0428    13.1510     5.3237     29.700    28.7576    38.0885 0.0000e+00
     30.041  44.349074     1.0113    13.1497     5.3222     29.800    28.7580    38.0887 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     29.900 -9.990e-29 -9.990e-29 -9.990e-29
     30.193  44.347407     1.1866    13.1479     5.3219     30.000    28.7584    38.0887 0.0000e+00
     30.343  44.345767     1.0415    13.1462     5.3198     30.100    28.7587    38.0888 0.0000e+00
     30.444  44.345004     1.0709    13.1453     5.3199     30.200    28.7591    38.0889 0.0000e+00
     30.545  44.344468     1.0462    13.1446     5.3209     30.300    28.7594    38.0891 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     30.400 -9.990e-29 -9.990e-29 -9.990e-29
     30.709  44.343940     1.0549    13.1437     5.3147     30.500    28.7598    38.0894 0.0000e+00
     30.847  44.343770     1.0524    13.1432     5.3102     30.600    28.7600    38.0896 0.0000e+00
     30.948  44.343722     1.0279    13.1430     5.3032     30.700    28.7602    38.0898 0.0000e+00
     31.049  44.343685     1.0557    13.1429     5.3023     30.800    28.7603    38.0898 0.0000e+00
     31.150  44.343678     1.0545    13.1428     5.2976     30.900    28.7603    38.0898 0.0000e+00
     31.251  44.343703     1.0592    13.1428     5.2955     31.000    28.7603    38.0898 0.0000e+00
     31.351  44.343770     1.0407    13.1428     5.2962     31.100    28.7604    38.0898 0.0000e+00
     31.452  44.343935     1.0253    13.1429     5.3003     31.200    28.7603    38.0898 0.0000e+00
     31.553  44.344219     1.0354    13.1432     5.3069     31.300    28.7603    38.0898 0.0000e+00
     31.654  44.344550     1.0156    13.1434     5.3186     31.400    28.7602    38.0898 0.0000e+00
     31.754  44.344864     1.1814    13.1437     5.3291     31.500    28.7602    38.0898 0.0000e+00
     31.855  44.345203     1.0462    13.1440     5.3331     31.600    28.7600    38.0897 0.0000e+00
     31.956  44.345516     1.0237    13.1444     5.3335     31.700    28.7599    38.0896 0.0000e+00
     32.057  44.345739     1.0136    13.1446     5.3298     31.800    28.7598    38.0896 0.0000e+00
     32.158  44.345903     0.9951    13.1447     5.3204     31.900    28.7598    38.0896 0.0000e+00
     32.259  44.346012     0.9853    13.1447     5.3208     32.000    28.7599    38.0897 0.0000e+00
     32.360  44.346047     0.9770    13.1446     5.3171     32.100    28.7599    38.0897 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     32.200 -9.990e-29 -9.990e-29 -9.990e-29
     32.534  44.345894     0.9620    13.1444     5.3146     32.300    28.7600    38.0897 0.0000e+00
     32.662  44.345568     1.0173    13.1440     5.3193     32.400    28.7601    38.0897 0.0000e+00
     32.763  44.345285     1.0056    13.1437     5.3191     32.500    28.7602    38.0898 0.0000e+00
     32.864  44.345096     0.9820    13.1435     5.3200     32.600    28.7602    38.0897 0.0000e+00
