       PrdM    C0mS/cm    WetStar     Tv290C Sbeox0ML/L      DepSM  Sigma-é00      Sal00       Flag
     13.105  44.351867     0.5638    13.1640     5.3323     13.000    28.7514    38.0847 0.0000e+00
     13.356  44.352461     0.5663    13.1643     5.3304     13.250    28.7515    38.0849 0.0000e+00
     13.608  44.352465     0.5784    13.1642     5.3248     13.500    28.7515    38.0849 0.0000e+00
     13.860  44.352302     0.6044    13.1640     5.3216     13.750    28.7515    38.0848 0.0000e+00
     14.112  44.352455     0.6175    13.1640     5.3266     14.000    28.7516    38.0848 0.0000e+00
     14.364  44.353076     0.6286    13.1643     5.3358     14.250    28.7516    38.0849 0.0000e+00
     14.617  44.354086     0.6379    13.1649     5.3368     14.500    28.7517    38.0852 0.0000e+00
     14.868  44.355052     0.6687    13.1655     5.3378     14.750    28.7518    38.0855 0.0000e+00
     15.121  44.355782     0.6863    13.1659     5.3296     15.000    28.7518    38.0856 0.0000e+00
     15.372  44.356539     0.6855    13.1663     5.3239     15.250    28.7518    38.0858 0.0000e+00
     15.625  44.356985     0.6982    13.1666     5.3194     15.500    28.7518    38.0859 0.0000e+00
     15.877  44.357025     0.7741    13.1666     5.3239     15.750    28.7518    38.0858 0.0000e+00
     16.129  44.356956     0.7969    13.1665     5.3354     16.000    28.7518    38.0857 0.0000e+00
     16.380  44.356961     0.8039    13.1664     5.3442     16.250    28.7518    38.0857 0.0000e+00
     16.632  44.357046     0.8141    13.1664     5.3464     16.500    28.7518    38.0857 0.0000e+00
     16.884  44.357324     0.8520    13.1665     5.3463     16.750    28.7518    38.0857 0.0000e+00
     17.137  44.357496     0.8944    13.1665     5.3451     17.000    28.7518    38.0858 0.0000e+00
     17.389  44.357159     0.9098    13.1662     5.3480     17.250    28.7518    38.0857 0.0000e+00
     17.641  44.355837     0.9427    13.1652     5.3432     17.500    28.7516    38.0852 0.0000e+00
     17.893  44.354635     0.9452    13.1642     5.3362     17.750    28.7516    38.0849 0.0000e+00
     18.145  44.354852     0.9431    13.1641     5.3283     18.000    28.7519    38.0852 0.0000e+00
     18.397  44.355456     0.9644    13.1643     5.3217     18.250    28.7521    38.0854 0.0000e+00
     18.649  44.356011     0.9590    13.1646     5.3225     18.500    28.7520    38.0855 0.0000e+00
     18.901  44.356533     0.9567    13.1650     5.3268     18.750    28.7520    38.0855 0.0000e+00
     19.153  44.357203     0.9349    13.1654     5.3380     19.000    28.7521    38.0857 0.0000e+00
     19.405  44.357460     0.9564    13.1655     5.3412     19.250    28.7520    38.0857 0.0000e+00
     19.657  44.358022     0.9909    13.1658     5.3427     19.500    28.7520    38.0858 0.0000e+00
     19.909  44.358731     0.9674    13.1662     5.3462     19.750    28.7521    38.0859 0.0000e+00
     20.161  44.359193     1.0521    13.1664     5.3449     20.000    28.7522    38.0860 0.0000e+00
     20.413  44.359262     1.0364    13.1664     5.3458     20.250    28.7522    38.0861 0.0000e+00
     20.665  44.359191     1.0222    13.1663     5.3436     20.500    28.7521    38.0859 0.0000e+00
     20.917  44.359236     1.0429    13.1663     5.3443     20.750    28.7521    38.0859 0.0000e+00
     21.169  44.359401     1.0487    13.1663     5.3480     21.000    28.7521    38.0859 0.0000e+00
     21.421  44.359487     1.1025    13.1663     5.3531     21.250    28.7521    38.0859 0.0000e+00
     21.673  44.359412     1.0728    13.1663     5.3542     21.500    28.7520    38.0858 0.0000e+00
     21.925  44.359346     1.0747    13.1662     5.3512     21.750    28.7519    38.0856 0.0000e+00
     22.177  44.359502     1.0903    13.1662     5.3497     22.000    28.7519    38.0856 0.0000e+00
     22.429  44.359962     1.0925    13.1664     5.3502     22.250    28.7520    38.0857 0.0000e+00
     22.681  44.360580     1.1051    13.1667     5.3492     22.500    28.7521    38.0860 0.0000e+00
     22.933  44.361139     1.1120    13.1669     5.3443     22.750    28.7522    38.0861 0.0000e+00
     23.185  44.361459     1.1180    13.1671     5.3377     23.000    28.7522    38.0862 0.0000e+00
     23.438  44.361663     1.1074    13.1672     5.3307     23.250    28.7523    38.0862 0.0000e+00
     23.690  44.361828     1.0786    13.1671     5.3313     23.500    28.7523    38.0863 0.0000e+00
     23.942  44.361881     1.0963    13.1671     5.3438     23.750    28.7523    38.0862 0.0000e+00
     24.194  44.362260     1.1335    13.1673     5.3475     24.000    28.7523    38.0863 0.0000e+00
     24.446  44.362648     1.1174    13.1676     5.3437     24.250    28.7522    38.0863 0.0000e+00
     24.698  44.362826     1.1079    13.1676     5.3378     24.500    28.7522    38.0863 0.0000e+00
     24.950  44.362852     1.1259    13.1676     5.3348     24.750    28.7522    38.0862 0.0000e+00
     25.202  44.362824     1.1189    13.1676     5.3441     25.000    28.7521    38.0861 0.0000e+00
     25.453  44.362573     1.1152    13.1673     5.3483     25.250    28.7521    38.0860 0.0000e+00
     25.705  44.362096     1.0997    13.1668     5.3482     25.500    28.7522    38.0859 0.0000e+00
     25.957  44.361569     1.1086    13.1660     5.3513     25.750    28.7525    38.0861 0.0000e+00
     26.209  44.360826     1.0970    13.1649     5.3505     26.000    28.7529    38.0864 0.0000e+00
     26.462  44.359894     1.1059    13.1639     5.3507     26.250    28.7531    38.0864 0.0000e+00
     26.714  44.359598     1.0815    13.1636     5.3471     26.500    28.7532    38.0863 0.0000e+00
     26.965  44.360104     1.1294    13.1637     5.3474     26.750    28.7533    38.0865 0.0000e+00
     27.218  44.359743     1.1336    13.1632     5.3437     27.000    28.7535    38.0866 0.0000e+00
     27.470  44.358078     1.1190    13.1616     5.3358     27.250    28.7537    38.0865 0.0000e+00
     27.722  44.355893     1.1307    13.1593     5.3308     27.500    28.7543    38.0866 0.0000e+00
     27.974  44.354246     1.1084    13.1572     5.3249     27.750    28.7550    38.0870 0.0000e+00
     28.226  44.352710     1.0547    13.1554     5.3224     28.000    28.7556    38.0872 0.0000e+00
     28.478  44.351511     1.0751    13.1539     5.3268     28.250    28.7561    38.0874 0.0000e+00
     28.730  44.351298     1.0626    13.1533     5.3286     28.500    28.7564    38.0877 0.0000e+00
     28.982  44.352053     1.0846    13.1537     5.3342     28.750    28.7565    38.0879 0.0000e+00
     29.234  44.352792     1.0564    13.1543     5.3370     29.000    28.7565    38.0880 0.0000e+00
     29.486  44.352832     1.0422    13.1541     5.3304     29.250    28.7565    38.0880 0.0000e+00
     29.738  44.351685     1.0500    13.1527     5.3250     29.500    28.7570    38.0883 0.0000e+00
     29.991  44.349561     1.0248    13.1502     5.3228     29.750    28.7578    38.0886 0.0000e+00
     30.242  44.346863     1.1156    13.1474     5.3211     30.000    28.7585    38.0887 0.0000e+00
     30.494  44.344799     1.0604    13.1450     5.3207     30.250    28.7592    38.0890 0.0000e+00
     30.746  44.343933     1.0537    13.1436     5.3135     30.500    28.7598    38.0895 0.0000e+00
     30.998  44.343707     1.0449    13.1430     5.3031     30.750    28.7602    38.0898 0.0000e+00
     31.251  44.343698     1.0585    13.1428     5.2951     31.000    28.7603    38.0898 0.0000e+00
     31.502  44.344059     1.0275    13.1430     5.3031     31.250    28.7603    38.0898 0.0000e+00
     31.754  44.344872     1.1006    13.1437     5.3271     31.500    28.7601    38.0898 0.0000e+00
     32.006  44.345625     1.0221    13.1445     5.3314     31.750    28.7599    38.0896 0.0000e+00
     32.259  44.346030     0.9833    13.1447     5.3186     32.000    28.7599    38.0897 0.0000e+00
     32.511  44.345972     0.9642    13.1445     5.3136     32.250    28.7600    38.0897 0.0000e+00
     32.763  44.345305     1.0166    13.1437     5.3199     32.500    28.7602    38.0898 0.0000e+00
     33.015  44.344969     0.9871    13.1432     5.3213     32.750    28.7603    38.0898 0.0000e+00
     33.266  44.344591     0.9948    13.1424     5.3203     33.000    28.7607    38.0901 0.0000e+00
     33.519  44.343620     1.0227    13.1412     5.3158     33.250    28.7611    38.0903 0.0000e+00
     33.771  44.342587     1.0081    13.1400     5.3177     33.500    28.7615    38.0904 0.0000e+00
     34.023  44.342492     1.0199    13.1396     5.3204     33.750    28.7617    38.0906 0.0000e+00
     34.275  44.342612     1.0317    13.1394     5.3236     34.000    28.7619    38.0908 0.0000e+00
     34.527  44.342769     1.0179    13.1395     5.3201     34.250    28.7618    38.0907 0.0000e+00
     34.779  44.343264     0.9921    13.1399     5.3148     34.500    28.7618    38.0907 0.0000e+00
     35.031  44.343693     0.9739    13.1401     5.3110     34.750    28.7617    38.0907 0.0000e+00
     35.283  44.343865     0.9546    13.1402     5.3122     35.000    28.7617    38.0907 0.0000e+00
     35.535  44.343987     0.9794    13.1402     5.3162     35.250    28.7617    38.0907 0.0000e+00
     35.787  44.344034     0.9882    13.1400     5.3195     35.500    28.7618    38.0908 0.0000e+00
     36.039  44.343898     0.9848    13.1397     5.3168     35.750    28.7619    38.0909 0.0000e+00
     36.291  44.343697     0.9868    13.1394     5.3132     36.000    28.7621    38.0909 0.0000e+00
     36.543  44.343859     1.4123    13.1393     5.3147     36.250    28.7622    38.0911 0.0000e+00
     36.795  44.343971     0.9905    13.1393     5.3215     36.500    28.7622    38.0911 0.0000e+00
     37.047  44.343887     0.9851    13.1391     5.3253     36.750    28.7623    38.0911 0.0000e+00
     37.299  44.343745     0.9348    13.1388     5.3218     37.000    28.7624    38.0911 0.0000e+00
     37.551  44.343600     0.9314    13.1384     5.3217     37.250    28.7625    38.0912 0.0000e+00
     37.803  44.343450     0.9471    13.1382     5.3142     37.500    28.7626    38.0912 0.0000e+00
     38.056  44.343221     0.9754    13.1378     5.3182     37.750    28.7627    38.0913 0.0000e+00
     38.307  44.342848     0.9821    13.1371     5.3183     38.000    28.7630    38.0915 0.0000e+00
     38.560  44.341752     0.9947    13.1358     5.3228     38.250    28.7634    38.0916 0.0000e+00
     38.812  44.339660     0.9628    13.1334     5.3166     38.500    28.7641    38.0918 0.0000e+00
     39.064  44.336835     0.9702    13.1304     5.3146     38.750    28.7649    38.0921 0.0000e+00
     39.316  44.334094     0.9446    13.1275     5.3114     39.000    28.7657    38.0923 0.0000e+00
     39.568  44.333384     0.9838    13.1265     5.3101     39.250    28.7661    38.0925 0.0000e+00
     39.820  44.334309     0.9557    13.1271     5.3157     39.500    28.7661    38.0926 0.0000e+00
     40.072  44.334918     0.9299    13.1278     5.3107     39.750    28.7657    38.0924 0.0000e+00
     40.323  44.335381     0.9213    13.1282     5.3119     40.000    28.7656    38.0923 0.0000e+00
     40.576  44.334825     0.9052    13.1272     5.3067     40.250    28.7661    38.0927 0.0000e+00
     40.828  44.333054     0.8935    13.1249     5.3000     40.500    28.7670    38.0931 0.0000e+00
     41.080  44.330189     0.9231    13.1216     5.2940     40.750    28.7680    38.0936 0.0000e+00
     41.332  44.327503     0.8963    13.1184     5.2953     41.000    28.7691    38.0941 0.0000e+00
     41.584  44.325882     0.9145    13.1160     5.2897     41.250    28.7701    38.0949 0.0000e+00
     41.836  44.325051     0.8975    13.1142     5.2944     41.500    28.7712    38.0958 0.0000e+00
     42.088  44.324743     0.9153    13.1129     5.2832     41.750    28.7721    38.0966 0.0000e+00
     42.340  44.324781     0.9065    13.1122     5.2781     42.000    28.7728    38.0973 0.0000e+00
     42.592  44.325034     0.9100    13.1119     5.2802     42.250    28.7732    38.0977 0.0000e+00
     42.844  44.325127     0.9370    13.1117     5.2921     42.500    28.7734    38.0979 0.0000e+00
     43.096  44.325155     0.9046    13.1115     5.3077     42.750    28.7735    38.0980 0.0000e+00
     43.348  44.325199     0.8530    13.1115     5.3146     43.000    28.7735    38.0979 0.0000e+00
     43.600  44.325265     0.8492    13.1116     5.3121     43.250    28.7734    38.0978 0.0000e+00
     43.852  44.325314     0.8541    13.1117     5.3138     43.500    28.7732    38.0976 0.0000e+00
     44.104  44.325472     0.8439    13.1118     5.3004     43.750    28.7732    38.0976 0.0000e+00
     44.357  44.325683     0.8603    13.1119     5.2965     44.000    28.7732    38.0975 0.0000e+00
     44.609  44.325869     0.8430    13.1119     5.2931     44.250    28.7732    38.0975 0.0000e+00
     44.861  44.326032     0.8473    13.1120     5.2972     44.500    28.7732    38.0975 0.0000e+00
     45.113  44.326283     0.8827    13.1121     5.2911     44.750    28.7731    38.0975 0.0000e+00
     45.365  44.326731     0.8220    13.1121     5.2882     45.000    28.7734    38.0979 0.0000e+00
     45.617  44.327113     0.8645    13.1120     5.2960     45.250    28.7737    38.0982 0.0000e+00
     45.869  44.327518     0.8387    13.1119     5.3051     45.500    28.7740    38.0986 0.0000e+00
     46.121  44.327975     0.8472    13.1119     5.2981     45.750    28.7743    38.0989 0.0000e+00
     46.373  44.328452     0.8508    13.1119     5.3052     46.000    28.7746    38.0993 0.0000e+00
     46.625  44.328921     0.8604    13.1119     5.3103     46.250    28.7748    38.0996 0.0000e+00
     46.877  44.329283     0.8431    13.1118     5.3063     46.500    28.7751    38.0999 0.0000e+00
     47.130  44.329525     0.8340    13.1117     5.2999     46.750    28.7753    38.1001 0.0000e+00
     47.381  44.329681     0.8212    13.1116     5.3069     47.000    28.7754    38.1003 0.0000e+00
     47.633  44.329923     0.8321    13.1116     5.3107     47.250    28.7755    38.1004 0.0000e+00
     47.886  44.330041     0.8332    13.1116     5.3064     47.500    28.7755    38.1004 0.0000e+00
     48.137  44.330146     0.8061    13.1117     5.3117     47.750    28.7754    38.1003 0.0000e+00
     48.390  44.330358     0.8197    13.1118     5.2864     48.000    28.7754    38.1002 0.0000e+00
     48.642  44.330572     0.8420    13.1118     5.2812     48.250    28.7755    38.1004 0.0000e+00
     48.894  44.330733     0.8285    13.1119     5.2816     48.500    28.7754    38.1003 0.0000e+00
     49.146  44.331099     0.8333    13.1120     5.2903     48.750    28.7756    38.1005 0.0000e+00
     49.398  44.331985     0.8173    13.1121     5.2989     49.000    28.7760    38.1011 0.0000e+00
     49.650  44.333604     0.8331    13.1124     5.2994     49.250    28.7768    38.1022 0.0000e+00
     49.902  44.335599     0.8627    13.1128     5.2992     49.500    28.7779    38.1037 0.0000e+00
     50.154  44.337289     0.8194    13.1132     5.2943     49.750    28.7786    38.1048 0.0000e+00
     50.406  44.338741     0.8584    13.1136     5.2849     50.000    28.7792    38.1055 0.0000e+00
     50.658  44.340268     0.8318    13.1141     5.2794     50.250    28.7798    38.1064 0.0000e+00
     50.910  44.341526     0.8334    13.1146     5.2791     50.500    28.7802    38.1071 0.0000e+00
     51.162  44.342405     0.8167    13.1149     5.2827     50.750    28.7805    38.1075 0.0000e+00
     51.414  44.343320     0.8123    13.1151     5.2851     51.000    28.7808    38.1080 0.0000e+00
     51.666  44.343858     0.7930    13.1153     5.2851     51.250    28.7810    38.1083 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     51.500 -9.990e-29 -9.990e-29 -9.990e-29
     52.237  44.344489     0.7817    13.1154     5.2897     51.750    28.7811    38.1085 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     52.000 -9.990e-29 -9.990e-29 -9.990e-29
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     52.250 -9.990e-29 -9.990e-29 -9.990e-29
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     52.500 -9.990e-29 -9.990e-29 -9.990e-29
     53.198  44.346548     0.7579    13.1160     5.2950     52.750    28.7818    38.1094 0.0000e+00
     53.431  44.348869     0.7798    13.1169     5.2933     53.000    28.7826    38.1106 0.0000e+00
     53.683  44.350525     0.7708    13.1177     5.2848     53.250    28.7829    38.1114 0.0000e+00
     53.935  44.351522     0.7750    13.1181     5.2813     53.500    28.7832    38.1118 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     53.750 -9.990e-29 -9.990e-29 -9.990e-29
     54.464  44.352733     0.7220    13.1185 -9.990e-29     54.000    28.7835    38.1123 0.0000e+00
     54.690  44.353769     0.7445    13.1187 -9.990e-29     54.250    28.7840    38.1130 0.0000e+00
