       PrdM    C0mS/cm    WetStar     Tv290C Sbeox0ML/L      DepSM  Sigma-é00      Sal00       Flag
      5.847  44.480614     0.4436    13.2519     5.1656      5.800    28.7630    38.1236 0.0000e+00
      5.948  44.478012     0.4404    13.2494     5.1714      5.900    28.7634    38.1235 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      6.000 -9.990e-29 -9.990e-29 -9.990e-29
      6.103  44.474604     0.4907    13.2459     5.1796      6.100    28.7643    38.1237 0.0000e+00
      6.249  44.472335     0.4463    13.2430     5.1809      6.200    28.7655    38.1243 0.0000e+00
      6.350  44.471060     0.5029    13.2412     5.1855      6.300    28.7663    38.1249 0.0000e+00
      6.452  44.469847     0.5180    13.2395     5.1885      6.400    28.7670    38.1254 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      6.500 -9.990e-29 -9.990e-29 -9.990e-29
      6.623  44.467880     0.5151    13.2367     5.1893      6.600    28.7682    38.1262 0.0000e+00
      6.754  44.466464     0.4732    13.2348     5.1904      6.700    28.7690    38.1268 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      6.800 -9.990e-29 -9.990e-29 -9.990e-29
      6.907  44.464942     0.5228    13.2325     5.1883      6.900    28.7701    38.1275 0.0000e+00
      7.056  44.463672     0.5521    13.2306     5.1891      7.000    28.7711    38.1281 0.0000e+00
      7.157  44.462911     0.5382    13.2294     5.1862      7.100    28.7716    38.1286 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      7.200 -9.990e-29 -9.990e-29 -9.990e-29
      7.317  44.461677     0.5007    13.2274     5.1808      7.300    28.7726    38.1293 0.0000e+00
      7.459  44.460531     0.5830    13.2258     5.1792      7.400    28.7733    38.1296 0.0000e+00
      7.560  44.459772     0.5461    13.2248     5.1775      7.500    28.7737    38.1300 0.0000e+00
      7.661  44.459123     0.5322    13.2239     5.1787      7.600    28.7741    38.1302 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      7.700 -9.990e-29 -9.990e-29 -9.990e-29
      7.815  44.458258     0.5527    13.2226     5.1872      7.800    28.7746    38.1306 0.0000e+00
      7.963  44.457463     0.5740    13.2215     5.1859      7.900    28.7751    38.1308 0.0000e+00
      8.064  44.456952     0.5860    13.2208     5.1963      8.000    28.7754    38.1310 0.0000e+00
      8.165  44.456496     0.5841    13.2201     5.1946      8.100    28.7756    38.1312 0.0000e+00
      8.266  44.456003     0.5978    13.2194     5.1959      8.200    28.7760    38.1314 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      8.300 -9.990e-29 -9.990e-29 -9.990e-29
      8.429  44.454983     0.6323    13.2181     5.1973      8.400    28.7764    38.1317 0.0000e+00
      8.568  44.453861     0.5887    13.2169     5.1929      8.500    28.7768    38.1318 0.0000e+00
      8.669  44.453124     0.6074    13.2160     5.1972      8.600    28.7771    38.1319 0.0000e+00
      8.770  44.452610     0.6134    13.2152     5.1974      8.700    28.7775    38.1322 0.0000e+00
      8.870  44.452191     0.6282    13.2143     5.1966      8.800    28.7779    38.1326 0.0000e+00
      8.971  44.451672     0.6458    13.2133     5.1944      8.900    28.7785    38.1331 0.0000e+00
      9.072  44.451004     0.6456    13.2121     5.1936      9.000    28.7792    38.1336 0.0000e+00
      9.173  44.450300     0.6216    13.2109     5.1923      9.100    28.7799    38.1342 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      9.200 -9.990e-29 -9.990e-29 -9.990e-29
      9.357  44.449188     0.6257    13.2088     5.1834      9.300    28.7810    38.1351 0.0000e+00
      9.476  44.448732     0.6187    13.2077     5.1791      9.400    28.7817    38.1357 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      9.500 -9.990e-29 -9.990e-29 -9.990e-29
      9.664  44.448221     0.5704    13.2061     5.1700      9.600    28.7829    38.1367 0.0000e+00
      9.778  44.448036     0.6102    13.2053     5.1687      9.700    28.7835    38.1373 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      9.800 -9.990e-29 -9.990e-29 -9.990e-29
      9.986  44.447757     0.5848    13.2041     5.1633      9.900    28.7844    38.1381 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     10.000 -9.990e-29 -9.990e-29 -9.990e-29
     10.144  44.447600     0.5792    13.2033     5.1611     10.100    28.7850    38.1387 0.0000e+00
     10.282  44.447497     0.6230    13.2027     5.1643     10.200    28.7855    38.1391 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     10.300 -9.990e-29 -9.990e-29 -9.990e-29
     10.434  44.447386     0.6069    13.2022     5.1742     10.400    28.7859    38.1395 0.0000e+00
     10.584  44.447267     0.5657    13.2017     5.1820     10.500    28.7861    38.1397 0.0000e+00
     10.685  44.447170     0.6234    13.2015     5.1876     10.600    28.7863    38.1399 0.0000e+00
     10.786  44.447053     0.5960    13.2011     5.1943     10.700    28.7866    38.1401 0.0000e+00
     10.887  44.446942     0.6249    13.2008     5.1992     10.800    28.7868    38.1402 0.0000e+00
     10.987  44.446818     0.5916    13.2005     5.2059     10.900    28.7869    38.1404 0.0000e+00
     11.088  44.446660     0.6203    13.2002     5.2084     11.000    28.7871    38.1405 0.0000e+00
     11.189  44.446498     0.6531    13.1998     5.2129     11.100    28.7872    38.1406 0.0000e+00
     11.290  44.446404     0.6055    13.1995     5.2103     11.200    28.7874    38.1408 0.0000e+00
     11.391  44.446405     0.5736    13.1995     5.2096     11.300    28.7875    38.1408 0.0000e+00
     11.491  44.446442     0.6450    13.1994     5.2113     11.400    28.7876    38.1409 0.0000e+00
     11.592  44.446464     0.6438    13.1993     5.2095     11.500    28.7877    38.1410 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     11.600 -9.990e-29 -9.990e-29 -9.990e-29
     11.748  44.446424     0.6179    13.1992     5.2052     11.700    28.7877    38.1410 0.0000e+00
     11.895  44.446256     0.5673    13.1989     5.2073     11.800    28.7878    38.1410 0.0000e+00
     11.996  44.446023     0.5916    13.1985     5.2041     11.900    28.7880    38.1412 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     12.000 -9.990e-29 -9.990e-29 -9.990e-29
     12.175  44.445469     0.6334    13.1977     5.2000     12.100    28.7883    38.1414 0.0000e+00
     12.298  44.444949     0.6132    13.1970     5.1983     12.200    28.7885    38.1415 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     12.300 -9.990e-29 -9.990e-29 -9.990e-29
     12.469  44.444103     0.5848    13.1960     5.1975     12.400    28.7889    38.1416 0.0000e+00
     12.600  44.443515     0.6512    13.1953     5.1999     12.500    28.7891    38.1417 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     12.600 -9.990e-29 -9.990e-29 -9.990e-29
     12.754  44.443086     0.6124    13.1946     5.2012     12.700    28.7894    38.1419 0.0000e+00
     12.903  44.442938     0.5946    13.1942     5.2017     12.800    28.7897    38.1421 0.0000e+00
     13.004  44.442941     0.6841    13.1940     5.2010     12.900    28.7899    38.1423 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     13.000 -9.990e-29 -9.990e-29 -9.990e-29
     13.163  44.442981     0.6058    13.1938     5.2029     13.100    28.7900    38.1424 0.0000e+00
     13.306  44.442963     0.5936    13.1936     5.2012     13.200    28.7901    38.1426 0.0000e+00
     13.407  44.442854     0.6027    13.1933     5.1981     13.300    28.7903    38.1427 0.0000e+00
     13.508  44.442662     0.5839    13.1930     5.1961     13.400    28.7904    38.1428 0.0000e+00
     13.609  44.442437     0.5971    13.1927     5.1950     13.500    28.7906    38.1429 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     13.600 -9.990e-29 -9.990e-29 -9.990e-29
     13.764  44.442233     0.6622    13.1923     5.1967     13.700    28.7907    38.1429 0.0000e+00
     13.911  44.442367     0.5297    13.1923     5.1979     13.800    28.7908    38.1430 0.0000e+00
     14.011  44.442501     0.5925    13.1923     5.2076     13.900    28.7908    38.1431 0.0000e+00
     14.112  44.442497     0.6196    13.1923     5.2111     14.000    28.7908    38.1430 0.0000e+00
     14.213  44.442385     0.5757    13.1921     5.2102     14.100    28.7909    38.1431 0.0000e+00
     14.314  44.442192     0.5687    13.1917     5.2098     14.200    28.7911    38.1433 0.0000e+00
     14.415  44.441941     0.5925    13.1913     5.2097     14.300    28.7913    38.1434 0.0000e+00
     14.516  44.441658     0.5660    13.1907     5.2081     14.400    28.7916    38.1436 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     14.500 -9.990e-29 -9.990e-29 -9.990e-29
     14.690  44.441092     0.5980    13.1895     5.2012     14.600    28.7923    38.1442 0.0000e+00
     14.818  44.440471     0.5877    13.1884     5.1943     14.700    28.7930    38.1447 0.0000e+00
     14.919  44.439767     0.5855    13.1872     5.1895     14.800    28.7936    38.1452 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     14.900 -9.990e-29 -9.990e-29 -9.990e-29
     15.106  44.438223     0.6102    13.1848     5.1821     15.000    28.7947    38.1460 0.0000e+00
     15.222  44.437337     0.5947    13.1835     5.1814     15.100    28.7953    38.1464 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     15.200 -9.990e-29 -9.990e-29 -9.990e-29
     15.383  44.436405     0.6135    13.1818     5.1795     15.300    28.7962    38.1472 0.0000e+00
     15.524  44.435953     0.5751    13.1806     5.1741     15.400    28.7970    38.1478 0.0000e+00
     15.625  44.435812     0.5972    13.1801     5.1756     15.500    28.7974    38.1482 0.0000e+00
     15.726  44.435722     0.6048    13.1796     5.1781     15.600    28.7977    38.1485 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     15.700 -9.990e-29 -9.990e-29 -9.990e-29
     15.894  44.435646     0.5604    13.1790     5.1812     15.800    28.7983    38.1490 0.0000e+00
     16.028  44.435632     0.6170    13.1788     5.1877     15.900    28.7984    38.1492 0.0000e+00
     16.129  44.435635     0.6206    13.1785     5.1867     16.000    28.7987    38.1494 0.0000e+00
     16.229  44.435671     0.6128    13.1783     5.1918     16.100    28.7989    38.1496 0.0000e+00
     16.330  44.435748     0.5892    13.1782     5.1962     16.200    28.7990    38.1497 0.0000e+00
     16.431  44.435821     0.6388    13.1780     5.2008     16.300    28.7992    38.1500 0.0000e+00
     16.532  44.435870     0.6192    13.1780     5.2011     16.400    28.7992    38.1499 0.0000e+00
     16.633  44.435907     0.6224    13.1780     5.2041     16.500    28.7992    38.1499 0.0000e+00
     16.733  44.435956     0.5901    13.1780     5.2091     16.600    28.7992    38.1499 0.0000e+00
     16.834  44.436020     0.5738    13.1779     5.2121     16.700    28.7993    38.1501 0.0000e+00
     16.935  44.436090     0.5885    13.1779     5.2124     16.800    28.7993    38.1501 0.0000e+00
     17.036  44.436156     0.5881    13.1779     5.2158     16.900    28.7994    38.1501 0.0000e+00
     17.137  44.436244     0.5722    13.1779     5.2120     17.000    28.7994    38.1501 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     17.100 -9.990e-29 -9.990e-29 -9.990e-29
     17.289  44.436453     0.6323    13.1779     5.2133     17.200    28.7995    38.1503 0.0000e+00
     17.439  44.436781     0.5791    13.1780     5.2110     17.300    28.7996    38.1504 0.0000e+00
     17.540  44.437086     0.6271    13.1781     5.2090     17.400    28.7998    38.1506 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     17.500 -9.990e-29 -9.990e-29 -9.990e-29
     17.721  44.437726     0.5859    13.1783     5.2064     17.600    28.7999    38.1509 0.0000e+00
     17.843  44.438256     0.5718    13.1784     5.2034     17.700    28.8002    38.1513 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     17.800 -9.990e-29 -9.990e-29 -9.990e-29
     18.023  44.439276     0.6014    13.1786     5.2080     17.900    28.8007    38.1519 0.0000e+00
     18.145  44.440133     0.5842    13.1787     5.2077     18.000    28.8012    38.1526 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     18.100 -9.990e-29 -9.990e-29 -9.990e-29
     18.297  44.441085     0.6246    13.1788     5.2052     18.200    28.8017    38.1534 0.0000e+00
     18.447  44.441782     0.6399    13.1789     5.2065     18.300    28.8021    38.1538 0.0000e+00
     18.548  44.442132     0.5462    13.1790     5.2062     18.400    28.8022    38.1541 0.0000e+00
     18.649  44.442388     0.6352    13.1790     5.2106     18.500    28.8024    38.1542 0.0000e+00
     18.749  44.442531     0.6169    13.1790     5.2115     18.600    28.8025    38.1543 0.0000e+00
     18.850  44.442568     0.6021    13.1790     5.2100     18.700    28.8025    38.1543 0.0000e+00
     18.952  44.442580     0.5875    13.1790     5.2120     18.800    28.8025    38.1543 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     18.900 -9.990e-29 -9.990e-29 -9.990e-29
     19.103  44.442671     0.5881    13.1790     5.2140     19.000    28.8025    38.1543 0.0000e+00
     19.253  44.442768     0.5941    13.1790     5.2072     19.100    28.8025    38.1543 0.0000e+00
     19.354  44.442796     0.5965    13.1789     5.2022     19.200    28.8026    38.1544 0.0000e+00
     19.455  44.442778     0.5668    13.1788     5.2005     19.300    28.8026    38.1545 0.0000e+00
     19.556  44.442739     0.5565    13.1786     5.1935     19.400    28.8028    38.1546 0.0000e+00
     19.657  44.442732     0.5677    13.1785     5.1911     19.500    28.8028    38.1546 0.0000e+00
     19.758  44.442774     0.5745    13.1784     5.1896     19.600    28.8029    38.1547 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     19.700 -9.990e-29 -9.990e-29 -9.990e-29
     19.914  44.442951     0.5516    13.1783     5.1923     19.800    28.8031    38.1549 0.0000e+00
     20.060  44.443220     0.6107    13.1782     5.1975     19.900    28.8034    38.1552 0.0000e+00
     20.161  44.443381     0.5642    13.1782     5.1981     20.000    28.8034    38.1553 0.0000e+00
     20.262  44.443470     0.5685    13.1783 -9.990e-29     20.100    28.8034    38.1553 0.0000e+00
     20.363  44.443536     0.5803    13.1783 -9.990e-29     20.200    28.8034    38.1553 0.0000e+00
     20.463  44.443564     0.5555    13.1782 -9.990e-29     20.300    28.8035    38.1553 0.0000e+00
     20.564  44.443564     0.5562    13.1782 -9.990e-29     20.400    28.8035    38.1553 0.0000e+00
     20.665  44.443555     0.5589    13.1782 -9.990e-29     20.500    28.8034    38.1553 0.0000e+00
