       PrdM    C0mS/cm    WetStar     Tv290C Sbeox0ML/L      DepSM  Sigma-é00      Sal00       Flag
      0.003   0.013130    -0.0148    12.1231     7.3114      0.003    -0.5053     0.0121 -9.990e-29
      0.003   0.012764    -0.0248    12.1218     7.3132      0.003    -0.5053     0.0119 -9.990e-29
      0.003   0.012426     0.0017    12.1206     7.3126      0.003    -0.5053     0.0118 -9.990e-29
      0.003   0.012119    -0.0281    12.1194     7.3177      0.003    -0.5053     0.0116 -9.990e-29
      0.004   0.011857    -0.0148    12.1183     7.3151      0.004    -0.5053     0.0115 -9.990e-29
      0.004   0.011637    -0.0270    12.1171     7.3180      0.004    -0.5053     0.0113 -9.990e-29
      0.004   0.011453    -0.0148    12.1159     7.3180      0.004    -0.5052     0.0112 -9.990e-29
      0.004   0.011301    -0.0016    12.1147     7.3203      0.004    -0.5051     0.0112 -9.990e-29
      0.004   0.011188    -0.0281    12.1136     7.3186      0.004    -0.5050     0.0111 -9.990e-29
      0.003   0.011106    -0.0248    12.1124     7.3191      0.003    -0.5049     0.0111 -9.990e-29
      0.003   0.011045    -0.0104    12.1112     7.3173      0.003    -0.5048     0.0110 -9.990e-29
      0.004   0.010985    -0.0115    12.1100     7.3115      0.004    -0.5047     0.0110 -9.990e-29
      0.004   0.010917    -0.0137    12.1088     7.3141      0.004    -0.5046     0.0110 -9.990e-29
      0.004   0.010843    -0.0126    12.1076     7.3135      0.004    -0.5045     0.0109 -9.990e-29
      0.004   0.010772    -0.0270    12.1063     7.3147      0.004    -0.5044     0.0109 -9.990e-29
      0.004   0.010716    -0.0082    12.1051     7.3195      0.004    -0.5043     0.0108 -9.990e-29
      0.004   0.010662    -0.0104    12.1038     7.3208      0.004    -0.5041     0.0108 -9.990e-29
      0.004   0.010607    -0.0137    12.1024     7.3229      0.004    -0.5040     0.0108 -9.990e-29
      0.005   0.010570    -0.0104    12.1009     7.3244      0.005    -0.5038     0.0108 -9.990e-29
      0.005   0.010570    -0.0093    12.0990     7.3217      0.005    -0.5036     0.0108 -9.990e-29
      0.005   0.010610    -0.0182    12.0969     7.3186      0.005    -0.5034     0.0108 -9.990e-29
      0.005   0.010595    -0.0126    12.0945     7.3177      0.005    -0.5031     0.0108 -9.990e-29
      0.005   0.010459    -0.0126    12.0919     7.3183      0.005    -0.5028     0.0107 -9.990e-29
      0.005   0.010241    -0.0215    12.0892     7.3172      0.005    -0.5026     0.0106 -9.990e-29
      0.005   0.009976    -0.0204    12.0862     7.3211      0.005    -0.5024     0.0105 -9.990e-29
      0.005   0.009695    -0.0071    12.0830     7.3203      0.005    -0.5021     0.0103 -9.990e-29
      0.006   0.009440    -0.0237    12.0797     7.3214      0.006    -0.5019     0.0102 -9.990e-29
      0.006   0.009256    -0.0038    12.0765     7.3217      0.006    -0.5016     0.0101 -9.990e-29
      0.006   0.009165    -0.0204    12.0737     7.3273      0.006    -0.5013     0.0100 -9.990e-29
      0.007   0.009181    -0.0038    12.0715     7.3245      0.007    -0.5010     0.0100 -9.990e-29
      0.008   0.009328    -0.0204    12.0698     7.3267      0.008    -0.5008     0.0101 -9.990e-29
      0.009   0.009660     0.0051    12.0684     7.3240      0.009    -0.5005     0.0103 -9.990e-29
      0.011   0.010287    -0.0060    12.0673     7.3244      0.011    -0.5001     0.0106 -9.990e-29
      0.012   0.011402    -0.0215    12.0664     7.3221      0.012    -0.4995     0.0112 -9.990e-29
      0.014   0.013356    -0.0193    12.0656     7.3182      0.014    -0.4986     0.0122 -9.990e-29
      0.016   0.016715    -0.0126    12.0649     7.3179      0.016    -0.4971     0.0141 -9.990e-29
      0.019   0.022397    -0.0104    12.0645     7.3157      0.019    -0.4945     0.0173 -9.990e-29
      0.023   0.031891    -0.0237    12.0643     7.3195      0.023    -0.4902     0.0227 -9.990e-29
      0.028   0.047699    -0.0049    12.0646     7.0897      0.028    -0.4830     0.0320 -9.990e-29
      0.035   0.074059    -0.0060    12.0658     5.7737      0.035    -0.4706     0.0480 -9.990e-29
      0.043   0.118061    -0.0137    12.0684     5.7048      0.043    -0.4495     0.0753 -9.990e-29
      0.054   0.191507    -0.0093    12.0733     5.6851      0.054    -0.4136     0.1219 -9.990e-29
      0.068   0.314008    -0.0171    12.0813     5.6737      0.067    -0.3523     0.2015 -9.990e-29
      0.086   0.518214    -0.0314    12.0934     5.6807      0.085    -0.2475     0.3373 -9.990e-29
      0.108   0.858546    -0.0248    12.1112     5.6962      0.107    -0.0684     0.5694 -9.990e-29
      0.137   1.425730    -0.0248    12.1381     5.7526      0.136     0.2382     0.9670 -9.990e-29
      0.175   2.371006    -0.0182    12.1806     5.8529      0.174     0.7642     1.6497 -9.990e-29
      0.222   3.946515    -0.0215    12.2511     5.9436      0.220     1.6679     2.8252 -9.990e-29
      0.284   6.572352    -0.0182    12.3666     6.0373      0.282     3.2237     4.8537 -9.990e-29
      0.363  11.049528    -0.0325    12.5259     6.1682      0.360     5.9783     8.4487 -9.990e-29
      0.461  18.230779    -0.0193    12.6991     6.3251      0.457    10.5946    14.4708 -9.990e-29
      0.580  26.689774    -0.0115    12.8552     6.4923      0.575    16.2670    21.8635 -9.990e-29
      0.719  33.343634    -0.0038    12.9813     6.6775      0.713    20.8673    27.8533 -9.990e-29
      0.877  37.433346    -0.0303    13.0775     6.8039      0.870    23.7364    31.5886 -9.990e-29
      1.054  39.930701    -0.0193    13.1486     6.8336      1.046    25.4968    33.8816 -9.990e-29
      1.247  41.449623    -0.0027    13.2001     6.7494      1.237    26.5664    35.2761 -9.990e-29
      1.454  42.346582    -0.0292    13.2363     6.5479      1.442    27.1946    36.0965 -9.990e-29
      1.672  42.836013    -0.0314    13.2607     6.2840      1.659    27.5335    36.5403 -9.990e-29
      1.899  43.115041     0.0051    13.2765     5.9661      1.884    27.7250    36.7916 -9.990e-29
      2.133  43.376951    -0.0016    13.2873     5.6386      2.116    27.9087    37.0314 -9.990e-29
      2.374  43.669321    -0.0281    13.2962     5.3381      2.355    28.1169    37.3024 -9.990e-29
      2.618  43.923945    -0.0193    13.3048     5.1014      2.597    28.2976    37.5378 -9.990e-29
      2.865  44.106854     0.0040    13.3126     4.9411      2.842    28.4258    37.7053 -9.990e-29
      3.111  44.230513    -0.0182    13.3193     4.8335      3.086    28.5111    37.8171 -9.990e-29
      3.357  44.313234    -0.0148    13.3247     4.7754      3.330    28.5672    37.8909 -9.990e-29
      3.599  44.368979    -0.0193    13.3292     4.7462      3.570    28.6042    37.9398 -9.990e-29
      3.840  44.408503     0.0017    13.3328     4.7295      3.809    28.6300    37.9740 -9.990e-29
      4.079  44.439128    -0.0248    13.3358     4.7219      4.047    28.6497    38.0003 -9.990e-29
      4.316  44.463572     0.0051    13.3385     4.7152      4.282    28.6652    38.0209 -9.990e-29
      4.553  44.482722    -0.0270    13.3409     4.7010      4.517    28.6770    38.0368 -9.990e-29
      4.789  44.497197    -0.0292    13.3431     4.6841      4.751    28.6855    38.0484 -9.990e-29
      5.025  44.507573    -0.0027    13.3449     4.6578      4.985    28.6914    38.0564 -9.990e-29
      5.258  44.514940     0.0040    13.3464     4.6351      5.216    28.6953    38.0619 -9.990e-29
      5.487  44.519730    -0.0182    13.3475     4.6084      5.443    28.6977    38.0653 -9.990e-29
      5.708  44.521340    -0.0171    13.3483     4.5836      5.663    28.6980    38.0659 -9.990e-29
      5.916  44.518621    -0.0060    13.3486     4.5727      5.869    28.6956    38.0629 -9.990e-29
      6.107  44.510941    -0.0093    13.3484     4.5774      6.058    28.6901    38.0556 -9.990e-29
      6.276  44.499713    -0.0038    13.3475     4.5874      6.226    28.6825    38.0457 -9.990e-29
      6.420  44.487530     0.0139    13.3460     4.6017      6.369    28.6749    38.0354 -9.990e-29
      6.540  44.475335    -0.0082    13.3439     4.6169      6.488    28.6679    38.0258 -9.990e-29
      6.634  44.467346    -0.0005    13.3419     4.6322      6.581    28.6639    38.0201 -9.990e-29
      6.707  44.472530     0.0006    13.3405     4.6371      6.654    28.6691    38.0264 -9.990e-29
      6.766  44.489521     0.0051    13.3396     4.6365      6.712    28.6826    38.0436 -9.990e-29
      6.815  44.505966    -0.0104    13.3391     4.6312      6.761    28.6953    38.0599 -9.990e-29
      6.858  44.515519    -0.0082    13.3385     4.6303      6.803    28.7030    38.0696 -9.990e-29
      6.895  44.519745     0.0383    13.3377     4.6277      6.840    28.7069    38.0745 -9.990e-29
      6.926  44.520893    -0.0005    13.3369     4.6384      6.871    28.7086    38.0763 -9.990e-29
      6.951  44.520942     0.0073    13.3364     4.6563      6.896    28.7091    38.0769 -9.990e-29
      6.968  44.521785     0.0150    13.3366     4.6792      6.913    28.7095    38.0775 -9.990e-29
      6.979  44.523404    -0.0049    13.3373     4.7164      6.924    28.7100    38.0783 -9.990e-29
      6.982  44.524520    -0.0270    13.3383     4.7395      6.926    28.7099    38.0784 -9.990e-29
      6.979  44.524795    -0.0193    13.3394     4.7636      6.924    28.7090    38.0776 -9.990e-29
      6.969  44.524692     0.0017    13.3403     4.7706      6.914    28.7080    38.0766 -9.990e-29
      6.956  44.524907     0.0017    13.3411     4.7689      6.901    28.7074    38.0760 -9.990e-29
      6.943  44.525891     0.0371    13.3417     4.7500      6.888    28.7075    38.0763 -9.990e-29
      6.934  44.527152     0.0360    13.3421     4.7251      6.879    28.7081    38.0771 -9.990e-29
      6.932  44.527282     0.0283    13.3421     4.6991      6.877    28.7082    38.0773 -9.990e-29
      6.939  44.524369     0.0217    13.3415     4.6700      6.884    28.7066    38.0751 -9.990e-29
      6.957  44.516437     0.0139    13.3400     4.6438      6.902    28.7022    38.0689 -9.990e-29
      6.982  44.501382     0.0051    13.3367     4.6008      6.926    28.6942    38.0578 -9.990e-29
      7.010  44.477644     0.0327    13.3308     4.5597      6.954    28.6824    38.0409 -9.990e-29
      7.035  44.448947     0.0095    13.3215     4.5047      6.979    28.6702    38.0227 -9.990e-29
      7.055  44.424156     0.0017    13.3091     4.4492      6.999    28.6640    38.0113 -9.990e-29
      7.068  44.408858     0.0272    13.2962     4.4116      7.012    28.6653    38.0095 -9.990e-29
      7.075  44.403968     0.0128    13.2859     4.3814      7.019    28.6718    38.0151 -9.990e-29
      7.076  44.408586    -0.0038    13.2803     4.3648      7.020    28.6808    38.0252 -9.990e-29
      7.073  44.418976    -0.0104    13.2800     4.3644      7.017    28.6888    38.0355 -9.990e-29
      7.067  44.430513     0.0017    13.2841     4.3929      7.011    28.6934    38.0425 -9.990e-29
      7.059  44.441332     0.0206    13.2905     4.4337      7.003    28.6951    38.0464 -9.990e-29
      7.050  44.451345    -0.0126    13.2972     4.4784      6.994    28.6960    38.0493 -9.990e-29
      7.039  44.460608     0.0095    13.3034     4.5167      6.983    28.6967    38.0520 -9.990e-29
      7.028  44.469596    -0.0126    13.3092     4.5457      6.972    28.6977    38.0548 -9.990e-29
      7.019  44.478840     0.0040    13.3147     4.5595      6.963    28.6992    38.0582 -9.990e-29
      7.013  44.488039    -0.0248    13.3200     4.5604      6.957    28.7008    38.0617 -9.990e-29
      7.013  44.495689    -0.0115    13.3246     4.5483      6.957    28.7019    38.0645 -9.990e-29
      7.019  44.499849    -0.0248    13.3282     4.5286      6.963    28.7015    38.0648 -9.990e-29
      7.029  44.498828    -0.0104    13.3304     4.5059      6.973    28.6985    38.0616 -9.990e-29
      7.043  44.491171     0.0040    13.3309     4.4892      6.987    28.6923    38.0538 -9.990e-29
      7.057  44.475475    -0.0049    13.3292     4.4720      7.001    28.6823    38.0404 -9.990e-29
      7.069  44.452430    -0.0005    13.3250     4.4437      7.013    28.6693    38.0225 -9.990e-29
      7.076  44.427623     0.0006    13.3178     4.4228      7.020    28.6579    38.0059 -9.990e-29
      7.077  44.407787     0.0161    13.3081     4.3962      7.021    28.6527    37.9966 -9.990e-29
      7.070  44.395947    -0.0204    13.2980     4.3772      7.014    28.6539    37.9953 -9.990e-29
      7.057  44.393045     0.0250    13.2905     4.3755      7.001    28.6591    38.0001 -9.990e-29
      7.039  44.399173     0.0206    13.2872     4.3850      6.983    28.6670    38.0093 -9.990e-29
      7.020  44.412675    -0.0049    13.2884     4.4140      6.964    28.6758    38.0210 -9.990e-29
      7.001  44.430515     0.0161    13.2934     4.4434      6.945    28.6842    38.0332 -9.990e-29
      6.988  44.449796    -0.0093    13.3006     4.4777      6.932    28.6915    38.0445 -9.990e-29
      6.983  44.468232     0.0239    13.3085     4.5061      6.927    28.6974    38.0543 -9.990e-29
      6.989  44.483188     0.0371    13.3156     4.5266      6.933    28.7015    38.0615 -9.990e-29
      7.006  44.491903     0.0261    13.3207     4.5316      6.950    28.7030    38.0647 -9.990e-29
      7.034  44.492277     0.0427    13.3229     4.5170      6.978    28.7011    38.0629 -9.990e-29
      7.070  44.482480     0.0194    13.3216     4.4943      7.014    28.6950    38.0548 -9.990e-29
      7.108  44.461332     0.0117    13.3157     4.4601      7.051    28.6851    38.0403 -9.990e-29
      7.144  44.432605     0.0117    13.3043     4.4193      7.087    28.6750    38.0242 -9.990e-29
      7.173  44.405001     0.0349    13.2878     4.3665      7.116    28.6707    38.0142 -9.990e-29
      7.191  44.384874     0.0283    13.2690     4.3138      7.134    28.6742    38.0137 -9.990e-29
      7.197  44.373867     0.0183    13.2518     4.2555      7.140    28.6830    38.0204 -9.990e-29
      7.192  44.371193     0.0371    13.2388     4.2010      7.135    28.6938    38.0308 -9.990e-29
      7.177  44.374892     0.0371    13.2310     4.1491      7.120    28.7043    38.0422 -9.990e-29
      7.155  44.381483     0.0239    13.2286     4.1156      7.098    28.7116    38.0510 -9.990e-29
      7.131  44.386190     0.0327    13.2304     4.0941      7.074    28.7133    38.0537 -9.990e-29
      7.105  44.386115     0.0062    13.2341     4.0771      7.049    28.7096    38.0499 -9.990e-29
      7.081  44.381413     0.0305    13.2380     4.0718      7.025    28.7023    38.0415 -9.990e-29
      7.059  44.373945     0.0548    13.2416     4.0628      7.003    28.6932    38.0307 -9.990e-29
      7.040  44.367227    -0.0126    13.2456     4.0477      6.984    28.6842    38.0203 -9.990e-29
      7.027  44.365051     0.0283    13.2503     4.0294      6.971    28.6780    38.0135 -9.990e-29
      7.019  44.369312     0.0194    13.2564     4.0074      6.963    28.6751    38.0114 -9.990e-29
      7.020  44.378930     0.0228    13.2640     3.9845      6.964    28.6748    38.0131 -9.990e-29
      7.028  44.390125     0.0206    13.2719     3.9708      6.972    28.6753    38.0159 -9.990e-29
      7.042  44.398297     0.0250    13.2785     3.9683      6.986    28.6749    38.0171 -9.990e-29
      7.061  44.399348     0.0217    13.2824     3.9685      7.005    28.6718    38.0142 -9.990e-29
      7.081  44.391568     0.0040    13.2835     3.9739      7.025    28.6649    38.0056 -9.990e-29
      7.099  44.378332     0.0062    13.2817     3.9840      7.043    28.6568    37.9947 -9.990e-29
      7.114  44.365587     0.0383    13.2771     3.9862      7.057    28.6519    37.9871 -9.990e-29
      7.125  44.356783     0.0405    13.2711     3.9820      7.068    28.6512    37.9846 -9.990e-29
      7.133  44.353018     0.0206    13.2655     3.9648      7.076    28.6540    37.9866 -9.990e-29
      7.138  44.353779     0.0040    13.2611     3.9478      7.081    28.6589    37.9918 -9.990e-29
      7.141  44.356476     0.0394    13.2576     3.9530      7.084    28.6643    37.9979 -9.990e-29
      7.143  44.358170     0.0183    13.2545     4.0148      7.086    28.6686    38.0026 -9.990e-29
      7.145  44.357509     0.0250    13.2519     4.1555      7.088    28.6707    38.0046 -9.990e-29
      7.146  44.355081     0.0040    13.2502     4.3516      7.089    28.6706    38.0039 -9.990e-29
      7.147  44.352868    -0.0049    13.2496     4.5828      7.090    28.6695    38.0024 -9.990e-29
      7.147  44.353457    -0.0005    13.2507     4.8206      7.090    28.6689    38.0019 -9.990e-29
      7.146  44.359273     0.0017    13.2538     5.0435      7.089    28.6702    38.0043 -9.990e-29
      7.144  44.373000    -0.0204    13.2601     5.2303      7.087    28.6742    38.0112 -9.990e-29
      7.140  44.399191     0.0073    13.2710     5.3605      7.083    28.6829    38.0255 -9.990e-29
      7.133  44.443231    -0.0049    13.2872     5.4286      7.076    28.6998    38.0515 -9.990e-29
      7.123  44.497584    -0.0049    13.3062     5.4564      7.066    28.7215    38.0847 -9.990e-29
      7.110  44.543007     0.0017    13.3240     5.4447      7.053    28.7377    38.1104 -9.990e-29
      7.094  44.572560    -0.0049    13.3383     5.4257      7.038    28.7456    38.1245 -9.990e-29
      7.078  44.591037     0.0040    13.3488     5.3978      7.022    28.7490    38.1316 -9.990e-29
      7.063  44.602486     0.0139    13.3563     5.3629      7.007    28.7501    38.1351 -9.990e-29
      7.052  44.609687     0.0526    13.3614     5.3255      6.996    28.7504    38.1369 -9.990e-29
      7.047  44.614419     0.0394    13.3650     5.2956      6.991    28.7503    38.1378 -9.990e-29
      7.047  44.617616     0.0582    13.3675     5.2651      6.991    28.7502    38.1384 -9.990e-29
      7.054  44.619776     0.0526    13.3693     5.2453      6.998    28.7501    38.1386 -9.990e-29
      7.065  44.621177     0.1002    13.3706     5.2263      7.009    28.7498    38.1387 -9.990e-29
      7.080  44.622076     0.0548    13.3714     5.2087      7.024    28.7497    38.1387 -9.990e-29
      7.096  44.622730     0.0692    13.3721     5.1975      7.040    28.7495    38.1386 -9.990e-29
      7.113  44.623237     0.0493    13.3726     5.1944      7.056    28.7494    38.1386 -9.990e-29
      7.128  44.623598     0.0471    13.3730     5.1860      7.071    28.7492    38.1386 -9.990e-29
      7.140  44.623810     0.0681    13.3733     5.1812      7.083    28.7491    38.1385 -9.990e-29
      7.149  44.623892     0.0405    13.3734     5.1749      7.092    28.7490    38.1384 -9.990e-29
      7.153  44.623860     0.0449    13.3735     5.1648      7.096    28.7489    38.1383 -9.990e-29
      7.153  44.623706     0.0449    13.3734     5.1614      7.096    28.7489    38.1382 -9.990e-29
      7.149  44.623544     0.0947    13.3734     5.1537      7.092    28.7488    38.1381 -9.990e-29
      7.143  44.623558     0.0604    13.3735     5.1534      7.086    28.7487    38.1380 -9.990e-29
      7.137  44.623750     0.0681    13.3736     5.1546      7.080    28.7487    38.1381 -9.990e-29
      7.133  44.623997     0.0482    13.3738     5.1506      7.076    28.7487    38.1381 -9.990e-29
      7.132  44.624237     0.0537    13.3740     5.1510      7.075    28.7487    38.1382 -9.990e-29
      7.134  44.624472     0.0637    13.3742     5.1506      7.077    28.7487    38.1382 -9.990e-29
      7.138  44.624661     0.0338    13.3743     5.1493      7.081    28.7487    38.1383 -9.990e-29
      7.140  44.624743     0.0615    13.3745     5.1468      7.083    28.7486    38.1381 -9.990e-29
      7.139  44.624685     0.0560    13.3745     5.1424      7.082    28.7485    38.1381 -9.990e-29
      7.134  44.624543     0.0659    13.3745     5.1391      7.077    28.7484    38.1380 -9.990e-29
      7.124  44.624417     0.0515    13.3746     5.1342      7.067    28.7482    38.1377 -9.990e-29
      7.111  44.624444     0.0571    13.3747     5.1315      7.054    28.7482    38.1377 -9.990e-29
      7.097  44.624651     0.0648    13.3749     5.1283      7.041    28.7481    38.1377 -9.990e-29
      7.083  44.624884     0.0371    13.3750     5.1334      7.027    28.7482    38.1378 -9.990e-29
      7.069  44.625056     0.0482    13.3752     5.1365      7.013    28.7481    38.1378 -9.990e-29
      7.057  44.625164     0.0571    13.3753     5.1384      7.001    28.7481    38.1378 -9.990e-29
      7.047  44.625236     0.0703    13.3754     5.1414      6.991    28.7481    38.1378 -9.990e-29
      7.040  44.625309     0.0571    13.3756     5.1450      6.984    28.7479    38.1376 -9.990e-29
      7.036  44.625408     0.0515    13.3757     5.1442      6.980    28.7479    38.1376 -9.990e-29
      7.036  44.625617     0.0681    13.3759     5.1419      6.980    28.7479    38.1376 -9.990e-29
      7.041  44.625999     0.0548    13.3762     5.1410      6.985    28.7479    38.1377 -9.990e-29
      7.051  44.626482     0.0659    13.3765     5.1392      6.995    28.7479    38.1378 -9.990e-29
      7.065  44.626973     0.0515    13.3769     5.1407      7.009    28.7479    38.1379 -9.990e-29
      7.083  44.627443     0.0637    13.3772     5.1394      7.027    28.7479    38.1380 -9.990e-29
      7.103  44.627879     0.0615    13.3776     5.1416      7.047    28.7479    38.1381 -9.990e-29
      7.124  44.628223     0.0482    13.3779     5.1443      7.067    28.7478    38.1381 -9.990e-29
      7.145  44.628478     0.0438    13.3782     5.1494      7.088    28.7477    38.1380 -9.990e-29
      7.163  44.628655     0.0593    13.3784     5.1503      7.106    28.7476    38.1380 -9.990e-29
