       PrdM    C0mS/cm    WetStar     Tv290C Sbeox0ML/L      DepSM  Sigma-é00      Sal00       Flag
     28.730  44.600514     0.3820    13.3481     5.1711     28.500    28.7496    38.1315 0.0000e+00
     28.831  44.600884     0.3768    13.3483     5.1724     28.600    28.7497    38.1316 0.0000e+00
     28.931  44.601216     0.3500    13.3485     5.1681     28.700    28.7497    38.1317 0.0000e+00
     29.032  44.601578     0.3781    13.3488     5.1683     28.800    28.7497    38.1317 0.0000e+00
     29.133  44.601998     0.3952    13.3492     5.1707     28.900    28.7496    38.1317 0.0000e+00
     29.234  44.602450     0.3613    13.3494     5.1707     29.000    28.7496    38.1318 0.0000e+00
     29.335  44.602974     0.3608    13.3499     5.1705     29.100    28.7495    38.1318 0.0000e+00
     29.436  44.603615     0.3628    13.3503     5.1698     29.200    28.7495    38.1319 0.0000e+00
     29.537  44.604364     0.3510    13.3509     5.1706     29.300    28.7495    38.1321 0.0000e+00
     29.638  44.605193     0.3514    13.3515     5.1699     29.400    28.7494    38.1322 0.0000e+00
     29.738  44.606081     0.3449    13.3522     5.1700     29.500    28.7494    38.1323 0.0000e+00
     29.839  44.607030     0.3462    13.3529     5.1708     29.600    28.7493    38.1324 0.0000e+00
     29.940  44.608023     0.3624    13.3537     5.1671     29.700    28.7493    38.1326 0.0000e+00
     30.041  44.608969     0.3495    13.3544     5.1650     29.800    28.7493    38.1328 0.0000e+00
     30.141  44.609727     0.3667    13.3550     5.1599     29.900    28.7493    38.1328 0.0000e+00
     30.242  44.609956     0.3572    13.3551     5.1599     30.000    28.7493    38.1329 0.0000e+00
     30.343  44.609585     0.3471    13.3550     5.1557     30.100    28.7491    38.1325 0.0000e+00
     30.444  44.609095     0.4059    13.3547     5.1634     30.200    28.7490    38.1323 0.0000e+00
     30.544  44.608908     0.2915    13.3547     5.1616     30.300    28.7489    38.1321 0.0000e+00
     30.645  44.608883     0.3944    13.3544     5.1724     30.400    28.7490    38.1323 0.0000e+00
     30.746  44.608774     0.2862    13.3544     5.1665     30.500    28.7490    38.1323 0.0000e+00
     30.847  44.608813     0.3293    13.3544     5.1688     30.600    28.7489    38.1322 0.0000e+00
     30.948  44.609150     0.3476    13.3547     5.1673     30.700    28.7488    38.1322 0.0000e+00
     31.049  44.609753     0.3431    13.3551     5.1669     30.800    28.7489    38.1323 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     30.900 -9.990e-29 -9.990e-29 -9.990e-29
     31.219  44.611119     0.3181    13.3559     5.1696     31.000    28.7490    38.1327 0.0000e+00
     31.351  44.612115     0.3257    13.3566     5.1683     31.100    28.7491    38.1329 0.0000e+00
     31.452  44.612604     0.3200    13.3569     5.1673     31.200    28.7491    38.1331 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     31.300 -9.990e-29 -9.990e-29 -9.990e-29
     31.604  44.613131     0.3215    13.3573     5.1633     31.400    28.7490    38.1331 0.0000e+00
     31.754  44.613548     0.3305    13.3577     5.1648     31.500    28.7489    38.1330 0.0000e+00
     31.855  44.613841     0.3235    13.3579     5.1598     31.600    28.7489    38.1331 0.0000e+00
     31.956  44.614115     0.3209    13.3581     5.1661     31.700    28.7488    38.1330 0.0000e+00
     32.057  44.614287     0.3112    13.3583     5.1604     31.800    28.7488    38.1330 0.0000e+00
     32.158  44.614384     0.3003    13.3583     5.1593     31.900    28.7488    38.1330 0.0000e+00
     32.259  44.614343     0.2862    13.3583     5.1578     32.000    28.7487    38.1329 0.0000e+00
     32.359  44.614255     0.3013    13.3582     5.1620     32.100    28.7487    38.1329 0.0000e+00
     32.460  44.614246     0.3381    13.3581     5.1584     32.200    28.7488    38.1330 0.0000e+00
     32.561  44.614193     0.3757    13.3580     5.1549     32.300    28.7488    38.1330 0.0000e+00
     32.662  44.613920     0.3098    13.3577     5.1560     32.400    28.7489    38.1330 0.0000e+00
     32.763  44.613442     0.2921    13.3574     5.1517     32.500    28.7488    38.1327 0.0000e+00
     32.863  44.613056     0.3827    13.3571     5.1550     32.600    28.7487    38.1326 0.0000e+00
     32.964  44.613042     0.3337    13.3571     5.1572     32.700    28.7487    38.1326 0.0000e+00
     33.065  44.613197     0.3039    13.3570     5.1593     32.800    28.7489    38.1328 0.0000e+00
     33.166  44.613254     0.2993    13.3570     5.1560     32.900    28.7489    38.1328 0.0000e+00
     33.267  44.613316     0.3252    13.3571     5.1594     33.000    28.7488    38.1327 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     33.100 -9.990e-29 -9.990e-29 -9.990e-29
     33.422  44.613739     0.3170    13.3574     5.1577     33.200    28.7488    38.1327 0.0000e+00
     33.569  44.614535     0.2992    13.3578     5.1623     33.300    28.7489    38.1331 0.0000e+00
     33.670  44.615144     0.3337    13.3583     5.1631     33.400    28.7489    38.1331 0.0000e+00
     33.771  44.615763     0.3076    13.3587     5.1603     33.500    28.7489    38.1332 0.0000e+00
     33.872  44.616421     0.2852    13.3592     5.1603     33.600    28.7489    38.1333 0.0000e+00
     33.972  44.616925     0.3015    13.3595     5.1664     33.700    28.7489    38.1334 0.0000e+00
     34.073  44.617149     0.2956    13.3597     5.1645     33.800    28.7488    38.1334 0.0000e+00
     34.174  44.617137     0.2833    13.3597     5.1643     33.900    28.7488    38.1333 0.0000e+00
     34.275  44.617085     0.3044    13.3597     5.1648     34.000    28.7487    38.1333 0.0000e+00
     34.375  44.617250     0.3078    13.3599     5.1602     34.100    28.7486    38.1331 0.0000e+00
     34.476  44.617747     0.3639    13.3603     5.1567     34.200    28.7485    38.1332 0.0000e+00
     34.577  44.618446     0.3030    13.3608     5.1568     34.300    28.7485    38.1333 0.0000e+00
     34.678  44.619448     0.3261    13.3617     5.1533     34.400    28.7484    38.1334 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     34.500 -9.990e-29 -9.990e-29 -9.990e-29
     34.839  44.621812     0.2573    13.3635     5.1484     34.600    28.7483    38.1337 0.0000e+00
     34.980  44.624738     0.3447    13.3658     5.1396     34.700    28.7482    38.1342 0.0000e+00
     35.081  44.627035     0.3072    13.3673     5.1398     34.800    28.7483    38.1348 0.0000e+00
     35.182  44.628844     0.2864    13.3688     5.1379     34.900    28.7482    38.1350 0.0000e+00
     35.283  44.630069     0.2742    13.3698     5.1363     35.000    28.7480    38.1351 0.0000e+00
     35.384  44.630849     0.2827    13.3707     5.1366     35.100    28.7477    38.1349 0.0000e+00
     35.485  44.631302     0.3123    13.3713     5.1381     35.200    28.7474    38.1347 0.0000e+00
     35.586  44.631503     0.3176    13.3717     5.1401     35.300    28.7472    38.1345 0.0000e+00
     35.687  44.631526     0.3289    13.3719     5.1431     35.400    28.7470    38.1342 0.0000e+00
     35.787  44.631435     0.3304    13.3718     5.1463     35.500    28.7469    38.1341 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     35.600 -9.990e-29 -9.990e-29 -9.990e-29
     35.940  44.631127     0.2728    13.3717     5.1486     35.700    28.7468    38.1339 0.0000e+00
     36.089  44.630706     0.2983    13.3714     5.1481     35.800    28.7467    38.1338 0.0000e+00
     36.190  44.630712     0.2863    13.3715     5.1489     35.900    28.7466    38.1336 0.0000e+00
     36.291  44.631100     0.3066    13.3717     5.1530     36.000    28.7466    38.1337 0.0000e+00
     36.392  44.631513     0.2613    13.3718     5.1526     36.100    28.7468    38.1340 0.0000e+00
     36.493  44.631799     0.2510    13.3719     5.1474     36.200    28.7468    38.1341 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     36.300 -9.990e-29 -9.990e-29 -9.990e-29
     36.647  44.632021     0.2540    13.3720     5.1474     36.400    28.7469    38.1341 0.0000e+00
     36.795  44.632017     0.2745    13.3720     5.1412     36.500    28.7469    38.1341 0.0000e+00
     36.896  44.631849     0.2528    13.3717     5.1456     36.600    28.7469    38.1341 0.0000e+00
     36.997  44.631533     0.2322    13.3716     5.1454     36.700    28.7469    38.1340 0.0000e+00
     37.098  44.631063     0.2665    13.3711     5.1440     36.800    28.7469    38.1339 0.0000e+00
     37.198  44.630591     0.2406    13.3709     5.1468     36.900    28.7468    38.1336 0.0000e+00
     37.299  44.630283     0.2333    13.3706     5.1482     37.000    28.7468    38.1336 0.0000e+00
     37.400  44.630217     0.2483    13.3706     5.1473     37.100    28.7467    38.1335 0.0000e+00
     37.501  44.630408     0.2473    13.3707     5.1442     37.200    28.7467    38.1336 0.0000e+00
     37.602  44.630804     0.2328    13.3709     5.1451     37.300    28.7468    38.1337 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     37.400 -9.990e-29 -9.990e-29 -9.990e-29
     37.758  44.631484     0.2330    13.3713     5.1441     37.500    28.7468    38.1338 0.0000e+00
     37.904  44.631842     0.2439    13.3715     5.1483     37.600    28.7468    38.1338 0.0000e+00
     38.005  44.631886     0.2251    13.3716     5.1490     37.700    28.7467    38.1338 0.0000e+00
     38.106  44.631779     0.2182    13.3715     5.1434     37.800    28.7467    38.1337 0.0000e+00
     38.207  44.631507     0.2225    13.3713     5.1496     37.900    28.7467    38.1336 0.0000e+00
     38.308  44.631068     0.2417    13.3709     5.1530     38.000    28.7467    38.1335 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     38.100 -9.990e-29 -9.990e-29 -9.990e-29
     38.464  44.629967     0.2374    13.3699     5.1571     38.200    28.7469    38.1334 0.0000e+00
     38.610  44.628047     0.2451    13.3684     5.1533     38.300    28.7469    38.1331 0.0000e+00
     38.710  44.625621     0.2877    13.3663     5.1597     38.400    28.7470    38.1328 0.0000e+00
     38.811  44.622206     0.2166    13.3639     5.1606     38.500    28.7470    38.1319 0.0000e+00
     38.912  44.618762     0.2745    13.3614     5.1605     38.600    28.7467    38.1310 0.0000e+00
     39.013  44.616790     0.2388    13.3598     5.1631     38.700    28.7468    38.1307 0.0000e+00
     39.114  44.616533     0.2207    13.3591     5.1570     38.800    28.7473    38.1311 0.0000e+00
     39.215  44.616366     0.2385    13.3586     5.1591     38.900    28.7476    38.1314 0.0000e+00
     39.316  44.616344     0.2399    13.3583     5.1606     39.000    28.7479    38.1316 0.0000e+00
     39.417  44.616470     0.2213    13.3582     5.1615     39.100    28.7481    38.1318 0.0000e+00
     39.517  44.616627     0.3170    13.3582     5.1637     39.200    28.7482    38.1319 0.0000e+00
     39.618  44.616572     0.2159    13.3581     5.1665     39.300    28.7482    38.1319 0.0000e+00
     39.719  44.616034     0.3007    13.3574     5.1731     39.400    28.7485    38.1320 0.0000e+00
     39.819  44.614841     0.2516    13.3563     5.1690     39.500    28.7487    38.1320 0.0000e+00
     39.920  44.612683     0.2581    13.3544     5.1665     39.600    28.7488    38.1318 0.0000e+00
     40.021  44.610003     0.2927    13.3524     5.1689     39.700    28.7488    38.1312 0.0000e+00
     40.122  44.607671     0.2623    13.3508     5.1719     39.800    28.7486    38.1305 0.0000e+00
     40.223  44.605795     0.2614    13.3491     5.1696     39.900    28.7488    38.1303 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     40.000 -9.990e-29 -9.990e-29 -9.990e-29
     40.382  44.603221     0.2938    13.3467     5.1704     40.100    28.7493    38.1302 0.0000e+00
     40.525  44.600969     0.2433    13.3447     5.1639     40.200    28.7496    38.1301 0.0000e+00
     40.626  44.599378     0.2696    13.3433     5.1721     40.300    28.7498    38.1298 0.0000e+00
     40.727  44.598506     0.2745    13.3424     5.1753     40.400    28.7499    38.1299 0.0000e+00
     40.828  44.597674     0.2637    13.3415     5.1776     40.500    28.7501    38.1299 0.0000e+00
     40.929  44.596931     0.2595    13.3409     5.1806     40.600    28.7501    38.1297 0.0000e+00
     41.030  44.596711     0.3028    13.3403     5.1876     40.700    28.7505    38.1301 0.0000e+00
     41.130  44.595565     0.3060    13.3388     5.1915     40.800    28.7512    38.1305 0.0000e+00
     41.231  44.592223     0.2750    13.3364     5.1959     40.900    28.7510    38.1295 0.0000e+00
     41.332  44.588495     0.5758    13.3339     5.1925     41.000    28.7507    38.1284 0.0000e+00
     41.433  44.585960     0.2849    13.3317     5.1966     41.100    28.7509    38.1282 0.0000e+00
     41.533  44.584191     0.2861    13.3298     5.1912     41.200    28.7514    38.1283 0.0000e+00
     41.634  44.582678     0.2835    13.3283     5.1964     41.300    28.7517    38.1284 0.0000e+00
     41.735  44.581175     0.3073    13.3269     5.1878     41.400    28.7520    38.1283 0.0000e+00
     41.836  44.580146     0.2925    13.3261     5.1893     41.500    28.7519    38.1280 0.0000e+00
     41.937  44.579924     0.3209    13.3257     5.1907     41.600    28.7522    38.1282 0.0000e+00
     42.038  44.580366     0.3188    13.3258     5.1875     41.700    28.7525    38.1286 0.0000e+00
     42.139  44.581032     0.3207    13.3261     5.1908     41.800    28.7525    38.1287 0.0000e+00
     42.239  44.581594     0.3091    13.3264     5.1923     41.900    28.7526    38.1290 0.0000e+00
     42.340  44.582060     0.3248    13.3268     5.1862     42.000    28.7526    38.1290 0.0000e+00
     42.441  44.582541     0.3470    13.3271     5.1867     42.100    28.7526    38.1291 0.0000e+00
     42.542  44.583091     0.3539    13.3276     5.1814     42.200    28.7525    38.1291 0.0000e+00
     42.643  44.583779     0.3369    13.3282     5.1815     42.300    28.7524    38.1292 0.0000e+00
     42.744  44.584670     0.3468    13.3287     5.1779     42.400    28.7525    38.1293 0.0000e+00
     42.845  44.585546     0.3549    13.3293     5.1737     42.500    28.7526    38.1296 0.0000e+00
     42.945  44.585929     0.3785    13.3295     5.1700     42.600    28.7526    38.1298 0.0000e+00
     43.046  44.585659     0.3592    13.3294     5.1677     42.700    28.7524    38.1295 0.0000e+00
     43.147  44.585291     0.3512    13.3294     5.1648     42.800    28.7522    38.1291 0.0000e+00
     43.247  44.585747     0.3607    13.3298     5.1641     42.900    28.7521    38.1291 0.0000e+00
     43.349  44.586816     0.3845    13.3305     5.1633     43.000    28.7522    38.1294 0.0000e+00
     43.449  44.588750     0.3806    13.3321     5.1654     43.100    28.7520    38.1296 0.0000e+00
     43.550  44.592177     0.3638    13.3349     5.1678     43.200    28.7517    38.1300 0.0000e+00
     43.651  44.597403     0.3622    13.3390     5.1718     43.300    28.7515    38.1309 0.0000e+00
     43.752  44.603149     0.3932    13.3432     5.1788     43.400    28.7516    38.1321 0.0000e+00
     43.853  44.607398     0.3299    13.3461     5.1836     43.500    28.7519    38.1333 0.0000e+00
     43.953  44.608041     0.3787    13.3464     5.1866     43.600    28.7520    38.1334 0.0000e+00
     44.054  44.605099     0.4118    13.3447     5.1890     43.700    28.7515    38.1324 0.0000e+00
     44.155  44.600613     0.3585    13.3419     5.1859     43.800    28.7508    38.1308 0.0000e+00
     44.256  44.596776     0.3215    13.3393     5.1854     43.900    28.7505    38.1297 0.0000e+00
     44.357  44.594047     0.3296    13.3370     5.1855     44.000    28.7507    38.1293 0.0000e+00
     44.458  44.591929     0.3294    13.3351     5.1867     44.100    28.7510    38.1291 0.0000e+00
     44.559  44.590162     0.3300    13.3334     5.1871     44.200    28.7513    38.1291 0.0000e+00
     44.659  44.588672     0.3421    13.3320     5.1910     44.300    28.7517    38.1291 0.0000e+00
     44.760  44.587327     0.3156    13.3306     5.1925     44.400    28.7520    38.1291 0.0000e+00
     44.861  44.586034     0.3229    13.3294     5.1972     44.500    28.7522    38.1290 0.0000e+00
     44.962  44.584761     0.3107    13.3281     5.2037     44.600    28.7524    38.1290 0.0000e+00
     45.062  44.583470     0.3016    13.3270     5.2077     44.700    28.7525    38.1288 0.0000e+00
     45.163  44.582270     0.2989    13.3259     5.2041     44.800    28.7526    38.1288 0.0000e+00
     45.264  44.581395     0.3103    13.3250     5.2064     44.900    28.7529    38.1288 0.0000e+00
     45.365  44.580445     0.3239    13.3239     5.2031     45.000    28.7532    38.1290 0.0000e+00
     45.466  44.579367     0.3477    13.3228     5.1985     45.100    28.7535    38.1289 0.0000e+00
     45.567  44.578405     0.3604    13.3218     5.1937     45.200    28.7538    38.1290 0.0000e+00
     45.667  44.577412     0.3410    13.3205     5.1849     45.300    28.7543    38.1293 0.0000e+00
     45.768  44.575945     0.3889    13.3193     5.1839     45.400    28.7543    38.1290 0.0000e+00
     45.869  44.574676     0.3471    13.3184     5.1746     45.500    28.7543    38.1288 0.0000e+00
     45.969  44.574359     0.3692    13.3178     5.1771     45.600    28.7546    38.1290 0.0000e+00
     46.071  44.573987     0.3747    13.3173     5.1777     45.700    28.7547    38.1291 0.0000e+00
     46.172  44.573751     0.3568    13.3171     5.1785     45.800    28.7547    38.1290 0.0000e+00
     46.272  44.573996     0.3581    13.3172     5.1798     45.900    28.7548    38.1291 0.0000e+00
     46.373  44.574566     0.3617    13.3174     5.1822     46.000    28.7549    38.1293 0.0000e+00
     46.474  44.574664     0.3602    13.3175     5.1834     46.100    28.7549    38.1293 0.0000e+00
     46.575  44.575097     0.3697    13.3178     5.1845     46.200    28.7549    38.1294 0.0000e+00
     46.676  44.575742     0.3587    13.3182     5.1895     46.300    28.7549    38.1295 0.0000e+00
     46.776  44.575985     0.3587    13.3183     5.1850     46.400    28.7550    38.1296 0.0000e+00
     46.878  44.575563     0.3708    13.3180     5.1954     46.500    28.7549    38.1295 0.0000e+00
     46.978  44.575045     0.4028    13.3177     5.1985     46.600    28.7549    38.1294 0.0000e+00
     47.079  44.574602     0.3743    13.3172     5.2010     46.700    28.7550    38.1293 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     46.800 -9.990e-29 -9.990e-29 -9.990e-29
     47.233  44.573962     0.4166    13.3165     5.2023     46.900    28.7551    38.1293 0.0000e+00
     47.381  44.573297     0.3331    13.3157     5.2029     47.000    28.7554    38.1294 0.0000e+00
     47.482  44.572750     0.3587    13.3151     5.2083     47.100    28.7555    38.1294 0.0000e+00
     47.583  44.571991     0.3517    13.3144     5.2063     47.200    28.7557    38.1294 0.0000e+00
     47.684  44.571191     0.3608    13.3136     5.2042     47.300    28.7558    38.1294 0.0000e+00
     47.785  44.570388     0.3492    13.3128     5.2033     47.400    28.7560    38.1294 0.0000e+00
     47.886  44.569591     0.3540    13.3119     5.2043     47.500    28.7562    38.1294 0.0000e+00
     47.987  44.568881     0.3635    13.3112     5.2047     47.600    28.7563    38.1294 0.0000e+00
     48.087  44.568392     0.3692    13.3107     5.2053     47.700    28.7565    38.1294 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     47.800 -9.990e-29 -9.990e-29 -9.990e-29
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     47.900 -9.990e-29 -9.990e-29 -9.990e-29
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     48.000 -9.990e-29 -9.990e-29 -9.990e-29
     48.469  44.567894     0.3580    13.3098     5.1945     48.100    28.7569    38.1297 0.0000e+00
     48.592  44.567796     0.3580    13.3096     5.2022     48.200    28.7569    38.1297 0.0000e+00
     48.692  44.567719     0.3268    13.3096     5.1981     48.300    28.7569    38.1297 0.0000e+00
     48.793  44.567662     0.3565    13.3095     5.2021     48.400    28.7569    38.1296 0.0000e+00
     48.894  44.567653     0.3712    13.3094     5.2023     48.500    28.7569    38.1297 0.0000e+00
     48.994  44.567659     0.3432    13.3093     5.2021     48.600    28.7570    38.1297 0.0000e+00
     49.095  44.567665     0.3473    13.3092     5.2018     48.700    28.7571    38.1298 0.0000e+00
     49.196  44.567679     0.3305    13.3092     5.2016     48.800    28.7570    38.1297 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     48.900 -9.990e-29 -9.990e-29 -9.990e-29
     49.351  44.567708     0.3591    13.3091     5.1980     49.000    28.7571    38.1298 0.0000e+00
     49.498  44.567768     0.4012    13.3091     5.1997     49.100    28.7571    38.1298 0.0000e+00
     49.599  44.567856     0.3473    13.3091     5.1955     49.200    28.7571    38.1298 0.0000e+00
     49.700  44.567970     0.3560    13.3091     5.1987     49.300    28.7572    38.1299 0.0000e+00
     49.801  44.568074     0.3546    13.3091     5.1965     49.400    28.7572    38.1299 0.0000e+00
     49.902  44.568137     0.3474    13.3091     5.1974     49.500    28.7573    38.1299 0.0000e+00
     50.003  44.568137     0.3493    13.3091     5.2004     49.600    28.7572    38.1299 0.0000e+00
     50.103  44.568093     0.3647    13.3091     5.1975     49.700    28.7572    38.1298 0.0000e+00
     50.205  44.568078     0.3770    13.3090     5.1979     49.800    28.7572    38.1298 0.0000e+00
     50.305  44.568132     0.4013    13.3090     5.1977     49.900    28.7572    38.1299 0.0000e+00
     50.406  44.568282     0.4054    13.3091     5.2024     50.000    28.7572    38.1299 0.0000e+00
     50.507  44.568475     0.3776    13.3091     5.2010     50.100    28.7573    38.1300 0.0000e+00
     50.608  44.568680     0.3598    13.3092     5.2017     50.200    28.7574    38.1301 0.0000e+00
     50.709  44.568864     0.3530    13.3092     5.2024     50.300    28.7575    38.1302 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     50.400 -9.990e-29 -9.990e-29 -9.990e-29
     50.880  44.569102     0.3447    13.3093     5.2021     50.500    28.7575    38.1302 0.0000e+00
     51.011  44.569220     0.3390    13.3093     5.2010     50.600    28.7575    38.1303 0.0000e+00
     51.112  44.569307     0.3640    13.3094     5.2027     50.700    28.7574    38.1302 0.0000e+00
     51.213  44.569379     0.6182    13.3094     5.2037     50.800    28.7575    38.1302 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     50.900 -9.990e-29 -9.990e-29 -9.990e-29
     51.374  44.569486     0.3801    13.3095     5.2004     51.000    28.7574    38.1302 0.0000e+00
     51.515  44.569614     0.3525    13.3095     5.1993     51.100    28.7574    38.1302 0.0000e+00
     51.616  44.569732     0.3726    13.3095     5.1962     51.200    28.7575    38.1303 0.0000e+00
     51.717  44.569822     0.3297    13.3095     5.1927     51.300    28.7575    38.1303 0.0000e+00
     51.817  44.569870     0.3370    13.3095     5.1885     51.400    28.7575    38.1303 0.0000e+00
     51.918  44.569919     0.3529    13.3095     5.1842     51.500    28.7575    38.1303 0.0000e+00
     52.019  44.570000     0.3699    13.3096     5.1906     51.600    28.7575    38.1303 0.0000e+00
     52.120  44.570092     0.4267    13.3096     5.1920     51.700    28.7575    38.1303 0.0000e+00
     52.221  44.570171     0.3168    13.3096     5.1946     51.800    28.7575    38.1303 0.0000e+00
     52.322  44.570228     0.3347    13.3096     5.1956     51.900    28.7575    38.1303 0.0000e+00
     52.423  44.570270     0.3294    13.3096     5.2005     52.000    28.7575    38.1303 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     52.100 -9.990e-29 -9.990e-29 -9.990e-29
     52.575  44.570323     0.3889    13.3096     5.2029     52.200    28.7575    38.1303 0.0000e+00
     52.725  44.570368     0.3275    13.3096     5.2031     52.300    28.7575    38.1303 0.0000e+00
     52.826  44.570428     0.3447    13.3096     5.2055     52.400    28.7575    38.1303 0.0000e+00
     52.927  44.570526     0.3294    13.3096     5.2035     52.500    28.7576    38.1304 0.0000e+00
     53.028  44.570641     0.3454    13.3096     5.2024     52.600    28.7576    38.1304 0.0000e+00
     53.129  44.570760     0.3366    13.3096     5.1986     52.700    28.7577    38.1305 0.0000e+00
     53.229  44.570877     0.3449    13.3097     5.2002     52.800    28.7576    38.1305 0.0000e+00
     53.330  44.570977     0.3631    13.3097     5.1975     52.900    28.7577    38.1305 0.0000e+00
     53.431  44.571050     0.3448    13.3097     5.1912     53.000    28.7577    38.1305 0.0000e+00
     53.532  44.571107     0.3710    13.3097     5.1895     53.100    28.7577    38.1305 0.0000e+00
     53.632  44.571181     0.3565    13.3097     5.1840     53.200    28.7577    38.1305 0.0000e+00
     53.733  44.571321     0.3488    13.3098     5.1875     53.300    28.7577    38.1306 0.0000e+00
     53.834  44.571497     0.3666    13.3099     5.1889     53.400    28.7577    38.1306 0.0000e+00
     53.935  44.571672     0.3526    13.3100     5.1936     53.500    28.7577    38.1306 0.0000e+00
     54.036  44.571836     0.3248    13.3100     5.1990     53.600    28.7578    38.1307 0.0000e+00
     54.137  44.571979     0.3248    13.3101     5.1969     53.700    28.7578    38.1307 0.0000e+00
     54.238  44.572068     0.3307    13.3101     5.1970     53.800    28.7578    38.1307 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     53.900 -9.990e-29 -9.990e-29 -9.990e-29
     54.392  44.572126     0.3392    13.3102     5.2000     54.000    28.7577    38.1306 0.0000e+00
     54.540  44.572140     0.3417    13.3102     5.1962     54.100    28.7577    38.1306 0.0000e+00
     54.641  44.572189     0.3638    13.3102     5.1991     54.200    28.7577    38.1306 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     54.300 -9.990e-29 -9.990e-29 -9.990e-29
     54.799  44.572303     0.3558    13.3102     5.2014     54.400    28.7577    38.1306 0.0000e+00
     54.943  44.572421     0.3487    13.3102     5.1985     54.500    28.7577    38.1306 0.0000e+00
     55.044  44.572519     0.3409    13.3102     5.2017     54.600    28.7578    38.1307 0.0000e+00
     55.145  44.572638     0.3559    13.3103     5.2007     54.700    28.7578    38.1307 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     54.800 -9.990e-29 -9.990e-29 -9.990e-29
     55.309  44.572853     0.3558    13.3103     5.1937     54.900    28.7578    38.1308 0.0000e+00
     55.447  44.573024     0.3461    13.3103     5.1946     55.000    28.7579    38.1309 0.0000e+00
     55.548  44.573145     0.3439    13.3104     5.1854     55.100    28.7579    38.1309 0.0000e+00
     55.649  44.573251     0.3377    13.3105     5.1852     55.200    28.7578    38.1308 0.0000e+00
     55.750  44.573342     0.3556    13.3105     5.1784     55.300    28.7578    38.1308 0.0000e+00
     55.850  44.573411     0.3524    13.3104     5.1828     55.400    28.7580    38.1310 0.0000e+00
     55.952  44.573442     0.3292    13.3103     5.1876     55.500    28.7581    38.1311 0.0000e+00
     56.052  44.573446     0.3470    13.3103     5.1917     55.600    28.7580    38.1310 0.0000e+00
     56.153  44.573409     0.3375    13.3102     5.1923     55.700    28.7581    38.1310 0.0000e+00
     56.254  44.573343     0.3174    13.3101     5.1961     55.800    28.7581    38.1310 0.0000e+00
     56.355  44.573276     0.3433    13.3100     5.1953     55.900    28.7581    38.1310 0.0000e+00
     56.455  44.573259     0.3935    13.3099     5.1991     56.000    28.7582    38.1311 0.0000e+00
     56.556  44.573321     0.3717    13.3099     5.1976     56.100    28.7582    38.1311 0.0000e+00
     56.657  44.573385     0.3310    13.3098     5.1958     56.200    28.7583    38.1312 0.0000e+00
     56.758  44.573439     0.3770    13.3098     5.1991     56.300    28.7583    38.1312 0.0000e+00
     56.859  44.573506     0.3460    13.3099     5.1954     56.400    28.7582    38.1311 0.0000e+00
     56.960  44.573593     0.3377    13.3100     5.1978     56.500    28.7582    38.1311 0.0000e+00
     57.061  44.573684     0.3633    13.3100     5.1962     56.600    28.7582    38.1311 0.0000e+00
     57.162  44.573779     0.3491    13.3101     5.1921     56.700    28.7581    38.1310 0.0000e+00
     57.262  44.573897     0.3218    13.3101     5.1884     56.800    28.7582    38.1311 0.0000e+00
     57.363  44.574079     0.3339    13.3102     5.1940     56.900    28.7582    38.1311 0.0000e+00
     57.464  44.574302     0.3688    13.3103     5.1921     57.000    28.7582    38.1312 0.0000e+00
     57.564  44.574501     0.3613    13.3106     5.2007     57.100    28.7581    38.1311 0.0000e+00
