       PrdM    C0mS/cm    WetStar     Tv290C Sbeox0ML/L      DepSM  Sigma-é00      Sal00       Flag
      3.956  44.225451    -0.0148    13.0826     4.7445      3.925    28.7403    38.0489 -9.990e-29
      4.214  44.238682    -0.0104    13.0905     4.7242      4.181    28.7423    38.0536 -9.990e-29
      4.467  44.245910    -0.0270    13.0970     4.7057      4.432    28.7412    38.0539 -9.990e-29
      4.711  44.247355    -0.0049    13.1023     4.6939      4.674    28.7370    38.0499 -9.990e-29
      4.945  44.246531    -0.0126    13.1059     4.6837      4.906    28.7327    38.0453 -9.990e-29
      5.168  44.245739    -0.0137    13.1076     4.6821      5.127    28.7304    38.0428 -9.990e-29
      5.378  44.243059    -0.0038    13.1079     4.6758      5.335    28.7280    38.0398 -9.990e-29
      5.576  44.234312     0.1987    13.1068     4.6707      5.532    28.7225    38.0323 -9.990e-29
      5.760  44.215726     0.2894    13.1039     4.6642      5.714    28.7114    38.0172 -9.990e-29
      5.927  44.183198     0.2971    13.0983     4.6660      5.880    28.6925    37.9914 -9.990e-29
      6.074  44.129387     0.2418    13.0882     4.6650      6.026    28.6622    37.9496 -9.990e-29
      6.198  44.058094     0.2440    13.0722     4.6739      6.149    28.6245    37.8968 -9.990e-29
      6.300  43.996702     0.2230    13.0540     4.6758      6.250    28.5964    37.8557 -9.990e-29
      6.381  43.972914     0.2296    13.0416     4.6858      6.330    28.5908    37.8452 -9.990e-29
      6.447  43.989636     0.2440    13.0394     4.6894      6.396    28.6055    37.8635 -9.990e-29
      6.502  44.028536     0.3015    13.0451     4.6924      6.450    28.6290    37.8953 -9.990e-29
      6.549  44.068973     0.3735    13.0541     4.7026      6.497    28.6504    37.9253 -9.990e-29
      6.589  44.098559     0.3690    13.0626     4.7098      6.537    28.6641    37.9453 -9.990e-29
      6.623  44.114131     0.2949    13.0688     4.7214      6.570    28.6697    37.9541 -9.990e-29
      6.651  44.120038     0.3082    13.0729     4.7316      6.598    28.6701    37.9557 -9.990e-29
      6.673  44.123233     0.2241    13.0766     4.7433      6.620    28.6688    37.9550 -9.990e-29
      6.689  44.128293     0.3193    13.0811     4.7476      6.636    28.6681    37.9554 -9.990e-29
      6.701  44.135170     0.3137    13.0863     4.7501      6.648    28.6681    37.9568 -9.990e-29
      6.708  44.141861     0.3535    13.0916     4.7455      6.655    28.6679    37.9579 -9.990e-29
      6.714  44.147257     0.3491    13.0964     4.7316      6.661    28.6672    37.9583 -9.990e-29
      6.720  44.150458     0.3314    13.1003     4.7049      6.667    28.6658    37.9575 -9.990e-29
      6.729  44.150131     0.3303    13.1034     4.6690      6.676    28.6625    37.9540 -9.990e-29
      6.741  44.145259     0.3071    13.1056     4.6361      6.687    28.6566    37.9471 -9.990e-29
      6.755  44.135423     0.2606    13.1066     4.6029      6.701    28.6483    37.9366 -9.990e-29
      6.770  44.120673     0.3137    13.1063     4.5709      6.716    28.6376    37.9227 -9.990e-29
      6.784  44.101957     0.2628    13.1044     4.5474      6.730    28.6254    37.9066 -9.990e-29
      6.794  44.081961     0.2518    13.1018     4.5360      6.740    28.6130    37.8899 -9.990e-29
      6.799  44.065107     0.2706    13.0994     4.5355      6.745    28.6028    37.8760 -9.990e-29
      6.800  44.056512     0.2617    13.0983     4.5381      6.746    28.5974    37.8688 -9.990e-29
      6.797  44.059058     0.2794    13.0986     4.5467      6.743    28.5990    37.8710 -9.990e-29
      6.792  44.069998     0.2916    13.0998     4.5511      6.738    28.6060    37.8803 -9.990e-29
      6.786  44.082199     0.2927    13.1010     4.5376      6.732    28.6140    37.8909 -9.990e-29
      6.782  44.088673     0.3314    13.1015     4.5306      6.728    28.6183    37.8967 -9.990e-29
      6.781  44.084797     0.3248    13.1005     4.5055      6.727    28.6164    37.8939 -9.990e-29
      6.782  44.067929     0.2805    13.0972     4.4856      6.728    28.6071    37.8810 -9.990e-29
      6.785  44.036218     0.3181    13.0912     4.4538      6.731    28.5892    37.8564 -9.990e-29
      6.790  43.989596     0.2938    13.0831     4.4302      6.736    28.5623    37.8195 -9.990e-29
      6.794  43.936712     0.2706    13.0747     4.4021      6.740    28.5310    37.7769 -9.990e-29
      6.798  43.897010     0.2673    13.0674     4.3890      6.744    28.5085    37.7459 -9.990e-29
      6.801  43.887513     0.3624    13.0623     4.3871      6.747    28.5064    37.7419 -9.990e-29
      6.804  43.907515     0.3082    13.0602     4.3899      6.750    28.5234    37.7633 -9.990e-29
      6.807  43.941581     0.3115    13.0613     4.3892      6.753    28.5478    37.7950 -9.990e-29
      6.810  43.975301     0.3015    13.0647     4.3927      6.756    28.5697    37.8241 -9.990e-29
      6.814  44.000892     0.3038    13.0684     4.3980      6.760    28.5852    37.8451 -9.990e-29
      6.819  44.015817     0.3115    13.0710     4.3993      6.765    28.5938    37.8569 -9.990e-29
      6.824  44.020940     0.2938    13.0713     4.3946      6.770    28.5974    37.8616 -9.990e-29
      6.829  44.017761     0.2551    13.0690     4.3852      6.775    28.5973    37.8608 -9.990e-29
      6.833  44.008187     0.2927    13.0643     4.3732      6.779    28.5947    37.8563 -9.990e-29
      6.836  43.994980     0.2462    13.0582     4.3639      6.782    28.5908    37.8496 -9.990e-29
      6.837  43.981441     0.3049    13.0523     4.3559      6.783    28.5865    37.8425 -9.990e-29
      6.835  43.971080     0.2949    13.0476     4.3637      6.781    28.5834    37.8372 -9.990e-29
      6.832  43.967715     0.2772    13.0449     4.3763      6.778    28.5835    37.8366 -9.990e-29
      6.827  43.974087     0.2905    13.0446     4.3984      6.773    28.5886    37.8431 -9.990e-29
      6.822  43.989417     0.4907    13.0471     4.4277      6.768    28.5976    37.8554 -9.990e-29
      6.816  44.009640     0.5427    13.0520     4.4482      6.762    28.6079    37.8700 -9.990e-29
      6.813  44.030380     0.4752    13.0583     4.4610      6.759    28.6173    37.8837 -9.990e-29
      6.813  44.047562     0.5604    13.0647     4.4616      6.759    28.6238    37.8939 -9.990e-29
      6.817  44.056275     0.5040    13.0699     4.4554      6.763    28.6252    37.8971 -9.990e-29
      6.825  44.051559     0.4963    13.0725     4.4360      6.771    28.6191    37.8899 -9.990e-29
      6.835  44.029089     0.3878    13.0712     4.4156      6.781    28.6036    37.8695 -9.990e-29
      6.847  43.984527     0.3137    13.0657     4.3967      6.793    28.5756    37.8320 -9.990e-29
      6.857  43.916771     0.3867    13.0571     4.3803      6.802    28.5334    37.7753 -9.990e-29
      6.864  43.837599     0.2661    13.0465     4.3698      6.809    28.4845    37.7095 -9.990e-29
      6.866  43.767864     0.3613    13.0336     4.3630      6.811    28.4450    37.6550 -9.990e-29
      6.863  43.720734     0.2938    13.0194     4.3645      6.808    28.4236    37.6237 -9.990e-29
      6.856  43.702130     0.3657    13.0077     4.3708      6.801    28.4211    37.6174 -9.990e-29
      6.844  43.716829     0.3314    13.0015     4.3836      6.790    28.4382    37.6378 -9.990e-29
      6.832  43.763784     0.3281    13.0025     4.4023      6.778    28.4724    37.6821 -9.990e-29
      6.820  43.831618     0.3624    13.0107     4.4214      6.766    28.5152    37.7395 -9.990e-29
      6.812  43.902184     0.3370    13.0238     4.4256      6.758    28.5552    37.7945 -9.990e-29
      6.810  43.960271     0.3126    13.0377     4.4247      6.756    28.5850    37.8367 -9.990e-29
      6.814  43.997159     0.3724    13.0491     4.4183      6.760    28.6014    37.8609 -9.990e-29
      6.826  44.008216     0.3746    13.0557     4.4082      6.772    28.6032    37.8649 -9.990e-29
      6.842  43.991656     0.3137    13.0560     4.4066      6.788    28.5905    37.8486 -9.990e-29
      6.861  43.946863     0.3226    13.0500     4.4018      6.806    28.5629    37.8114 -9.990e-29
      6.880  43.877113     0.3082    13.0382     4.4014      6.825    28.5222    37.7559 -9.990e-29
      6.895  43.796372     0.3701    13.0192     4.3980      6.840    28.4804    37.6969 -9.990e-29
      6.904  43.721797     0.3978    12.9909     4.3939      6.849    28.4523    37.6531 -9.990e-29
      6.905  43.664161     0.3491    12.9553     4.3845      6.850    28.4440    37.6330 -9.990e-29
      6.897  43.632188     0.4841    12.9208     4.3544      6.842    28.4538    37.6365 -9.990e-29
      6.882  43.631020     0.4896    12.8965     4.3336      6.827    28.4767    37.6596 -9.990e-29
      6.862  43.658394     0.4133    12.8868     4.3392      6.807    28.5068    37.6958 -9.990e-29
      6.840  43.706402     0.3060    12.8910     4.3961      6.786    28.5388    37.7381 -9.990e-29
      6.820  43.764149     0.4465    12.9059     4.5069      6.766    28.5675    37.7791 -9.990e-29
      6.805  43.821214     0.3646    12.9280     4.6548      6.751    28.5887    37.8122 -9.990e-29
      6.796  43.870253     0.4033    12.9524     4.8176      6.742    28.6015    37.8352 -9.990e-29
      6.794  43.908513     0.3303    12.9751     4.9942      6.740    28.6078    37.8494 -9.990e-29
      6.799  43.936894     0.3845    12.9941     5.1442      6.745    28.6104    37.8578 -9.990e-29
      6.810  43.961545     0.3856    13.0114     5.2634      6.756    28.6119    37.8643 -9.990e-29
      6.825  44.001835     0.4210    13.0331     5.3437      6.771    28.6207    37.8814 -9.990e-29
      6.841  44.083713     0.3347    13.0630     5.3802      6.787    28.6526    37.9304 -9.990e-29
      6.856  44.195468     0.2363    13.0975     5.3923      6.801    28.7022    38.0036 -9.990e-29
      6.869  44.290929     0.2396    13.1297     5.3838      6.814    28.7418    38.0633 -9.990e-29
      6.878  44.352439     0.2451    13.1555     5.3664      6.823    28.7623    38.0967 -9.990e-29
      6.885  44.390437     0.2816    13.1745     5.3413      6.830    28.7719    38.1141 -9.990e-29
      6.888  44.413550     0.2617    13.1878     5.3177      6.833    28.7760    38.1230 -9.990e-29
      6.889  44.427501     0.3115    13.1967     5.2961      6.834    28.7776    38.1275 -9.990e-29
      6.888  44.436138     0.3038    13.2028     5.2755      6.833    28.7780    38.1297 -9.990e-29
      6.886  44.441850     0.3447    13.2071     5.2563      6.831    28.7780    38.1308 -9.990e-29
      6.883  44.446113     0.3591    13.2104     5.2413      6.828    28.7779    38.1316 -9.990e-29
      6.881  44.449561     0.3193    13.2131     5.2234      6.826    28.7778    38.1322 -9.990e-29
      6.878  44.452125     0.2993    13.2150     5.2099      6.823    28.7779    38.1328 -9.990e-29
      6.873  44.453636     0.3491    13.2163     5.1981      6.818    28.7777    38.1329 -9.990e-29
      6.867  44.454080     0.3524    13.2169     5.1914      6.812    28.7775    38.1328 -9.990e-29
      6.859  44.453649     0.3015    13.2169     5.1848      6.804    28.7771    38.1323 -9.990e-29
      6.850  44.452641     0.3226    13.2164     5.1808      6.796    28.7769    38.1319 -9.990e-29
      6.840  44.451462     0.3137    13.2160     5.1835      6.786    28.7764    38.1312 -9.990e-29
      6.830  44.450829     0.3060    13.2159     5.1800      6.776    28.7760    38.1306 -9.990e-29
      6.822  44.451166     0.2993    13.2163     5.1816      6.768    28.7759    38.1306 -9.990e-29
      6.817  44.452061     0.3137    13.2171     5.1797      6.763    28.7758    38.1306 -9.990e-29
      6.816  44.453164     0.3204    13.2181     5.1772      6.762    28.7756    38.1307 -9.990e-29
      6.819  44.454467     0.3027    13.2193     5.1770      6.765    28.7754    38.1307 -9.990e-29
      6.826  44.455789     0.2850    13.2204     5.1691      6.772    28.7753    38.1309 -9.990e-29
      6.833  44.456840     0.2783    13.2213     5.1684      6.779    28.7752    38.1310 -9.990e-29
      6.842  44.457452     0.3038    13.2219     5.1654      6.788    28.7750    38.1310 -9.990e-29
      6.849  44.457596     0.2816    13.2221     5.1645      6.795    28.7749    38.1309 -9.990e-29
      6.855  44.457416     0.3104    13.2222     5.1670      6.800    28.7747    38.1306 -9.990e-29
      6.860  44.457062     0.4841    13.2220     5.1689      6.805    28.7746    38.1305 -9.990e-29
      6.862  44.456548     0.3381    13.2218     5.1687      6.807    28.7745    38.1302 -9.990e-29
      6.863  44.455861     0.2993    13.2215     5.1723      6.808    28.7742    38.1298 -9.990e-29
      6.862  44.455249     0.3480    13.2212     5.1738      6.807    28.7741    38.1296 -9.990e-29
      6.862  44.454970     0.3159    13.2211     5.1741      6.807    28.7740    38.1294 -9.990e-29
      6.863  44.454999     0.2827    13.2213     5.1745      6.808    28.7738    38.1292 -9.990e-29
      6.865  44.455316     0.3226    13.2217     5.1751      6.810    28.7736    38.1291 -9.990e-29
      6.869  44.456150     0.3015    13.2224     5.1681      6.814    28.7736    38.1292 -9.990e-29
      6.875  44.457518     0.2872    13.2233     5.1622      6.820    28.7737    38.1296 -9.990e-29
      6.881  44.458901     0.2805    13.2242     5.1601      6.826    28.7738    38.1300 -9.990e-29
      6.886  44.459883     0.2938    13.2250     5.1581      6.831    28.7738    38.1302 -9.990e-29
      6.890  44.460417     0.2993    13.2255     5.1566      6.835    28.7737    38.1302 -9.990e-29
      6.890  44.460435     0.2982    13.2257     5.1586      6.835    28.7735    38.1300 -9.990e-29
      6.887  44.459872     0.3181    13.2256     5.1661      6.832    28.7732    38.1296 -9.990e-29
      6.879  44.458998     0.2872    13.2253     5.1640      6.824    28.7728    38.1290 -9.990e-29
      6.869  44.458280     0.3082    13.2249     5.1688      6.814    28.7727    38.1287 -9.990e-29
      6.859  44.457770     0.3159    13.2246     5.1636      6.804    28.7726    38.1286 -9.990e-29
      6.849  44.457239     0.2916    13.2242     5.1639      6.795    28.7726    38.1285 -9.990e-29
      6.841  44.456830     0.3181    13.2240     5.1598      6.787    28.7725    38.1283 -9.990e-29
      6.837  44.456740     0.3115    13.2240     5.1592      6.783    28.7724    38.1282 -9.990e-29
      6.838  44.456839     0.3181    13.2242     5.1565      6.784    28.7723    38.1281 -9.990e-29
      6.841  44.457016     0.3015    13.2245     5.1586      6.787    28.7721    38.1279 -9.990e-29
      6.847  44.457160     0.2827    13.2247     5.1599      6.793    28.7720    38.1279 -9.990e-29
      6.852  44.457016     0.2684    13.2248     5.1653      6.798    28.7718    38.1276 -9.990e-29
      6.855  44.456505     0.2938    13.2246     5.1740      6.800    28.7717    38.1273 -9.990e-29
      6.854  44.455722     0.2750    13.2243     5.1711      6.800    28.7714    38.1269 -9.990e-29
      6.850  44.454928     0.2650    13.2241     5.1765      6.796    28.7710    38.1263 -9.990e-29
      6.842  44.454530     0.2805    13.2241     5.1785      6.788    28.7707    38.1259 -9.990e-29
      6.833  44.454681     0.2938    13.2244     5.1798      6.779    28.7705    38.1258 -9.990e-29
      6.824  44.455254     0.3425    13.2248     5.1762      6.770    28.7705    38.1260 -9.990e-29
      6.817  44.456009     0.3038    13.2253     5.1764      6.763    28.7706    38.1262 -9.990e-29
      6.814  44.456672     0.2595    13.2258     5.1716      6.760    28.7706    38.1263 -9.990e-29
      6.815  44.457204     0.2916    13.2262     5.1681      6.761    28.7706    38.1264 -9.990e-29
      6.820  44.457556     0.2938    13.2264     5.1641      6.766    28.7707    38.1266 -9.990e-29
      6.826  44.457577     0.2971    13.2264     5.1638      6.772    28.7707    38.1266 -9.990e-29
      6.833  44.457391     0.2794    13.2263     5.1606      6.779    28.7706    38.1265 -9.990e-29
      6.840  44.457190     0.2916    13.2262     5.1630      6.786    28.7706    38.1264 -9.990e-29
      6.845  44.456913     0.2750    13.2259     5.1637      6.791    28.7707    38.1264 -9.990e-29
      6.848  44.456456     0.3226    13.2256     5.1680      6.794    28.7706    38.1263 -9.990e-29
      6.850  44.455807     0.2794    13.2252     5.1677      6.796    28.7705    38.1261 -9.990e-29
      6.851  44.455051     0.2661    13.2248     5.1682      6.797    28.7704    38.1257 -9.990e-29
      6.851  44.454407     0.2695    13.2246     5.1678      6.797    28.7701    38.1253 -9.990e-29
      6.851  44.454134     0.2850    13.2246     5.1756      6.797    28.7699    38.1251 -9.990e-29
      6.849  44.454158     0.2971    13.2247     5.1793      6.795    28.7698    38.1250 -9.990e-29
      6.847  44.454123     0.2838    13.2248     5.1802      6.793    28.7697    38.1249 -9.990e-29
      6.845  44.453927     0.2850    13.2248     5.1796      6.791    28.7695    38.1247 -9.990e-29
      6.843  44.453809     0.2772    13.2249     5.1786      6.789    28.7693    38.1245 -9.990e-29
      6.843  44.453844     0.2639    13.2251     5.1773      6.789    28.7692    38.1243 -9.990e-29
      6.844  44.453853     0.2805    13.2252     5.1751      6.790    28.7691    38.1242 -9.990e-29
      6.847  44.453823     0.2673    13.2255     5.1678      6.793    28.7688    38.1239 -9.990e-29
      6.852  44.453921     0.2628    13.2259     5.1711      6.798    28.7684    38.1235 -9.990e-29
      6.857  44.454129     0.2673    13.2263     5.1658      6.802    28.7682    38.1233 -9.990e-29
      6.862  44.454248     0.2816    13.2264     5.1665      6.807    28.7682    38.1234 -9.990e-29
      6.865  44.454191     0.2927    13.2263     5.1742      6.810    28.7682    38.1234 -9.990e-29
      6.865  44.453913     0.2684    13.2259     5.1754      6.810    28.7684    38.1235 -9.990e-29
      6.863  44.453363     0.2650    13.2254     5.1797      6.808    28.7685    38.1235 -9.990e-29
      6.858  44.452930     0.2772    13.2250     5.1829      6.803    28.7686    38.1235 -9.990e-29
      6.851  44.453271     0.2739    13.2250     5.1880      6.797    28.7688    38.1238 -9.990e-29
      6.844  44.454227     0.2717    13.2253     5.1840      6.790    28.7693    38.1244 -9.990e-29
      6.838  44.455241     0.2617    13.2257     5.1829      6.784    28.7696    38.1250 -9.990e-29
      6.832  44.456170     0.2772    13.2262     5.1815      6.778    28.7698    38.1254 -9.990e-29
      6.830  44.457025     0.2496    13.2267     5.1774      6.776    28.7700    38.1257 -9.990e-29
      6.829  44.457840     0.2396    13.2273     5.1752      6.775    28.7700    38.1259 -9.990e-29
      6.831  44.458614     0.2319    13.2280     5.1783      6.777    28.7699    38.1260 -9.990e-29
      6.834  44.459174     0.2993    13.2286     5.1728      6.780    28.7697    38.1259 -9.990e-29
      6.839  44.459223     0.2595    13.2290     5.1744      6.785    28.7693    38.1255 -9.990e-29
      6.843  44.458699     0.2894    13.2292     5.1753      6.789    28.7687    38.1248 -9.990e-29
      6.847  44.457935     0.2518    13.2291     5.1762      6.793    28.7683    38.1242 -9.990e-29
      6.850  44.457171     0.2695    13.2288     5.1768      6.796    28.7680    38.1238 -9.990e-29
      6.851  44.456391     0.2971    13.2284     5.1784      6.797    28.7678    38.1234 -9.990e-29
      6.849  44.455641     0.2728    13.2279     5.1820      6.795    28.7677    38.1232 -9.990e-29
      6.844  44.455047     0.3336    13.2275     5.1794      6.790    28.7677    38.1230 -9.990e-29
      6.837  44.454738     0.2872    13.2273     5.1817      6.783    28.7677    38.1229 -9.990e-29
      6.830  44.454687     0.2982    13.2272     5.1845      6.776    28.7677    38.1230 -9.990e-29
      6.823  44.454645     0.2916    13.2271     5.1810      6.769    28.7678    38.1231 -9.990e-29
      6.820  44.454535     0.2971    13.2270     5.1825      6.766    28.7678    38.1230 -9.990e-29
      6.822  44.454539     0.3193    13.2270     5.1793      6.768    28.7678    38.1230 -9.990e-29
      6.829  44.454758     0.3148    13.2271     5.1787      6.775    28.7679    38.1232 -9.990e-29
      6.841  44.455114     0.2584    13.2273     5.1734      6.787    28.7679    38.1233 -9.990e-29
      6.857  44.455420     0.2661    13.2274     5.1683      6.802    28.7681    38.1235 -9.990e-29
      6.874  44.455531     0.2827    13.2275     5.1666      6.819    28.7681    38.1235 -9.990e-29
      6.888  44.455388     0.2584    13.2274     5.1589      6.833    28.7680    38.1234 -9.990e-29
      6.897  44.455001     0.2894    13.2271     5.1545      6.842    28.7680    38.1234 -9.990e-29
      6.900  44.454416     0.2872    13.2267     5.1550      6.845    28.7680    38.1232 -9.990e-29
      6.895  44.453762     0.2507    13.2263     5.1549      6.840    28.7679    38.1230 -9.990e-29
      6.884  44.453274     0.2606    13.2260     5.1617      6.829    28.7678    38.1228 -9.990e-29
      6.868  44.453111     0.2850    13.2259     5.1651      6.813    28.7678    38.1228 -9.990e-29
      6.851  44.453190     0.2949    13.2259     5.1700      6.797    28.7679    38.1228 -9.990e-29
      6.836  44.453398     0.3015    13.2261     5.1722      6.782    28.7679    38.1229 -9.990e-29
      6.825  44.453692     0.3060    13.2263     5.1811      6.771    28.7679    38.1229 -9.990e-29
      6.818  44.454025     0.3170    13.2266     5.1834      6.764    28.7678    38.1230 -9.990e-29
      6.818  44.454363     0.3237    13.2269     5.1855      6.764    28.7678    38.1230 -9.990e-29
      6.822  44.454684     0.2850    13.2271     5.1786      6.768    28.7678    38.1231 -9.990e-29
      6.831  44.454874     0.2805    13.2272     5.1835      6.777    28.7679    38.1232 -9.990e-29
      6.842  44.454765     0.2838    13.2272     5.1818      6.788    28.7678    38.1231 -9.990e-29
      6.853  44.454350     0.2838    13.2269     5.1823      6.799    28.7678    38.1230 -9.990e-29
      6.863  44.453790     0.3060    13.2266     5.1793      6.808    28.7676    38.1227 -9.990e-29
      6.869  44.453230     0.2938    13.2262     5.1766      6.814    28.7676    38.1226 -9.990e-29
      6.872  44.452720     0.2827    13.2258     5.1768      6.817    28.7676    38.1225 -9.990e-29
      6.871  44.452223     0.2717    13.2255     5.1765      6.816    28.7676    38.1223 -9.990e-29
      6.866  44.451776     0.2850    13.2251     5.1737      6.811    28.7676    38.1223 -9.990e-29
      6.859  44.451588     0.2805    13.2250     5.1752      6.804    28.7676    38.1222 -9.990e-29
      6.850  44.451803     0.2949    13.2251     5.1784      6.796    28.7677    38.1223 -9.990e-29
      6.842  44.452333     0.3049    13.2253     5.1794      6.788    28.7679    38.1226 -9.990e-29
      6.836  44.453063     0.3038    13.2256     5.1832      6.782    28.7681    38.1230 -9.990e-29
      6.833  44.453892     0.3115    13.2260     5.1848      6.779    28.7683    38.1234 -9.990e-29
      6.834  44.454745     0.3204    13.2265     5.1809      6.780    28.7685    38.1237 -9.990e-29
      6.839  44.455738     0.2916    13.2270     5.1844      6.785    28.7687    38.1242 -9.990e-29
      6.845  44.456819     0.2993    13.2276     5.1837      6.791    28.7689    38.1246 -9.990e-29
      6.852  44.457606     0.3469    13.2280     5.1845      6.798    28.7691    38.1250 -9.990e-29
      6.858  44.457901     0.3469    13.2282     5.1793      6.803    28.7691    38.1251 -9.990e-29
      6.862  44.457719     0.3159    13.2280     5.1777      6.807    28.7692    38.1251 -9.990e-29
      6.863  44.457121     0.3137    13.2276     5.1772      6.808    28.7691    38.1249 -9.990e-29
      6.861  44.456249     0.3104    13.2271     5.1767      6.806    28.7690    38.1246 -9.990e-29
      6.856  44.455313     0.3248    13.2265     5.1753      6.801    28.7689    38.1243 -9.990e-29
      6.850  44.454563     0.3181    13.2261     5.1753      6.796    28.7687    38.1240 -9.990e-29
      6.845  44.454283     0.3226    13.2260     5.1727      6.791    28.7686    38.1238 -9.990e-29
      6.840  44.454554     0.3170    13.2261     5.1678      6.786    28.7687    38.1240 -9.990e-29
      6.837  44.455179     0.3325    13.2265     5.1667      6.783    28.7688    38.1242 -9.990e-29
      6.836  44.455801     0.3148    13.2268     5.1684      6.782    28.7690    38.1245 -9.990e-29
      6.837  44.456166     0.3082    13.2271     5.1641      6.783    28.7689    38.1245 -9.990e-29
      6.841  44.456339     0.3204    13.2273     5.1656      6.787    28.7689    38.1245 -9.990e-29
      6.846  44.456488     0.3137    13.2276     5.1675      6.792    28.7687    38.1243 -9.990e-29
      6.852  44.456602     0.3082    13.2278     5.1683      6.798    28.7686    38.1242 -9.990e-29
      6.860  44.456656     0.3591    13.2280     5.1739      6.805    28.7684    38.1241 -9.990e-29
      6.867  44.456626     0.3126    13.2282     5.1758      6.812    28.7682    38.1238 -9.990e-29
      6.873  44.456401     0.3049    13.2282     5.1784      6.818    28.7680    38.1236 -9.990e-29
      6.877  44.455944     0.3347    13.2281     5.1738      6.822    28.7678    38.1233 -9.990e-29
      6.879  44.455247     0.3403    13.2277     5.1754      6.824    28.7676    38.1230 -9.990e-29
      6.877  44.454312     0.3347    13.2271     5.1704      6.822    28.7675    38.1227 -9.990e-29
      6.873  44.453343     0.3491    13.2266     5.1673      6.818    28.7673    38.1223 -9.990e-29
      6.866  44.452642     0.3159    13.2262     5.1658      6.811    28.7672    38.1220 -9.990e-29
      6.857  44.452363     0.3270    13.2260     5.1702      6.802    28.7672    38.1219 -9.990e-29
      6.847  44.452379     0.3248    13.2261     5.1642      6.793    28.7671    38.1219 -9.990e-29
      6.838  44.452453     0.2805    13.2264     5.1673      6.784    28.7669    38.1216 -9.990e-29
      6.831  44.452534     0.3513    13.2267     5.1722      6.777    28.7666    38.1214 -9.990e-29
      6.826  44.452726     0.3159    13.2271     5.1727      6.772    28.7664    38.1212 -9.990e-29
      6.826  44.453090     0.2949    13.2275     5.1767      6.772    28.7662    38.1211 -9.990e-29
      6.830  44.453590     0.3281    13.2279     5.1761      6.776    28.7662    38.1212 -9.990e-29
      6.838  44.454160     0.3104    13.2282     5.1767      6.784    28.7663    38.1215 -9.990e-29
      6.848  44.454725     0.3270    13.2285     5.1758      6.794    28.7665    38.1217 -9.990e-29
      6.859  44.455131     0.2883    13.2286     5.1837      6.804    28.7667    38.1220 -9.990e-29
      6.867  44.455268     0.3004    13.2286     5.1834      6.812    28.7668    38.1221 -9.990e-29
      6.872  44.455135     0.2938    13.2284     5.1825      6.817    28.7669    38.1222 -9.990e-29
      6.874  44.454783     0.3370    13.2280     5.1756      6.819    28.7670    38.1223 -9.990e-29
      6.871  44.454389     0.3104    13.2277     5.1773      6.816    28.7670    38.1222 -9.990e-29
