       PrdM    C0mS/cm    WetStar     Tv290C Sbeox0ML/L      DepSM  Sigma-é00      Sal00       Flag
     61.497  44.464666     0.4084    13.2190     5.2190     61.000    28.7654    38.1157 0.0000e+00
     62.505  44.465731     0.4064    13.2195     5.2261     62.000    28.7654    38.1158 0.0000e+00
     63.514  44.465412     0.4143    13.2190     5.2254     63.000    28.7654    38.1156 0.0000e+00
     64.522  44.464437     0.4017    13.2178     5.2271     64.000    28.7655    38.1153 0.0000e+00
     65.530  44.465590     0.4020    13.2181     5.2286     65.000    28.7657    38.1156 0.0000e+00
     66.539  44.466483     0.4122    13.2186     5.2303     66.000    28.7656    38.1156 0.0000e+00
     67.547  44.467630     0.4033    13.2191     5.2201     67.000    28.7655    38.1157 0.0000e+00
     68.555  44.467130     0.4055    13.2185     5.2319     68.000    28.7656    38.1154 0.0000e+00
     69.563  44.466419     0.4049    13.2174     5.2236     69.000    28.7657    38.1154 0.0000e+00
     70.572  44.467025     0.3754    13.2174     5.2260     70.000    28.7659    38.1154 0.0000e+00
