       PrdM    C0mS/cm    WetStar     Tv290C Sbeox0ML/L      DepSM  Sigma-é00      Sal00       Flag
      5.968  44.494634     0.0969    13.2764     5.1052      5.921    28.7491    38.1123 -9.990e-29
      5.961  44.494834     0.0969    13.2768     5.1077      5.914    28.7489    38.1121 -9.990e-29
      5.956  44.495077     0.0980    13.2771     5.1079      5.909    28.7488    38.1120 -9.990e-29
      5.955  44.495377     0.0604    13.2775     5.1140      5.908    28.7486    38.1119 -9.990e-29
      5.957  44.495727     0.0836    13.2778     5.1197      5.910    28.7486    38.1120 -9.990e-29
      5.963  44.495967     0.0737    13.2781     5.1233      5.916    28.7484    38.1119 -9.990e-29
      5.970  44.495973     0.0947    13.2782     5.1236      5.923    28.7483    38.1118 -9.990e-29
      5.980  44.495740     0.0958    13.2781     5.1221      5.932    28.7483    38.1117 -9.990e-29
      5.990  44.495350     0.0847    13.2780     5.1203      5.942    28.7481    38.1114 -9.990e-29
      5.999  44.494957     0.0847    13.2779     5.1230      5.951    28.7479    38.1111 -9.990e-29
      6.007  44.494603     0.0869    13.2778     5.1205      5.959    28.7477    38.1109 -9.990e-29
      6.013  44.494224     0.0803    13.2777     5.1200      5.965    28.7475    38.1106 -9.990e-29
      6.017  44.493849     0.0781    13.2777     5.1190      5.969    28.7472    38.1102 -9.990e-29
      6.019  44.493637     0.0825    13.2778     5.1179      5.971    28.7470    38.1099 -9.990e-29
      6.022  44.493655     0.0648    13.2779     5.1213      5.974    28.7469    38.1098 -9.990e-29
      6.026  44.493883     0.0936    13.2783     5.1222      5.978    28.7467    38.1097 -9.990e-29
      6.032  44.494382     0.0858    13.2787     5.1178      5.984    28.7466    38.1097 -9.990e-29
      6.040  44.495025     0.0980    13.2792     5.1248      5.992    28.7466    38.1098 -9.990e-29
      6.048  44.495365     0.0582    13.2794     5.1242      6.000    28.7467    38.1100 -9.990e-29
      6.055  44.495124     0.0537    13.2793     5.1198      6.007    28.7466    38.1098 -9.990e-29
      6.060  44.494263     0.0737    13.2788     5.1150      6.012    28.7465    38.1095 -9.990e-29
      6.061  44.493016     0.0825    13.2781     5.1194      6.013    28.7462    38.1090 -9.990e-29
      6.061  44.491935     0.0748    13.2776     5.1210      6.013    28.7459    38.1085 -9.990e-29
      6.059  44.491401     0.0670    13.2774     5.1213      6.011    28.7457    38.1082 -9.990e-29
      6.056  44.491306     0.0737    13.2773     5.1228      6.008    28.7457    38.1082 -9.990e-29
      6.054  44.491352     0.0593    13.2774     5.1252      6.006    28.7457    38.1081 -9.990e-29
      6.051  44.491327     0.0903    13.2774     5.1278      6.003    28.7456    38.1081 -9.990e-29
      6.048  44.491217     0.0626    13.2775     5.1295      6.000    28.7455    38.1079 -9.990e-29
      6.046  44.491090     0.0759    13.2775     5.1310      5.998    28.7454    38.1078 -9.990e-29
      6.044  44.491015     0.0615    13.2776     5.1292      5.996    28.7452    38.1076 -9.990e-29
      6.043  44.490962     0.0748    13.2776     5.1291      5.995    28.7452    38.1076 -9.990e-29
      6.044  44.490775     0.0692    13.2775     5.1291      5.996    28.7451    38.1075 -9.990e-29
      6.048  44.490459     0.0903    13.2773     5.1297      6.000    28.7451    38.1074 -9.990e-29
      6.053  44.490246     0.0836    13.2772     5.1264      6.005    28.7450    38.1073 -9.990e-29
      6.060  44.490174     0.0703    13.2772     5.1241      6.012    28.7450    38.1072 -9.990e-29
      6.066  44.490095     0.0759    13.2771     5.1266      6.018    28.7450    38.1072 -9.990e-29
      6.071  44.489924     0.0626    13.2771     5.1258      6.023    28.7449    38.1070 -9.990e-29
      6.075  44.489635     0.0759    13.2770     5.1233      6.027    28.7448    38.1069 -9.990e-29
      6.077  44.489361     0.0737    13.2769     5.1245      6.029    28.7447    38.1067 -9.990e-29
      6.080  44.489287     0.0858    13.2770     5.1228      6.032    28.7445    38.1065 -9.990e-29
      6.086  44.489354     0.0914    13.2771     5.1294      6.038    28.7445    38.1065 -9.990e-29
      6.095  44.489575     0.0615    13.2774     5.1294      6.047    28.7443    38.1064 -9.990e-29
      6.107  44.490027     0.0869    13.2777     5.1297      6.058    28.7444    38.1065 -9.990e-29
      6.119  44.490478     0.0903    13.2780     5.1280      6.070    28.7444    38.1066 -9.990e-29
      6.129  44.490589     0.0847    13.2781     5.1321      6.080    28.7444    38.1066 -9.990e-29
      6.134  44.490248     0.0880    13.2780     5.1309      6.085    28.7442    38.1064 -9.990e-29
      6.133  44.489610     0.0759    13.2778     5.1260      6.084    28.7439    38.1060 -9.990e-29
      6.124  44.489093     0.0925    13.2777     5.1287      6.075    28.7437    38.1056 -9.990e-29
      6.111  44.489051     0.0980    13.2778     5.1257      6.062    28.7435    38.1055 -9.990e-29
      6.096  44.489297     0.0869    13.2779     5.1245      6.048    28.7436    38.1056 -9.990e-29
      6.083  44.489503     0.0914    13.2781     5.1288      6.035    28.7436    38.1056 -9.990e-29
      6.076  44.489639     0.1002    13.2783     5.1329      6.028    28.7435    38.1056 -9.990e-29
      6.075  44.489896     0.1024    13.2785     5.1305      6.027    28.7435    38.1056 -9.990e-29
      6.080  44.490342     0.0958    13.2788     5.1320      6.032    28.7435    38.1057 -9.990e-29
      6.088  44.490684     0.0869    13.2790     5.1334      6.040    28.7436    38.1059 -9.990e-29
      6.096  44.490608     0.0925    13.2789     5.1311      6.048    28.7436    38.1059 -9.990e-29
      6.102  44.490053     0.0869    13.2786     5.1302      6.053    28.7435    38.1056 -9.990e-29
      6.104  44.489191     0.0947    13.2781     5.1269      6.055    28.7433    38.1053 -9.990e-29
      6.105  44.488500     0.0803    13.2778     5.1262      6.056    28.7431    38.1050 -9.990e-29
      6.104  44.488368     0.1312    13.2777     5.1206      6.055    28.7431    38.1049 -9.990e-29
      6.106  44.488683     0.0847    13.2779     5.1214      6.057    28.7432    38.1050 -9.990e-29
      6.111  44.489282     0.0803    13.2784     5.1239      6.062    28.7431    38.1051 -9.990e-29
      6.119  44.490047     0.1378    13.2789     5.1185      6.070    28.7432    38.1053 -9.990e-29
      6.129  44.490590     0.1588    13.2793     5.1143      6.080    28.7432    38.1054 -9.990e-29
      6.136  44.490626     0.0925    13.2795     5.1147      6.087    28.7430    38.1053 -9.990e-29
      6.139  44.490212     0.0947    13.2793     5.1162      6.090    28.7429    38.1051 -9.990e-29
      6.136  44.489581     0.0891    13.2791     5.1155      6.087    28.7426    38.1047 -9.990e-29
      6.127  44.489057     0.0825    13.2789     5.1160      6.078    28.7424    38.1044 -9.990e-29
      6.115  44.488872     0.0903    13.2788     5.1204      6.066    28.7424    38.1043 -9.990e-29
      6.102  44.488891     0.1113    13.2788     5.1201      6.053    28.7424    38.1043 -9.990e-29
      6.093  44.488914     0.0880    13.2789     5.1234      6.045    28.7424    38.1043 -9.990e-29
      6.089  44.489012     0.0947    13.2790     5.1230      6.041    28.7423    38.1042 -9.990e-29
      6.090  44.489385     0.1035    13.2793     5.1278      6.042    28.7423    38.1043 -9.990e-29
      6.097  44.489960     0.0947    13.2797     5.1307      6.049    28.7423    38.1045 -9.990e-29
      6.105  44.490330     0.0847    13.2798     5.1371      6.056    28.7425    38.1047 -9.990e-29
      6.113  44.490262     0.1002    13.2798     5.1391      6.064    28.7425    38.1046 -9.990e-29
      6.119  44.489822     0.0858    13.2795     5.1352      6.070    28.7424    38.1045 -9.990e-29
      6.123  44.489154     0.0903    13.2791     5.1347      6.074    28.7423    38.1043 -9.990e-29
      6.125  44.488558     0.0969    13.2788     5.1316      6.076    28.7422    38.1040 -9.990e-29
      6.127  44.488343     0.1057    13.2787     5.1289      6.078    28.7421    38.1039 -9.990e-29
      6.129  44.488565     0.0869    13.2789     5.1256      6.080    28.7421    38.1039 -9.990e-29
      6.132  44.489170     0.0914    13.2793     5.1222      6.083    28.7421    38.1041 -9.990e-29
      6.135  44.489921     0.1157    13.2798     5.1251      6.086    28.7422    38.1043 -9.990e-29
      6.139  44.490437     0.0781    13.2802     5.1228      6.090    28.7422    38.1044 -9.990e-29
      6.141  44.490562     0.1035    13.2804     5.1266      6.092    28.7421    38.1043 -9.990e-29
      6.142  44.490389     0.1378    13.2803     5.1253      6.093    28.7421    38.1042 -9.990e-29
      6.142  44.490046     0.0980    13.2801     5.1299      6.093    28.7420    38.1041 -9.990e-29
      6.142  44.489632     0.0814    13.2799     5.1325      6.093    28.7419    38.1039 -9.990e-29
      6.141  44.489256     0.1257    13.2796     5.1344      6.092    28.7419    38.1039 -9.990e-29
      6.140  44.488992     0.0925    13.2794     5.1382      6.091    28.7419    38.1038 -9.990e-29
      6.139  44.488813     0.1046    13.2792     5.1393      6.090    28.7420    38.1038 -9.990e-29
      6.138  44.488540     0.0947    13.2790     5.1420      6.089    28.7420    38.1038 -9.990e-29
      6.137  44.488294     0.1024    13.2789     5.1424      6.088    28.7419    38.1036 -9.990e-29
      6.137  44.488543     0.0947    13.2792     5.1391      6.088    28.7418    38.1036 -9.990e-29
      6.140  44.489205     0.0903    13.2796     5.1415      6.091    28.7419    38.1038 -9.990e-29
      6.145  44.489977     0.0858    13.2802     5.1369      6.096    28.7418    38.1039 -9.990e-29
      6.153  44.490915     0.0903    13.2809     5.1369      6.104    28.7418    38.1041 -9.990e-29
      6.162  44.491875     0.0880    13.2816     5.1333      6.113    28.7419    38.1044 -9.990e-29
      6.171  44.492484     0.0925    13.2821     5.1347      6.122    28.7418    38.1044 -9.990e-29
      6.177  44.492667     0.1013    13.2824     5.1304      6.128    28.7417    38.1043 -9.990e-29
      6.180  44.492548     0.0969    13.2824     5.1316      6.131    28.7416    38.1042 -9.990e-29
      6.178  44.492208     0.0958    13.2824     5.1349      6.129    28.7413    38.1039 -9.990e-29
      6.171  44.491810     0.0925    13.2823     5.1315      6.122    28.7411    38.1036 -9.990e-29
