       PrdM    C0mS/cm    WetStar     Tv290C Sbeox0ML/L      DepSM  Sigma-é00      Sal00       Flag
     28.226  44.511081     0.2644    13.2926     5.1324     28.000    28.7381    38.1016 0.0000e+00
     28.478  44.511211     0.2551    13.2926     5.1235     28.250    28.7382    38.1017 0.0000e+00
     28.730  44.511505     0.2482    13.2927     5.1201     28.500    28.7381    38.1017 0.0000e+00
     28.982  44.511802     0.2564    13.2928     5.1135     28.750    28.7382    38.1017 0.0000e+00
     29.234  44.512063     0.2648    13.2930     5.1173     29.000    28.7381    38.1017 0.0000e+00
     29.486  44.512342     0.2613    13.2932     5.1260     29.250    28.7381    38.1017 0.0000e+00
     29.738  44.512580     0.2606    13.2934     5.1358     29.500    28.7380    38.1016 0.0000e+00
     29.990  44.512683     0.2424    13.2934     5.1416     29.750    28.7379    38.1016 0.0000e+00
     30.242  44.512705     0.2455    13.2933     5.1493     30.000    28.7379    38.1015 0.0000e+00
     30.494  44.512666     0.2575    13.2932     5.1497     30.250    28.7379    38.1015 0.0000e+00
     30.746  44.512755     0.2623    13.2932     5.1508     30.500    28.7379    38.1015 0.0000e+00
     30.998  44.513004     0.2708    13.2933     5.1513     30.750    28.7379    38.1015 0.0000e+00
     31.250  44.513433     0.2396    13.2935     5.1479     31.000    28.7380    38.1016 0.0000e+00
     31.503  44.513889     0.2687    13.2937     5.1436     31.250    28.7381    38.1018 0.0000e+00
     31.754  44.514195     0.2733    13.2938     5.1419     31.500    28.7381    38.1018 0.0000e+00
     32.007  44.514412     0.2464    13.2939     5.1360     31.750    28.7381    38.1018 0.0000e+00
     32.259  44.514634     0.2607    13.2940     5.1352     32.000    28.7380    38.1018 0.0000e+00
     32.510  44.514846     0.2858    13.2940     5.1372     32.250    28.7381    38.1018 0.0000e+00
     32.762  44.515036     0.2539    13.2941     5.1369     32.500    28.7381    38.1018 0.0000e+00
     33.015  44.515193     0.2534    13.2942     5.1427     32.750    28.7380    38.1018 0.0000e+00
     33.267  44.515308     0.2462    13.2942     5.1379     33.000    28.7381    38.1018 0.0000e+00
     33.518  44.515243     0.2762    13.2942     5.1303     33.250    28.7380    38.1017 0.0000e+00
     33.770  44.515179     0.2563    13.2941     5.1267     33.500    28.7380    38.1016 0.0000e+00
     34.022  44.515314     0.2298    13.2940     5.1264     33.750    28.7380    38.1016 0.0000e+00
     34.274  44.515525     0.2379    13.2940     5.1347     34.000    28.7380    38.1017 0.0000e+00
     34.527  44.515770     0.2672    13.2941     5.1364     34.250    28.7381    38.1017 0.0000e+00
     34.779  44.515917     0.2909    13.2941     5.1352     34.500    28.7381    38.1018 0.0000e+00
     35.031  44.515994     0.2495    13.2941     5.1384     34.750    28.7381    38.1017 0.0000e+00
     35.283  44.516092     0.2795    13.2941     5.1375     35.000    28.7381    38.1017 0.0000e+00
     35.535  44.516150     0.3883    13.2941     5.1369     35.250    28.7380    38.1017 0.0000e+00
     35.787  44.516204     0.2617    13.2941     5.1381     35.500    28.7380    38.1016 0.0000e+00
     36.039  44.516089     0.2737    13.2938     5.1396     35.750    28.7381    38.1016 0.0000e+00
     36.291  44.515729     0.2493    13.2932     5.1391     36.000    28.7383    38.1017 0.0000e+00
     36.543  44.514811     0.2541    13.2921     5.1431     36.250    28.7387    38.1019 0.0000e+00
     36.795  44.513514     0.2378    13.2907     5.1488     36.500    28.7390    38.1019 0.0000e+00
     37.047  44.512382     0.2486    13.2891     5.1564     36.750    28.7396    38.1023 0.0000e+00
     37.299  44.511374     0.2572    13.2878     5.1549     37.000    28.7401    38.1026 0.0000e+00
     37.551  44.511049     0.3315    13.2872     5.1478     37.250    28.7404    38.1028 0.0000e+00
     37.803  44.511591     0.2261    13.2875     5.1460     37.500    28.7404    38.1029 0.0000e+00
     38.056  44.512789     0.2341    13.2885     5.1426     37.750    28.7402    38.1029 0.0000e+00
     38.308  44.513447     0.2400    13.2891     5.1414     38.000    28.7401    38.1028 0.0000e+00
     38.560  44.513479     0.2597    13.2891     5.1438     38.250    28.7400    38.1027 0.0000e+00
     38.811  44.513586     0.2557    13.2891     5.1406     38.500    28.7400    38.1027 0.0000e+00
     39.064  44.513610     0.2519    13.2890     5.1424     38.750    28.7400    38.1027 0.0000e+00
     39.316  44.513263     0.2518    13.2885     5.1388     39.000    28.7402    38.1028 0.0000e+00
     39.568  44.512787     0.2492    13.2878     5.1385     39.250    28.7404    38.1029 0.0000e+00
     39.820  44.512300     0.2374    13.2872     5.1389     39.500    28.7406    38.1029 0.0000e+00
     40.072  44.512032     0.2555    13.2868     5.1377     39.750    28.7407    38.1030 0.0000e+00
     40.324  44.512198     0.2514    13.2867     5.1408     40.000    28.7408    38.1031 0.0000e+00
     40.576  44.512180     0.2529    13.2866     5.1457     40.250    28.7409    38.1031 0.0000e+00
     40.828  44.512299     0.2487    13.2867     5.1497     40.500    28.7408    38.1030 0.0000e+00
     41.080  44.512572     0.2378    13.2868     5.1543     40.750    28.7408    38.1030 0.0000e+00
     41.332  44.512796     0.2579    13.2868     5.1474     41.000    28.7408    38.1030 0.0000e+00
     41.584  44.513085     0.2645    13.2871     5.1454     41.250    28.7408    38.1030 0.0000e+00
     41.836  44.513437     0.2759    13.2873     5.1409     41.500    28.7407    38.1030 0.0000e+00
     42.088  44.513667     0.2962    13.2875     5.1344     41.750    28.7406    38.1029 0.0000e+00
     42.340  44.514023     0.2716    13.2878     5.1355     42.000    28.7405    38.1029 0.0000e+00
     42.592  44.514409     0.2857    13.2880     5.1395     42.250    28.7405    38.1029 0.0000e+00
     42.845  44.514400     0.2592    13.2877     5.1392     42.500    28.7407    38.1031 0.0000e+00
     43.097  44.514309     0.2585    13.2876     5.1351     42.750    28.7407    38.1030 0.0000e+00
     43.348  44.514570     0.2621    13.2876     5.1385     43.000    28.7407    38.1031 0.0000e+00
     43.600  44.514792     0.2638    13.2876     5.1461     43.250    28.7408    38.1032 0.0000e+00
     43.853  44.514877     0.2662    13.2874     5.1519     43.500    28.7410    38.1034 0.0000e+00
     44.105  44.514661     0.2328    13.2870     5.1540     43.750    28.7412    38.1035 0.0000e+00
     44.357  44.514313     0.2701    13.2865     5.1461     44.000    28.7414    38.1035 0.0000e+00
     44.608  44.514377     0.2705    13.2864     5.1419     44.250    28.7414    38.1035 0.0000e+00
     44.860  44.514632     0.2763    13.2864     5.1386     44.500    28.7415    38.1036 0.0000e+00
     45.113  44.514775     0.2449    13.2864     5.1429     44.750    28.7415    38.1037 0.0000e+00
     45.365  44.514705     0.2531    13.2864     5.1499     45.000    28.7414    38.1035 0.0000e+00
     45.617  44.514802     0.2596    13.2864     5.1520     45.250    28.7414    38.1035 0.0000e+00
     45.869  44.515041     0.2625    13.2864     5.1512     45.500    28.7414    38.1036 0.0000e+00
     46.121  44.515258     0.2504    13.2865     5.1491     45.750    28.7415    38.1036 0.0000e+00
     46.373  44.515388     0.3010    13.2864     5.1494     46.000    28.7416    38.1037 0.0000e+00
     46.625  44.515355     0.2385    13.2863     5.1506     46.250    28.7415    38.1036 0.0000e+00
     46.878  44.514778     0.2754    13.2856     5.1447     46.500    28.7417    38.1037 0.0000e+00
     47.129  44.513736     0.2684    13.2846     5.1459     46.750    28.7419    38.1036 0.0000e+00
     47.382  44.513050     0.2655    13.2837     5.1485     47.000    28.7421    38.1037 0.0000e+00
     47.634  44.512886     0.2518    13.2833     5.1503     47.250    28.7423    38.1038 0.0000e+00
     47.886  44.512662     0.2642    13.2830     5.1555     47.500    28.7424    38.1038 0.0000e+00
     48.138  44.512997     0.2590    13.2831     5.1551     47.750    28.7425    38.1039 0.0000e+00
     48.390  44.513649     0.2765    13.2835     5.1427     48.000    28.7425    38.1041 0.0000e+00
     48.642  44.514005     0.2650    13.2838     5.1433     48.250    28.7424    38.1040 0.0000e+00
     48.893  44.514268     0.2583    13.2839     5.1370     48.500    28.7424    38.1040 0.0000e+00
     49.145  44.514235     0.2785    13.2838     5.1368     48.750    28.7424    38.1040 0.0000e+00
     49.398  44.514060     0.2487    13.2835     5.1452     49.000    28.7425    38.1039 0.0000e+00
     49.650  44.513554     0.2657    13.2829     5.1530     49.250    28.7426    38.1040 0.0000e+00
     49.902  44.512706     0.2724    13.2819     5.1544     49.500    28.7428    38.1040 0.0000e+00
     50.154  44.511427     0.2502    13.2807     5.1521     49.750    28.7430    38.1039 0.0000e+00
     50.406  44.510306     0.2634    13.2796     5.1451     50.000    28.7432    38.1038 0.0000e+00
     50.658  44.509478     0.2487    13.2784     5.1370     50.250    28.7436    38.1041 0.0000e+00
     50.910  44.508144     0.2504    13.2770     5.1434     50.500    28.7440    38.1041 0.0000e+00
     51.162  44.506950     0.2637    13.2757     5.1430     50.750    28.7444    38.1042 0.0000e+00
     51.414  44.505014     0.2766    13.2733     5.1462     51.000    28.7452    38.1046 0.0000e+00
     51.667  44.501295     0.2632    13.2700     5.1456     51.250    28.7456    38.1043 0.0000e+00
     51.919  44.499244     0.2822    13.2677     5.1406     51.500    28.7462    38.1045 0.0000e+00
     52.171  44.497079     0.2562    13.2653     5.1407     51.750    28.7469    38.1047 0.0000e+00
     52.422  44.494261     0.2780    13.2628     5.1406     52.000    28.7472    38.1044 0.0000e+00
     52.675  44.492485     0.2669    13.2609     5.1408     52.250    28.7477    38.1045 0.0000e+00
     52.927  44.492414     0.2568    13.2604     5.1465     52.500    28.7479    38.1047 0.0000e+00
     53.178  44.492789     0.2819    13.2606     5.1537     52.750    28.7480    38.1048 0.0000e+00
     53.430  44.492525     0.2571    13.2601     5.1549     53.000    28.7482    38.1049 0.0000e+00
     53.683  44.491543     0.2599    13.2590     5.1603     53.250    28.7485    38.1050 0.0000e+00
     53.935  44.488828     0.3160    13.2559     5.1563     53.500    28.7495    38.1053 0.0000e+00
     54.187  44.481607     0.3065    13.2488     5.1566     53.750    28.7511    38.1055 0.0000e+00
     54.439  44.468806     0.2899    13.2366     5.1497     54.000    28.7534    38.1052 0.0000e+00
     54.691  44.450293     0.2724    13.2200     5.1423     54.250    28.7560    38.1041 0.0000e+00
     54.944  44.434043     0.2567    13.2045     5.1379     54.500    28.7591    38.1039 0.0000e+00
     55.195  44.426625     0.2658    13.1957     5.1424     54.750    28.7621    38.1054 0.0000e+00
     55.448  44.423502     0.2953    13.1918     5.1478     55.000    28.7636    38.1063 0.0000e+00
     55.699  44.422824     0.2816    13.1904     5.1502     55.250    28.7644    38.1069 0.0000e+00
     55.951  44.423129     0.2614    13.1902 -9.990e-29     55.500    28.7648    38.1073 0.0000e+00
     56.204  44.424132     0.2258    13.1908 -9.990e-29     55.750    28.7648    38.1077 0.0000e+00
