       PrdM    C0mS/cm    WetStar     Tv290C Sbeox0ML/L      DepSM  Sigma-é00      Sal00       Flag
     -0.111   0.041876    -0.0126     8.2881     8.0087     -0.110    -0.1436     0.0297 -9.990e-29
     -0.111   0.042046    -0.0049     8.2883     8.0072     -0.110    -0.1436     0.0298 -9.990e-29
     -0.111   0.042281    -0.0148     8.2886     8.0058     -0.110    -0.1435     0.0299 -9.990e-29
     -0.110   0.042592    -0.0049     8.2887     8.0057     -0.109    -0.1433     0.0302 -9.990e-29
     -0.110   0.042979    -0.0171     8.2887     8.0082     -0.109    -0.1431     0.0304 -9.990e-29
     -0.110   0.043410    -0.0126     8.2887     8.0033     -0.109    -0.1429     0.0307 -9.990e-29
     -0.110   0.043818    -0.0038     8.2886     8.0017     -0.109    -0.1426     0.0310 -9.990e-29
     -0.109   0.044178     0.0073     8.2885     7.9954     -0.108    -0.1425     0.0312 -9.990e-29
     -0.108   0.044514     0.0029     8.2884     8.0002     -0.107    -0.1423     0.0314 -9.990e-29
     -0.107   0.044858     0.0017     8.2884     7.9984     -0.106    -0.1421     0.0317 -9.990e-29
     -0.107   0.045224    -0.0104     8.2885     7.9993     -0.106    -0.1419     0.0319 -9.990e-29
     -0.106   0.045689    -0.0049     8.2889     7.9932     -0.105    -0.1417     0.0322 -9.990e-29
     -0.105   0.046396    -0.0060     8.2896     8.0015     -0.104    -0.1413     0.0327 -9.990e-29
     -0.103   0.047611    -0.0226     8.2909     8.0010     -0.102    -0.1408     0.0335 -9.990e-29
     -0.102   0.049763    -0.0215     8.2930     7.9967     -0.101    -0.1398     0.0349 -9.990e-29
     -0.100   0.053470    -0.0248     8.2961     8.0011     -0.099    -0.1380     0.0374 -9.990e-29
     -0.097   0.059607    -0.0049     8.2998     7.9967     -0.096    -0.1350     0.0416 -9.990e-29
     -0.093   0.069626    -0.0137     8.3042     7.9972     -0.092    -0.1298     0.0484 -9.990e-29
     -0.089   0.086025    -0.0016     8.3093     7.5235     -0.088    -0.1212     0.0596 -9.990e-29
     -0.083   0.113085    -0.0248     8.3156     6.4094     -0.082    -0.1068     0.0784 -9.990e-29
     -0.076   0.157927    -0.0104     8.3239     5.9531     -0.075    -0.0824     0.1098 -9.990e-29
     -0.066   0.232445    -0.0215     8.3360     5.7715     -0.065    -0.0410     0.1630 -9.990e-29
     -0.054   0.356560    -0.0237     8.3547     5.7097     -0.054     0.0290     0.2530 -9.990e-29
     -0.039   0.563470    -0.0204     8.3849     5.6869     -0.039     0.1481     0.4061 -9.990e-29
     -0.019   0.908330    -0.0215     8.4343     5.6899     -0.019     0.3508     0.6669 -9.990e-29
      0.005   1.482986    -0.0137     8.5155     5.7113      0.005     0.6961     1.1118 -9.990e-29
      0.037   2.440578    -0.0281     8.6494     5.7532      0.037     1.2847     1.8723 -9.990e-29
      0.078   4.036448    -0.0027     8.8713     5.8212      0.077     2.2875     3.1725 -9.990e-29
      0.130   6.696065    -0.0237     9.2368     5.8855      0.129     3.9907     5.3910 -9.990e-29
      0.197  11.126326    -0.0204     9.7770     5.9660      0.195     6.8797     9.1690 -9.990e-29
      0.283  17.785296    -0.0171    10.4253     6.0589      0.281    11.3100    14.9741 -9.990e-29
      0.386  25.513745    -0.0193    11.0565     6.3113      0.383    16.5376    21.8330 -9.990e-29
      0.504  32.147884    -0.0193    11.5875     6.5593      0.500    21.0472    27.7624 -9.990e-29
      0.633  36.757469    -0.0171    11.9989     6.8223      0.628    24.1481    31.8555 -9.990e-29
      0.769  39.682204    -0.0126    12.3035     6.9943      0.763    26.0724    34.4097 -9.990e-29
      0.910  41.464179    -0.0082    12.5227     7.0465      0.903    27.2091    35.9295 -9.990e-29
      1.055  42.534813    -0.0204    12.6776     6.9456      1.047    27.8671    36.8171 -9.990e-29
      1.204  43.174195    -0.0160    12.7866     6.7541      1.194    28.2426    37.3292 -9.990e-29
      1.357  43.557483    -0.0049    12.8640     6.4753      1.346    28.4551    37.6234 -9.990e-29
      1.515  43.793343    -0.0049    12.9198     6.1259      1.503    28.5775    37.7959 -9.990e-29
      1.677  43.945340    -0.0027    12.9608     5.7826      1.664    28.6512    37.9017 -9.990e-29
      1.843  44.046630    -0.0314    12.9921     5.4752      1.828    28.6963    37.9682 -9.990e-29
      2.012  44.115865     0.0062    13.0169     5.2297      1.996    28.7237    38.0101 -9.990e-29
      2.180  44.163262     0.0029    13.0374     5.0461      2.163    28.7390    38.0352 -9.990e-29
      2.347  44.193288    -0.0137    13.0546     4.9309      2.328    28.7444    38.0468 -9.990e-29
      2.509  44.209154    -0.0071    13.0688     4.8463      2.489    28.7422    38.0477 -9.990e-29
      2.665  44.214494    -0.0270    13.0796     4.7858      2.644    28.7355    38.0419 -9.990e-29
      2.814  44.214974    -0.0270    13.0873     4.7550      2.792    28.7282    38.0346 -9.990e-29
      2.955  44.218153    -0.0148    13.0924     4.7501      2.932    28.7255    38.0324 -9.990e-29
      3.090  44.227795    -0.0093    13.0962     4.7417      3.065    28.7289    38.0379 -9.990e-29
      3.219  44.241812    -0.0027    13.1002     4.7261      3.193    28.7354    38.0473 -9.990e-29
      3.345  44.257180    -0.0104    13.1048     4.7133      3.318    28.7423    38.0574 -9.990e-29
      3.470  44.271398    -0.0259    13.1098     4.7036      3.442    28.7480    38.0661 -9.990e-29
      3.594  44.281995    -0.0137    13.1148     4.6863      3.565    28.7509    38.0712 -9.990e-29
      3.718  44.288844    -0.0104    13.1189     4.6803      3.688    28.7519    38.0736 -9.990e-29
      3.844  44.292819    -0.0049    13.1216     4.6832      3.813    28.7522    38.0747 -9.990e-29
      3.969  44.292211     0.0006    13.1227     4.6668      3.937    28.7506    38.0729 -9.990e-29
      4.094  44.283671     0.2009    13.1222     4.6538      4.061    28.7447    38.0651 -9.990e-29
      4.215  44.263168     0.3989    13.1189     4.6575      4.182    28.7326    38.0486 -9.990e-29
      4.328  44.224011     0.3978    13.1117     4.6692      4.294    28.7103    38.0181 -9.990e-29
      4.429  44.172286     0.3889    13.1008     4.6784      4.394    28.6824    37.9791 -9.990e-29
      4.518  44.133598     0.3690    13.0904     4.6930      4.482    28.6636    37.9522 -9.990e-29
      4.597  44.125214     0.3757    13.0854     4.7058      4.560    28.6623    37.9490 -9.990e-29
      4.669  44.143600     0.3834    13.0864     4.7247      4.632    28.6750    37.9657 -9.990e-29
      4.740  44.175641     0.3801    13.0909     4.7384      4.702    28.6945    37.9921 -9.990e-29
      4.811  44.207411     0.4432    13.0969     4.7410      4.773    28.7124    38.0167 -9.990e-29
      4.887  44.227634     0.3657    13.1033     4.7388      4.848    28.7212    38.0297 -9.990e-29
      4.967  44.235919     0.4841    13.1090     4.7318      4.928    28.7217    38.0320 -9.990e-29
      5.052  44.241260     0.3724    13.1131     4.7238      5.012    28.7216    38.0330 -9.990e-29
      5.139  44.245658     0.4365    13.1155     4.7056      5.098    28.7225    38.0347 -9.990e-29
      5.226  44.243559     0.4299    13.1166     4.6736      5.184    28.7198    38.0316 -9.990e-29
      5.310  44.231400     0.3889    13.1160     4.6387      5.268    28.7113    38.0204 -9.990e-29
      5.388  44.207371     0.4420    13.1133     4.6022      5.345    28.6960    37.9999 -9.990e-29
      5.456  44.167603     0.3735    13.1078     4.5759      5.413    28.6716    37.9671 -9.990e-29
      5.511  44.116639     0.4420    13.0990     4.5590      5.467    28.6421    37.9267 -9.990e-29
      5.553  44.073240     0.3447    13.0888     4.5482      5.509    28.6197    37.8951 -9.990e-29
      5.583  44.053344     0.3226    13.0816     4.5383      5.539    28.6119    37.8831 -9.990e-29
      5.604  44.058725     0.3790    13.0804     4.5403      5.559    28.6171    37.8895 -9.990e-29
      5.621  44.080631     0.4288    13.0845     4.5473      5.576    28.6295    37.9065 -9.990e-29
      5.634  44.106500     0.7961    13.0910     4.5536      5.589    28.6424    37.9249 -9.990e-29
      5.647  44.128446     0.9222    13.0973     4.5535      5.602    28.6526    37.9397 -9.990e-29
      5.660  44.146184     0.4985    13.1022     4.5429      5.615    28.6610    37.9519 -9.990e-29
      5.675  44.159600     0.4199    13.1052     4.5301      5.630    28.6681    37.9618 -9.990e-29
      5.691  44.165744     0.5140    13.1061     4.5190      5.646    28.6718    37.9669 -9.990e-29
      5.708  44.162006     0.3801    13.1044     4.5012      5.663    28.6707    37.9650 -9.990e-29
      5.723  44.147825     0.4420    13.1002     4.4777      5.678    28.6642    37.9555 -9.990e-29
      5.736  44.126471     0.3746    13.0945     4.4575      5.690    28.6539    37.9406 -9.990e-29
      5.746  44.105542     0.3989    13.0888     4.4456      5.700    28.6438    37.9261 -9.990e-29
      5.752  44.093345     0.3856    13.0846     4.4350      5.706    28.6388    37.9186 -9.990e-29
      5.754  44.093404     0.4100    13.0831     4.4490      5.708    28.6403    37.9201 -9.990e-29
      5.755  44.104049     0.4653    13.0845     4.4815      5.709    28.6469    37.9290 -9.990e-29
      5.757  44.120579     0.5350    13.0883     4.5494      5.711    28.6556    37.9411 -9.990e-29
      5.759  44.136946     0.4741    13.0933     4.6553      5.713    28.6629    37.9519 -9.990e-29
      5.764  44.148431     0.4929    13.0982     4.7861      5.718    28.6666    37.9581 -9.990e-29
      5.771  44.152926     0.4332    13.1021     4.9203      5.725    28.6662    37.9585 -9.990e-29
      5.778  44.150362     0.4199    13.1045     5.0459      5.732    28.6619    37.9536 -9.990e-29
      5.786  44.142360     0.4243    13.1059     5.1526      5.740    28.6545    37.9445 -9.990e-29
      5.792  44.134019     0.5084    13.1083     5.2311      5.746    28.6459    37.9340 -9.990e-29
      5.794  44.140502     0.3967    13.1144     5.2850      5.748    28.6447    37.9341 -9.990e-29
      5.792  44.185013     0.5062    13.1260     5.3150      5.746    28.6666    37.9654 -9.990e-29
      5.785  44.262030     0.3038    13.1424     5.3180      5.739    28.7080    38.0232 -9.990e-29
      5.774  44.333224     0.0128    13.1599     5.3074      5.728    28.7439    38.0742 -9.990e-29
      5.761  44.380224     0.0880    13.1753     5.2962      5.715    28.7638    38.1040 -9.990e-29
      5.747  44.409860     0.2927    13.1876     5.2829      5.701    28.7738    38.1202 -9.990e-29
      5.735  44.429065     0.3259    13.1970     5.2667      5.689    28.7789    38.1292 -9.990e-29
      5.727  44.442137     0.3226    13.2043     5.2539      5.681    28.7814    38.1345 -9.990e-29
      5.726  44.451503     0.3447    13.2101     5.2408      5.680    28.7826    38.1376 -9.990e-29
      5.731  44.458472     0.3856    13.2148     5.2257      5.685    28.7832    38.1396 -9.990e-29
      5.743  44.463941     0.3414    13.2188     5.2157      5.697    28.7833    38.1408 -9.990e-29
      5.760  44.468363     0.3580    13.2222     5.2028      5.714    28.7832    38.1417 -9.990e-29
      5.782  44.471824     0.3624    13.2250     5.1925      5.736    28.7830    38.1422 -9.990e-29
      5.804  44.474511     0.3801    13.2273     5.1895      5.758    28.7828    38.1424 -9.990e-29
      5.825  44.476604     0.3956    13.2292     5.1849      5.779    28.7824    38.1425 -9.990e-29
      5.842  44.478042     0.4398    13.2306     5.1831      5.796    28.7821    38.1425 -9.990e-29
      5.855  44.478759     0.4133    13.2316     5.1815      5.808    28.7817    38.1422 -9.990e-29
      5.861  44.478745     0.5538    13.2322     5.1762      5.814    28.7811    38.1416 -9.990e-29
      5.862  44.478242     0.4443    13.2327     5.1795      5.815    28.7802    38.1406 -9.990e-29
      5.857  44.477846     0.4509    13.2331     5.1766      5.810    28.7795    38.1398 -9.990e-29
      5.849  44.477985     0.4332    13.2337     5.1707      5.803    28.7790    38.1393 -9.990e-29
      5.839  44.478586     0.4719    13.2345     5.1652      5.793    28.7787    38.1391 -9.990e-29
      5.829  44.479553     0.5173    13.2353     5.1587      5.783    28.7786    38.1392 -9.990e-29
      5.821  44.480805     0.5084    13.2361     5.1528      5.775    28.7787    38.1396 -9.990e-29
      5.815  44.481973     0.4719    13.2369     5.1502      5.769    28.7788    38.1399 -9.990e-29
      5.813  44.482774     0.4786    13.2375     5.1467      5.767    28.7788    38.1401 -9.990e-29
      5.815  44.483268     0.5062    13.2380     5.1371      5.769    28.7787    38.1401 -9.990e-29
      5.818  44.483472     0.4918    13.2383     5.1346      5.772    28.7786    38.1400 -9.990e-29
      5.823  44.483426     0.5394    13.2384     5.1281      5.777    28.7784    38.1398 -9.990e-29
      5.827  44.483095     0.5394    13.2384     5.1325      5.781    28.7782    38.1395 -9.990e-29
      5.830  44.482271     0.5460    13.2381     5.1324      5.784    28.7779    38.1390 -9.990e-29
      5.831  44.481069     0.5007    13.2377     5.1411      5.785    28.7774    38.1383 -9.990e-29
      5.831  44.479895     0.5626    13.2373     5.1422      5.785    28.7769    38.1375 -9.990e-29
      5.831  44.478924     0.5615    13.2369     5.1502      5.785    28.7765    38.1370 -9.990e-29
      5.831  44.477958     0.5427    13.2364     5.1533      5.785    28.7763    38.1366 -9.990e-29
      5.833  44.477077     0.5272    13.2360     5.1528      5.787    28.7761    38.1361 -9.990e-29
      5.837  44.476653     0.5671    13.2359     5.1528      5.791    28.7758    38.1358 -9.990e-29
      5.843  44.477221     0.5870    13.2365     5.1515      5.797    28.7757    38.1358 -9.990e-29
      5.851  44.478927     0.5936    13.2375     5.1509      5.804    28.7760    38.1364 -9.990e-29
      5.863  44.481054     0.5615    13.2387     5.1526      5.816    28.7763    38.1372 -9.990e-29
      5.876  44.482918     0.6102    13.2398     5.1528      5.829    28.7766    38.1379 -9.990e-29
      5.890  44.484307     0.5505    13.2408     5.1525      5.843    28.7767    38.1382 -9.990e-29
      5.904  44.485247     0.5294    13.2416     5.1581      5.857    28.7766    38.1383 -9.990e-29
      5.918  44.485787     0.5660    13.2421     5.1610      5.871    28.7765    38.1383 -9.990e-29
      5.928  44.485875     0.5726    13.2423     5.1622      5.881    28.7764    38.1382 -9.990e-29
      5.933  44.485500     0.5892    13.2423     5.1692      5.886    28.7761    38.1379 -9.990e-29
      5.933  44.484767     0.5527    13.2422     5.1666      5.886    28.7756    38.1372 -9.990e-29
      5.926  44.484069     0.5803    13.2423     5.1729      5.879    28.7750    38.1365 -9.990e-29
      5.915  44.483784     0.6113    13.2425     5.1729      5.868    28.7746    38.1360 -9.990e-29
      5.900  44.483787     0.5693    13.2427     5.1696      5.853    28.7744    38.1358 -9.990e-29
      5.885  44.483789     0.5682    13.2429     5.1659      5.838    28.7742    38.1356 -9.990e-29
      5.871  44.483782     0.5704    13.2431     5.1627      5.824    28.7740    38.1354 -9.990e-29
      5.860  44.483894     0.5637    13.2432     5.1563      5.813    28.7740    38.1354 -9.990e-29
      5.853  44.484193     0.5969    13.2435     5.1511      5.806    28.7739    38.1354 -9.990e-29
      5.852  44.484617     0.5980    13.2438     5.1481      5.805    28.7740    38.1355 -9.990e-29
      5.855  44.485113     0.5538    13.2443     5.1423      5.808    28.7738    38.1355 -9.990e-29
      5.863  44.485669     0.6224    13.2449     5.1392      5.816    28.7737    38.1354 -9.990e-29
      5.876  44.486232     0.6246    13.2456     5.1378      5.829    28.7734    38.1353 -9.990e-29
      5.892  44.486542     0.6014    13.2462     5.1328      5.845    28.7730    38.1349 -9.990e-29
      5.910  44.486367     0.6168    13.2464     5.1373      5.863    28.7727    38.1346 -9.990e-29
      5.929  44.485716     0.5693    13.2462     5.1415      5.882    28.7724    38.1341 -9.990e-29
      5.946  44.484359     0.6423    13.2455     5.1461      5.899    28.7721    38.1335 -9.990e-29
      5.960  44.481892     0.6323    13.2442     5.1486      5.913    28.7715    38.1325 -9.990e-29
      5.969  44.478599     0.5704    13.2426     5.1537      5.922    28.7706    38.1309 -9.990e-29
      5.975  44.475406     0.5803    13.2410     5.1589      5.928    28.7698    38.1294 -9.990e-29
      5.977  44.472955     0.6257    13.2397     5.1613      5.929    28.7693    38.1284 -9.990e-29
      5.975  44.471273     0.6091    13.2387     5.1632      5.928    28.7690    38.1278 -9.990e-29
      5.972  44.470297     0.5991    13.2382     5.1630      5.925    28.7688    38.1273 -9.990e-29
      5.966  44.470033     0.5759    13.2380     5.1585      5.919    28.7688    38.1273 -9.990e-29
      5.959  44.470073     0.5914    13.2379     5.1546      5.912    28.7689    38.1274 -9.990e-29
      5.949  44.469469     0.6124    13.2374     5.1539      5.902    28.7690    38.1274 -9.990e-29
      5.938  44.467905     0.6323    13.2368     5.1507      5.891    28.7684    38.1265 -9.990e-29
      5.926  44.466022     0.5726    13.2360     5.1501      5.879    28.7678    38.1255 -9.990e-29
      5.915  44.464426     0.5471    13.2354     5.1509      5.868    28.7672    38.1245 -9.990e-29
      5.907  44.463445     0.5527    13.2350     5.1512      5.860    28.7669    38.1240 -9.990e-29
      5.905  44.463189     0.5936    13.2350     5.1548      5.858    28.7667    38.1237 -9.990e-29
      5.908  44.463515     0.5339    13.2353     5.1570      5.861    28.7666    38.1238 -9.990e-29
      5.918  44.464355     0.5029    13.2359     5.1577      5.871    28.7666    38.1240 -9.990e-29
      5.933  44.465709     0.5339    13.2368     5.1561      5.886    28.7668    38.1243 -9.990e-29
      5.950  44.467627     0.5117    13.2380     5.1560      5.903    28.7670    38.1250 -9.990e-29
      5.968  44.470013     0.5062    13.2394     5.1555      5.921    28.7674    38.1259 -9.990e-29
      5.983  44.472499     0.5140    13.2408     5.1587      5.935    28.7678    38.1268 -9.990e-29
      5.995  44.474641     0.5416    13.2420     5.1630      5.947    28.7683    38.1277 -9.990e-29
      6.001  44.475874     0.4852    13.2427     5.1618      5.953    28.7685    38.1282 -9.990e-29
      6.002  44.475916     0.4730    13.2429     5.1632      5.954    28.7683    38.1280 -9.990e-29
      5.998  44.475141     0.4841    13.2428     5.1617      5.950    28.7678    38.1274 -9.990e-29
      5.990  44.474265     0.4830    13.2427     5.1610      5.942    28.7673    38.1266 -9.990e-29
      5.980  44.473844     0.4631    13.2426     5.1593      5.932    28.7671    38.1263 -9.990e-29
      5.970  44.473872     0.4409    13.2427     5.1546      5.923    28.7670    38.1262 -9.990e-29
      5.961  44.473989     0.3967    13.2427     5.1518      5.914    28.7671    38.1264 -9.990e-29
      5.955  44.473929     0.4221    13.2426     5.1478      5.908    28.7671    38.1264 -9.990e-29
      5.952  44.473471     0.4708    13.2423     5.1460      5.905    28.7671    38.1263 -9.990e-29
      5.952  44.472572     0.4520    13.2418     5.1414      5.905    28.7669    38.1259 -9.990e-29
      5.956  44.471582     0.4719    13.2414     5.1423      5.909    28.7666    38.1254 -9.990e-29
      5.964  44.470938     0.4631    13.2412     5.1439      5.917    28.7663    38.1249 -9.990e-29
      5.973  44.470817     0.5128    13.2413     5.1470      5.926    28.7661    38.1247 -9.990e-29
      5.985  44.471250     0.5317    13.2417     5.1470      5.937    28.7660    38.1247 -9.990e-29
      5.998  44.472707     0.5128    13.2428     5.1498      5.950    28.7660    38.1250 -9.990e-29
      6.011  44.475669     0.5173    13.2445     5.1456      5.963    28.7665    38.1261 -9.990e-29
      6.023  44.479397     0.5007    13.2466     5.1398      5.975    28.7672    38.1276 -9.990e-29
      6.033  44.482577     0.4885    13.2484     5.1356      5.985    28.7678    38.1289 -9.990e-29
      6.040  44.484626     0.4907    13.2498     5.1319      5.992    28.7680    38.1294 -9.990e-29
      6.043  44.485529     0.5494    13.2506     5.1330      5.995    28.7678    38.1295 -9.990e-29
      6.041  44.485475     0.5173    13.2509     5.1324      5.993    28.7675    38.1291 -9.990e-29
      6.035  44.484877     0.5449    13.2510     5.1373      5.987    28.7670    38.1285 -9.990e-29
      6.024  44.484369     0.4918    13.2511     5.1435      5.976    28.7665    38.1279 -9.990e-29
      6.011  44.484130     0.4719    13.2511     5.1479      5.963    28.7663    38.1276 -9.990e-29
      5.997  44.483779     0.4631    13.2510     5.1583      5.949    28.7662    38.1274 -9.990e-29
      5.984  44.483395     0.4586    13.2509     5.1643      5.936    28.7660    38.1272 -9.990e-29
      5.975  44.483304     0.4564    13.2508     5.1650      5.928    28.7660    38.1272 -9.990e-29
      5.970  44.483116     0.4686    13.2507     5.1647      5.923    28.7660    38.1271 -9.990e-29
      5.971  44.482594     0.5084    13.2505     5.1657      5.924    28.7658    38.1268 -9.990e-29
      5.978  44.482534     0.5007    13.2506     5.1621      5.930    28.7656    38.1266 -9.990e-29
      5.990  44.483451     0.5195    13.2511     5.1575      5.942    28.7658    38.1270 -9.990e-29
      6.004  44.484730     0.5217    13.2516     5.1497      5.956    28.7663    38.1277 -9.990e-29
      6.019  44.485662     0.5305    13.2519     5.1432      5.971    28.7667    38.1283 -9.990e-29
      6.033  44.486038     0.5582    13.2520     5.1361      5.985    28.7668    38.1286 -9.990e-29
      6.045  44.485916     0.5217    13.2518     5.1374      5.997    28.7669    38.1286 -9.990e-29
      6.053  44.485428     0.6058    13.2514     5.1394      6.005    28.7670    38.1286 -9.990e-29
      6.058  44.484681     0.5339    13.2509     5.1420      6.010    28.7669    38.1284 -9.990e-29
      6.059  44.483898     0.5250    13.2502     5.1459      6.011    28.7670    38.1283 -9.990e-29
      6.058  44.483310     0.5560    13.2496     5.1518      6.010    28.7672    38.1283 -9.990e-29
      6.055  44.483048     0.5671    13.2492     5.1557      6.007    28.7674    38.1285 -9.990e-29
      6.051  44.483293     0.5294    13.2490     5.1626      6.003    28.7678    38.1289 -9.990e-29
      6.046  44.484020     0.5195    13.2490     5.1621      5.998    28.7683    38.1296 -9.990e-29
      6.042  44.484914     0.4907    13.2491     5.1717      5.994    28.7689    38.1304 -9.990e-29
      6.038  44.485601     0.5571    13.2492     5.1722      5.990    28.7693    38.1310 -9.990e-29
      6.035  44.485813     0.5350    13.2490     5.1762      5.987    28.7696    38.1314 -9.990e-29
      6.033  44.485595     0.5848    13.2487     5.1784      5.985    28.7698    38.1315 -9.990e-29
      6.031  44.485181     0.5615    13.2483     5.1769      5.983    28.7699    38.1315 -9.990e-29
      6.030  44.484735     0.5604    13.2478     5.1776      5.982    28.7700    38.1315 -9.990e-29
      6.029  44.484333     0.5339    13.2474     5.1750      5.981    28.7701    38.1316 -9.990e-29
      6.028  44.483952     0.5272    13.2470     5.1754      5.980    28.7702    38.1316 -9.990e-29
      6.028  44.483730     0.5261    13.2469     5.1754      5.980    28.7702    38.1315 -9.990e-29
      6.028  44.483952     0.5239    13.2472     5.1736      5.980    28.7700    38.1314 -9.990e-29
      6.028  44.484594     0.5538    13.2477     5.1714      5.980    28.7700    38.1315 -9.990e-29
      6.030  44.485327     0.5936    13.2483     5.1715      5.982    28.7700    38.1316 -9.990e-29
      6.033  44.485924     0.6202    13.2489     5.1675      5.985    28.7698    38.1316 -9.990e-29
      6.037  44.486356     0.5516    13.2493     5.1655      5.989    28.7698    38.1316 -9.990e-29
      6.043  44.486602     0.5560    13.2496     5.1644      5.995    28.7696    38.1315 -9.990e-29
      6.051  44.486703     0.5704    13.2498     5.1633      6.003    28.7695    38.1314 -9.990e-29
      6.061  44.486877     0.6014    13.2500     5.1621      6.013    28.7694    38.1314 -9.990e-29
      6.071  44.487235     0.5947    13.2502     5.1662      6.023    28.7695    38.1315 -9.990e-29
      6.082  44.487615     0.5859    13.2504     5.1725      6.034    28.7696    38.1317 -9.990e-29
      6.092  44.487854     0.6179    13.2505     5.1690      6.044    28.7697    38.1318 -9.990e-29
      6.101  44.487926     0.5925    13.2506     5.1737      6.053    28.7696    38.1318 -9.990e-29
      6.107  44.487809     0.5947    13.2505     5.1748      6.058    28.7696    38.1317 -9.990e-29
      6.110  44.487484     0.5759    13.2504     5.1707      6.061    28.7695    38.1315 -9.990e-29
      6.109  44.486926     0.5648    13.2502     5.1710      6.060    28.7693    38.1312 -9.990e-29
      6.104  44.486409     0.5936    13.2501     5.1720      6.055    28.7690    38.1308 -9.990e-29
      6.096  44.486398     0.7618    13.2503     5.1655      6.048    28.7688    38.1306 -9.990e-29
      6.087  44.486866     0.6268    13.2508     5.1664      6.039    28.7686    38.1305 -9.990e-29
      6.079  44.487405     0.5671    13.2512     5.1643      6.031    28.7686    38.1307 -9.990e-29
      6.073  44.487877     0.5881    13.2517     5.1609      6.025    28.7685    38.1306 -9.990e-29
      6.069  44.488328     0.6290    13.2522     5.1587      6.021    28.7683    38.1305 -9.990e-29
      6.068  44.488791     0.5770    13.2526     5.1606      6.020    28.7683    38.1306 -9.990e-29
      6.068  44.489232     0.5991    13.2530     5.1623      6.020    28.7682    38.1306 -9.990e-29
      6.070  44.489481     0.6036    13.2532     5.1598      6.022    28.7682    38.1307 -9.990e-29
      6.071  44.489446     0.6777    13.2532     5.1594      6.023    28.7682    38.1306 -9.990e-29
      6.072  44.489145     0.7131    13.2530     5.1535      6.024    28.7682    38.1305 -9.990e-29
      6.073  44.488668     0.5704    13.2528     5.1545      6.025    28.7680    38.1303 -9.990e-29
      6.074  44.488251     0.6213    13.2527     5.1543      6.026    28.7678    38.1300 -9.990e-29
      6.075  44.488188     0.6268    13.2529     5.1547      6.027    28.7675    38.1297 -9.990e-29
      6.078  44.488672     0.6434    13.2533     5.1572      6.030    28.7675    38.1298 -9.990e-29
      6.081  44.489575     0.6036    13.2540     5.1592      6.033    28.7675    38.1299 -9.990e-29
      6.084  44.490515     0.5936    13.2548     5.1598      6.036    28.7674    38.1300 -9.990e-29
      6.087  44.491201     0.5803    13.2554     5.1588      6.039    28.7673    38.1301 -9.990e-29
      6.090  44.491458     0.6257    13.2557     5.1631      6.042    28.7672    38.1300 -9.990e-29
      6.093  44.491311     0.6146    13.2557     5.1627      6.045    28.7671    38.1299 -9.990e-29
      6.097  44.491049     0.6356    13.2557     5.1611      6.049    28.7669    38.1296 -9.990e-29
      6.102  44.490938     0.6058    13.2557     5.1586      6.053    28.7668    38.1295 -9.990e-29
      6.107  44.491074     0.6014    13.2558     5.1619      6.058    28.7668    38.1296 -9.990e-29
