       PrdM    C0mS/cm    WetStar     Tv290C Sbeox0ML/L      DepSM  Sigma-é00      Sal00       Flag
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      3.700 -9.990e-29 -9.990e-29 -9.990e-29
      3.782  44.504241     0.0504    13.2975     5.1383      3.800    28.7361    38.1014 0.0000e+00
      3.931  44.504664     0.0367    13.2978     5.1388      3.900    28.7361    38.1013 0.0000e+00
      4.032  44.504936     0.0521    13.2980     5.1382      4.000    28.7361    38.1014 0.0000e+00
      4.133  44.505145     0.0523    13.2981     5.1389      4.100    28.7361    38.1014 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      4.200 -9.990e-29 -9.990e-29 -9.990e-29
      4.313  44.505429     0.0305    13.2984     5.1389      4.300    28.7360    38.1013 0.0000e+00
      4.435  44.505614     0.0664    13.2985     5.1405      4.400    28.7360    38.1014 0.0000e+00
      4.536  44.505813     0.0575    13.2986     5.1404      4.500    28.7359    38.1014 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      4.600 -9.990e-29 -9.990e-29 -9.990e-29
      4.719  44.506218     0.0482    13.2989     5.1381      4.700    28.7359    38.1014 0.0000e+00
      4.839  44.506392     0.0403    13.2990     5.1397      4.800    28.7359    38.1014 0.0000e+00
      4.940  44.506406     0.0473    13.2989     5.1431      4.900    28.7360    38.1015 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      5.000 -9.990e-29 -9.990e-29 -9.990e-29
      5.116  44.506145     0.0515    13.2986     5.1425      5.100    28.7360    38.1015 0.0000e+00
      5.242  44.505557     0.0536    13.2982     5.1375      5.200    28.7359    38.1012 0.0000e+00
      5.343  44.504883     0.0563    13.2977     5.1356      5.300    28.7358    38.1010 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      5.400 -9.990e-29 -9.990e-29 -9.990e-29
      5.502  44.503808     0.0471    13.2969     5.1310      5.500    28.7358    38.1007 0.0000e+00
      5.645  44.503024     0.1930    13.2962     5.1292      5.600    28.7359    38.1006 0.0000e+00
      5.746  44.502698     0.0800    13.2959     5.1251      5.700    28.7359    38.1005 0.0000e+00
      5.847  44.502492     0.0688    13.2957     5.1225      5.800    28.7360    38.1005 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      5.900 -9.990e-29 -9.990e-29 -9.990e-29
      6.029  44.502294     0.0714    13.2954     5.1281      6.000    28.7360    38.1006 0.0000e+00
      6.149  44.502222     0.0705    13.2952     5.1340      6.100    28.7361    38.1006 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      6.200 -9.990e-29 -9.990e-29 -9.990e-29
      6.315  44.502112     0.0615    13.2951     5.1356      6.300    28.7361    38.1006 0.0000e+00
      6.451  44.502057     0.0749    13.2950     5.1342      6.400    28.7361    38.1005 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      6.500 -9.990e-29 -9.990e-29 -9.990e-29
      6.606  44.502076     0.0748    13.2949     5.1395      6.600    28.7362    38.1006 0.0000e+00
      6.754  44.502146     0.0970    13.2949     5.1460      6.700    28.7362    38.1006 0.0000e+00
      6.855  44.502194     0.0894    13.2949     5.1428      6.800    28.7362    38.1006 0.0000e+00
      6.956  44.502243     0.0955    13.2949     5.1372      6.900    28.7362    38.1006 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      7.000 -9.990e-29 -9.990e-29 -9.990e-29
      7.119  44.502357     0.1201    13.2949     5.1313      7.100    28.7362    38.1006 0.0000e+00
      7.257  44.502477     0.1340    13.2949     5.1234      7.200    28.7362    38.1007 0.0000e+00
      7.358  44.502531     0.1272    13.2949     5.1345      7.300    28.7363    38.1007 0.0000e+00
      7.459  44.502569     0.1204    13.2949     5.1283      7.400    28.7363    38.1007 0.0000e+00
      7.560  44.502624     0.1289    13.2950     5.1267      7.500    28.7362    38.1006 0.0000e+00
      7.661  44.502693     0.1253    13.2950     5.1324      7.600    28.7362    38.1006 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      7.700 -9.990e-29 -9.990e-29 -9.990e-29
      7.816  44.502824     0.1710    13.2951     5.1359      7.800    28.7361    38.1006 0.0000e+00
      7.963  44.502965     0.1524    13.2951     5.1430      7.900    28.7362    38.1006 0.0000e+00
      8.064  44.503075     0.1655    13.2952     5.1410      8.000    28.7362    38.1006 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      8.100 -9.990e-29 -9.990e-29 -9.990e-29
      8.251  44.503271     0.1677    13.2952     5.1486      8.200    28.7362    38.1007 0.0000e+00
      8.367  44.503384     0.1478    13.2953     5.1424      8.300    28.7362    38.1007 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      8.400 -9.990e-29 -9.990e-29 -9.990e-29
      8.544  44.503547     0.1467    13.2953     5.1439      8.500    28.7362    38.1007 0.0000e+00
      8.669  44.503649     0.1487    13.2953     5.1457      8.600    28.7363    38.1008 0.0000e+00
      8.770  44.503733     0.1440    13.2953     5.1481      8.700    28.7363    38.1008 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      8.800 -9.990e-29 -9.990e-29 -9.990e-29
      8.948  44.503924     0.1456    13.2954     5.1493      8.900    28.7363    38.1008 0.0000e+00
      9.072  44.504060     0.1840    13.2954     5.1458      9.000    28.7364    38.1009 0.0000e+00
      9.173  44.504114     0.1714    13.2954     5.1472      9.100    28.7364    38.1009 0.0000e+00
      9.274  44.504087     0.1421    13.2953     5.1456      9.200    28.7364    38.1009 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      9.300 -9.990e-29 -9.990e-29 -9.990e-29
      9.425  44.503927     0.2009    13.2952     5.1411      9.400    28.7363    38.1008 0.0000e+00
      9.576  44.503782     0.1892    13.2951     5.1429      9.500    28.7363    38.1007 0.0000e+00
      9.677  44.503813     0.1894    13.2950     5.1309      9.600    28.7364    38.1008 0.0000e+00
      9.778  44.503861     0.1679    13.2950     5.1395      9.700    28.7364    38.1007 0.0000e+00
      9.879  44.503862     0.1754    13.2949     5.1423      9.800    28.7364    38.1008 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      9.900 -9.990e-29 -9.990e-29 -9.990e-29
     10.043  44.503812     0.1677    13.2949     5.1397     10.000    28.7363    38.1007 0.0000e+00
     10.181  44.503779     0.1889    13.2948     5.1426     10.100    28.7364    38.1007 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     10.200 -9.990e-29 -9.990e-29 -9.990e-29
     10.338  44.503784     0.1754    13.2947     5.1388     10.300    28.7364    38.1007 0.0000e+00
     10.484  44.503746     0.1817    13.2945     5.1370     10.400    28.7365    38.1008 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     10.500 -9.990e-29 -9.990e-29 -9.990e-29
     10.648  44.503628     0.1854    13.2943     5.1414     10.600    28.7366    38.1008 0.0000e+00
     10.786  44.503482     0.2066    13.2941     5.1461     10.700    28.7366    38.1008 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     10.800 -9.990e-29 -9.990e-29 -9.990e-29
     10.944  44.503262     0.2031    13.2938     5.1333     10.900    28.7367    38.1008 0.0000e+00
     11.088  44.503030     0.1759    13.2935     5.1380     11.000    28.7368    38.1009 0.0000e+00
     11.189  44.502849     0.2085    13.2932     5.1391     11.100    28.7369    38.1009 0.0000e+00
     11.290  44.502655     0.1855    13.2931     5.1367     11.200    28.7369    38.1008 0.0000e+00
     11.391  44.502499     0.1833    13.2929     5.1379     11.300    28.7369    38.1007 0.0000e+00
     11.492  44.502433     0.2175    13.2928     5.1379     11.400    28.7369    38.1008 0.0000e+00
     11.593  44.502473     0.2062    13.2927     5.1334     11.500    28.7370    38.1009 0.0000e+00
     11.693  44.502566     0.2016    13.2927     5.1329     11.600    28.7371    38.1010 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     11.700 -9.990e-29 -9.990e-29 -9.990e-29
     11.849  44.502674     0.2164    13.2926     5.1416     11.800    28.7372    38.1011 0.0000e+00
     11.995  44.502719     0.2014    13.2926     5.1423     11.900    28.7372    38.1010 0.0000e+00
     12.096  44.502754     0.2187    13.2926     5.1426     12.000    28.7372    38.1010 0.0000e+00
     12.197  44.502789     0.1946    13.2925     5.1423     12.100    28.7373    38.1011 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     12.200 -9.990e-29 -9.990e-29 -9.990e-29
     12.373  44.502854     0.1898    13.2925     5.1420     12.300    28.7372    38.1011 0.0000e+00
     12.500  44.502913     0.2090    13.2925     5.1431     12.400    28.7372    38.1011 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     12.500 -9.990e-29 -9.990e-29 -9.990e-29
     12.668  44.503004     0.1942    13.2925     5.1447     12.600    28.7373    38.1011 0.0000e+00
     12.802  44.503075     0.2030    13.2925     5.1418     12.700    28.7373    38.1011 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     12.800 -9.990e-29 -9.990e-29 -9.990e-29
     12.971  44.503187     0.2385    13.2926     5.1408     12.900    28.7372    38.1010 0.0000e+00
     13.105  44.503311     0.2286    13.2926     5.1423     13.000    28.7373    38.1011 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     13.100 -9.990e-29 -9.990e-29 -9.990e-29
     13.269  44.503463     0.2518    13.2927     5.1403     13.200    28.7372    38.1011 0.0000e+00
     13.407  44.503561     0.2433    13.2927     5.1365     13.300    28.7372    38.1011 0.0000e+00
     13.508  44.503632     0.2323    13.2927     5.1330     13.400    28.7373    38.1011 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     13.500 -9.990e-29 -9.990e-29 -9.990e-29
     13.686  44.503749     0.2540    13.2927     5.1238     13.600    28.7373    38.1012 0.0000e+00
     13.810  44.503812     0.2349    13.2927     5.1200     13.700    28.7373    38.1012 0.0000e+00
     13.911  44.503874     0.2426    13.2927     5.1220     13.800    28.7373    38.1012 0.0000e+00
     14.012  44.503953     0.2266    13.2928     5.1235     13.900    28.7373    38.1011 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     14.000 -9.990e-29 -9.990e-29 -9.990e-29
     14.178  44.504110     0.2462    13.2928     5.1271     14.100    28.7373    38.1012 0.0000e+00
     14.314  44.504253     0.2086    13.2929     5.1363     14.200    28.7373    38.1011 0.0000e+00
     14.415  44.504344     0.2476    13.2929     5.1415     14.300    28.7373    38.1012 0.0000e+00
     14.516  44.504418     0.2432    13.2930     5.1430     14.400    28.7372    38.1011 0.0000e+00
     14.617  44.504458     0.2565    13.2930     5.1450     14.500    28.7372    38.1011 0.0000e+00
     14.718  44.504474     0.2525    13.2929     5.1426     14.600    28.7373    38.1012 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     14.700 -9.990e-29 -9.990e-29 -9.990e-29
     14.890  44.504504     0.2518    13.2929     5.1382     14.800    28.7373    38.1011 0.0000e+00
     15.020  44.504566     0.2518    13.2929     5.1341     14.900    28.7373    38.1011 0.0000e+00
     15.121  44.504638     0.2468    13.2929     5.1365     15.000    28.7373    38.1012 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     15.100 -9.990e-29 -9.990e-29 -9.990e-29
     15.293  44.504766     0.2440    13.2929     5.1304     15.200    28.7373    38.1012 0.0000e+00
     15.423  44.504824     0.2359    13.2928     5.1291     15.300    28.7374    38.1013 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     15.400 -9.990e-29 -9.990e-29 -9.990e-29
     15.574  44.504803     0.2418    13.2927     5.1314     15.500    28.7375    38.1013 0.0000e+00
     15.725  44.504663     0.2346    13.2925     5.1366     15.600    28.7375    38.1013 0.0000e+00
     15.826  44.504544     0.2166    13.2923     5.1396     15.700    28.7376    38.1013 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     15.800 -9.990e-29 -9.990e-29 -9.990e-29
     15.980  44.504418     0.2628    13.2922     5.1399     15.900    28.7375    38.1013 0.0000e+00
     16.128  44.504342     0.2334    13.2920     5.1393     16.000    28.7376    38.1013 0.0000e+00
     16.229  44.504314     0.2471    13.2919     5.1424     16.100    28.7377    38.1013 0.0000e+00
     16.330  44.504315     0.2644    13.2919     5.1456     16.200    28.7376    38.1013 0.0000e+00
     16.431  44.504309     0.2499    13.2918     5.1487     16.300    28.7377    38.1013 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     16.400 -9.990e-29 -9.990e-29 -9.990e-29
     16.597  44.504276     0.2208    13.2918     5.1512     16.500    28.7376    38.1012 0.0000e+00
     16.733  44.504271     0.2315    13.2917     5.1485     16.600    28.7377    38.1013 0.0000e+00
     16.834  44.504311     0.2345    13.2917     5.1491     16.700    28.7377    38.1013 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     16.800 -9.990e-29 -9.990e-29 -9.990e-29
     16.992  44.504386     0.2385    13.2917     5.1406     16.900    28.7377    38.1013 0.0000e+00
     17.137  44.504462     0.2609    13.2917     5.1429     17.000    28.7377    38.1013 0.0000e+00
     17.238  44.504514     0.2645    13.2917     5.1444     17.100    28.7377    38.1013 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     17.200 -9.990e-29 -9.990e-29 -9.990e-29
     17.428  44.504627     0.2739    13.2918     5.1436     17.300    28.7376    38.1012 0.0000e+00
     17.540  44.504704     0.2635    13.2918     5.1397     17.400    28.7376    38.1012 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     17.500 -9.990e-29 -9.990e-29 -9.990e-29
     17.710  44.504829     0.2396    13.2918     5.1370     17.600    28.7377    38.1013 0.0000e+00
     17.842  44.504923     0.2516    13.2918     5.1431     17.700    28.7377    38.1013 0.0000e+00
     17.943  44.504982     0.2385    13.2919     5.1453     17.800    28.7376    38.1012 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     17.900 -9.990e-29 -9.990e-29 -9.990e-29
     18.104  44.505047     0.2916    13.2919     5.1441     18.000    28.7376    38.1012 0.0000e+00
     18.245  44.505083     0.2615    13.2919     5.1403     18.100    28.7376    38.1012 0.0000e+00
     18.347  44.505101     0.2639    13.2919     5.1387     18.200    28.7376    38.1011 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     18.300 -9.990e-29 -9.990e-29 -9.990e-29
     18.503  44.505149     0.2473    13.2918     5.1403     18.400    28.7377    38.1012 0.0000e+00
     18.649  44.505236     0.2497    13.2918     5.1435     18.500    28.7377    38.1012 0.0000e+00
     18.750  44.505304     0.3151    13.2918     5.1390     18.600    28.7377    38.1012 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     18.700 -9.990e-29 -9.990e-29 -9.990e-29
     18.921  44.505419     0.2606    13.2918     5.1345     18.800    28.7377    38.1013 0.0000e+00
     19.052  44.505500     0.2833    13.2918     5.1342     18.900    28.7377    38.1013 0.0000e+00
     19.153  44.505557     0.2972    13.2918     5.1337     19.000    28.7377    38.1013 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     19.100 -9.990e-29 -9.990e-29 -9.990e-29
     19.307  44.505651     0.2982    13.2918     5.1338     19.200    28.7378    38.1013 0.0000e+00
     19.455  44.505756     0.2521    13.2919     5.1372     19.300    28.7377    38.1012 0.0000e+00
     19.556  44.505835     0.2678    13.2919     5.1337     19.400    28.7377    38.1013 0.0000e+00
     19.657  44.505946     0.2460    13.2920     5.1344     19.500    28.7377    38.1012 0.0000e+00
     19.758  44.506068     0.2568    13.2921     5.1411     19.600    28.7377    38.1012 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     19.700 -9.990e-29 -9.990e-29 -9.990e-29
     19.921  44.506261     0.2883    13.2921     5.1427     19.800    28.7377    38.1013 0.0000e+00
     20.060  44.506418     0.2735    13.2922     5.1487     19.900    28.7377    38.1013 0.0000e+00
     20.161  44.506525     0.2681    13.2922     5.1448     20.000    28.7378    38.1014 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     20.100 -9.990e-29 -9.990e-29 -9.990e-29
     20.342  44.506724     0.2617    13.2923     5.1392     20.200    28.7377    38.1014 0.0000e+00
     20.464  44.506862     0.2527    13.2924     5.1390     20.300    28.7377    38.1014 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     20.400 -9.990e-29 -9.990e-29 -9.990e-29
     20.640  44.507075     0.2772    13.2925     5.1376     20.500    28.7377    38.1014 0.0000e+00
     20.766  44.507226     0.2716    13.2926     5.1316     20.600    28.7377    38.1014 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     20.700 -9.990e-29 -9.990e-29 -9.990e-29
     20.930  44.507410     0.2695    13.2927     5.1277     20.800    28.7377    38.1014 0.0000e+00
     21.068  44.507554     0.2751    13.2927     5.1298     20.900    28.7377    38.1014 0.0000e+00
     21.169  44.507662     0.2611    13.2928     5.1311     21.000    28.7377    38.1014 0.0000e+00
     21.270  44.507759     0.2716    13.2928     5.1341     21.100    28.7377    38.1015 0.0000e+00
     21.371  44.507825     0.2668    13.2928     5.1364     21.200    28.7377    38.1015 0.0000e+00
     21.472  44.507828     0.3156    13.2928     5.1375     21.300    28.7377    38.1014 0.0000e+00
     21.573  44.507783     0.3132    13.2927     5.1405     21.400    28.7377    38.1014 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     21.500 -9.990e-29 -9.990e-29 -9.990e-29
     21.734  44.507772     0.2440    13.2927     5.1415     21.600    28.7377    38.1013 0.0000e+00
     21.875  44.507897     0.2830    13.2927     5.1407     21.700    28.7377    38.1014 0.0000e+00
     21.976  44.507996     0.2608    13.2927     5.1373     21.800    28.7378    38.1015 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     21.900 -9.990e-29 -9.990e-29 -9.990e-29
     22.159  44.508149     0.2440    13.2927     5.1349     22.000    28.7378    38.1015 0.0000e+00
     22.278  44.508227     0.2481    13.2927     5.1352     22.100    28.7378    38.1015 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     22.200 -9.990e-29 -9.990e-29 -9.990e-29
     22.487  44.508350     0.2639    13.2927     5.1325     22.300    28.7379    38.1015 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     22.400 -9.990e-29 -9.990e-29 -9.990e-29
     22.649  44.508432     0.2894    13.2927     5.1369     22.500    28.7379    38.1016 0.0000e+00
     22.782  44.508483     0.2817    13.2926     5.1339     22.600    28.7380    38.1016 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     22.700 -9.990e-29 -9.990e-29 -9.990e-29
     22.944  44.508533     0.3015    13.2926     5.1371     22.800    28.7379    38.1016 0.0000e+00
     23.084  44.508571     0.2741    13.2926     5.1400     22.900    28.7379    38.1016 0.0000e+00
     23.185  44.508602     0.2926    13.2926     5.1413     23.000    28.7379    38.1016 0.0000e+00
     23.286  44.508646     0.3061    13.2926     5.1388     23.100    28.7379    38.1016 0.0000e+00
     23.387  44.508713     0.2802    13.2926     5.1355     23.200    28.7379    38.1016 0.0000e+00
     23.488  44.508787     0.2649    13.2926     5.1379     23.300    28.7380    38.1016 0.0000e+00
     23.589  44.508827     0.3241    13.2926     5.1360     23.400    28.7379    38.1016 0.0000e+00
     23.690  44.508848     0.2749    13.2926     5.1337     23.500    28.7379    38.1016 0.0000e+00
     23.790  44.508884     0.2738    13.2926     5.1335     23.600    28.7379    38.1016 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     23.700 -9.990e-29 -9.990e-29 -9.990e-29
     23.960  44.508974     0.2562    13.2926     5.1331     23.800    28.7379    38.1016 0.0000e+00
     24.093  44.509060     0.2593    13.2926     5.1374     23.900    28.7380    38.1016 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     24.000 -9.990e-29 -9.990e-29 -9.990e-29
     24.251  44.509196     0.2496    13.2927     5.1405     24.100    28.7379    38.1016 0.0000e+00
     24.395  44.509339     0.2859    13.2927     5.1409     24.200    28.7380    38.1016 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     24.300 -9.990e-29 -9.990e-29 -9.990e-29
     24.571  44.509495     0.2728    13.2927     5.1413     24.400    28.7380    38.1017 0.0000e+00
     24.698  44.509568     0.2649    13.2926     5.1422     24.500    28.7381    38.1018 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     24.600 -9.990e-29 -9.990e-29 -9.990e-29
     24.885  44.509642     0.2872    13.2926     5.1414     24.700    28.7381    38.1018 0.0000e+00
     25.000  44.509681     0.2646    13.2926     5.1408     24.800    28.7381    38.1018 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     24.900 -9.990e-29 -9.990e-29 -9.990e-29
     25.168  44.509765     0.3613    13.2926     5.1397     25.000    28.7381    38.1018 0.0000e+00
     25.302  44.509870     0.2732    13.2926     5.1380     25.100    28.7382    38.1018 0.0000e+00
     25.403  44.509962     0.2695    13.2926     5.1373     25.200    28.7382    38.1019 0.0000e+00
     25.504  44.510057     0.2595    13.2927     5.1382     25.300    28.7382    38.1018 0.0000e+00
     25.605  44.510153     0.2535    13.2928     5.1384     25.400    28.7381    38.1018 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     25.500 -9.990e-29 -9.990e-29 -9.990e-29
     25.765  44.510316     0.2628    13.2929     5.1410     25.600    28.7381    38.1017 0.0000e+00
     25.907  44.510464     0.2893    13.2930     5.1430     25.700    28.7380    38.1017 0.0000e+00
     26.008  44.510579     0.2663    13.2930     5.1456     25.800    28.7381    38.1018 0.0000e+00
     26.109  44.510704     0.2595    13.2931     5.1405     25.900    28.7381    38.1018 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     26.000 -9.990e-29 -9.990e-29 -9.990e-29
     26.285  44.510930     0.2529    13.2932     5.1381     26.100    28.7380    38.1018 0.0000e+00
     26.411  44.511102     0.3366    13.2933     5.1341     26.200    28.7380    38.1018 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     26.300 -9.990e-29 -9.990e-29 -9.990e-29
     26.583  44.511337     0.2429    13.2934     5.1320     26.400    28.7381    38.1018 0.0000e+00
     26.714  44.511494     0.3235    13.2935     5.1324     26.500    28.7380    38.1018 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     26.600 -9.990e-29 -9.990e-29 -9.990e-29
     26.875  44.511611     0.2728    13.2935     5.1355     26.700    28.7381    38.1019 0.0000e+00
     27.016  44.511587     0.2626    13.2934     5.1347     26.800    28.7381    38.1019 0.0000e+00
     27.117  44.511524     0.2932    13.2933     5.1375     26.900    28.7381    38.1018 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     27.000 -9.990e-29 -9.990e-29 -9.990e-29
     27.273  44.511432     0.3790    13.2933     5.1423     27.100    28.7380    38.1017 0.0000e+00
     27.419  44.511328     0.2511    13.2932     5.1437     27.200    28.7380    38.1017 0.0000e+00
     27.520  44.511220     0.2611    13.2930     5.1444     27.300    28.7380    38.1017 0.0000e+00
     27.621  44.511128     0.2793    13.2929     5.1420     27.400    28.7380    38.1016 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     27.500 -9.990e-29 -9.990e-29 -9.990e-29
     27.809  44.511020     0.3015    13.2928     5.1394     27.600    28.7380    38.1016 0.0000e+00
     27.924  44.511012     0.2706    13.2927     5.1373     27.700    28.7381    38.1016 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     27.800 -9.990e-29 -9.990e-29 -9.990e-29
     28.099  44.511040     0.2761    13.2926     5.1355     27.900    28.7381    38.1017 0.0000e+00
     28.226  44.511081     0.2656    13.2926     5.1325     28.000    28.7381    38.1016 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     28.100 -9.990e-29 -9.990e-29 -9.990e-29
