       PrdM    C0mS/cm    WetStar     Tv290C Sbeox0ML/L      DepSM  Sigma-é00      Sal00       Flag
      6.761  44.478977     0.3845    13.2651     5.1598      6.707    28.7484    38.1083 -9.990e-29
      6.753  44.478840     0.3923    13.2653     5.1630      6.699    28.7481    38.1079 -9.990e-29
      6.745  44.478930     0.3657    13.2657     5.1635      6.691    28.7478    38.1076 -9.990e-29
      6.739  44.479243     0.3923    13.2662     5.1656      6.685    28.7475    38.1074 -9.990e-29
      6.736  44.479780     0.3845    13.2668     5.1668      6.682    28.7473    38.1073 -9.990e-29
      6.736  44.480329     0.3701    13.2674     5.1641      6.682    28.7471    38.1073 -9.990e-29
      6.741  44.480828     0.3746    13.2681     5.1622      6.687    28.7468    38.1070 -9.990e-29
      6.749  44.481354     0.3823    13.2688     5.1646      6.695    28.7465    38.1068 -9.990e-29
      6.760  44.481803     0.4044    13.2693     5.1633      6.706    28.7463    38.1068 -9.990e-29
      6.770  44.482015     0.3735    13.2696     5.1619      6.716    28.7462    38.1067 -9.990e-29
      6.778  44.481966     0.3635    13.2696     5.1620      6.724    28.7461    38.1066 -9.990e-29
      6.783  44.481686     0.4022    13.2693     5.1659      6.729    28.7462    38.1066 -9.990e-29
      6.782  44.481213     0.3779    13.2690     5.1654      6.728    28.7462    38.1065 -9.990e-29
      6.777  44.480681     0.3746    13.2686     5.1625      6.723    28.7462    38.1064 -9.990e-29
      6.766  44.480383     0.3635    13.2685     5.1617      6.712    28.7461    38.1062 -9.990e-29
      6.754  44.480478     0.3923    13.2686     5.1561      6.700    28.7460    38.1062 -9.990e-29
      6.742  44.480853     0.3657    13.2691     5.1563      6.688    28.7458    38.1061 -9.990e-29
      6.733  44.481350     0.3524    13.2697     5.1542      6.679    28.7456    38.1059 -9.990e-29
      6.730  44.481851     0.3513    13.2704     5.1553      6.676    28.7453    38.1057 -9.990e-29
      6.735  44.482286     0.3502    13.2710     5.1519      6.681    28.7450    38.1055 -9.990e-29
      6.747  44.482722     0.3845    13.2715     5.1510      6.693    28.7448    38.1054 -9.990e-29
      6.763  44.483074     0.3613    13.2717     5.1562      6.709    28.7449    38.1056 -9.990e-29
      6.781  44.483136     0.3558    13.2716     5.1583      6.727    28.7450    38.1057 -9.990e-29
      6.796  44.482883     0.3679    13.2711     5.1614      6.742    28.7453    38.1060 -9.990e-29
      6.807  44.482415     0.3834    13.2706     5.1660      6.753    28.7455    38.1060 -9.990e-29
      6.810  44.481831     0.3646    13.2701     5.1677      6.756    28.7455    38.1060 -9.990e-29
      6.804  44.481347     0.4221    13.2699     5.1669      6.750    28.7454    38.1057 -9.990e-29
      6.791  44.481181     0.3956    13.2699     5.1650      6.737    28.7453    38.1055 -9.990e-29
      6.772  44.481331     0.3967    13.2702     5.1659      6.718    28.7451    38.1054 -9.990e-29
      6.752  44.481553     0.3712    13.2705     5.1675      6.698    28.7450    38.1053 -9.990e-29
      6.733  44.481688     0.3558    13.2707     5.1660      6.679    28.7449    38.1053 -9.990e-29
      6.720  44.481790     0.3967    13.2709     5.1722      6.667    28.7448    38.1052 -9.990e-29
      6.715  44.481946     0.3746    13.2710     5.1680      6.662    28.7448    38.1052 -9.990e-29
      6.719  44.482196     0.3845    13.2710     5.1675      6.666    28.7450    38.1054 -9.990e-29
      6.730  44.482464     0.3845    13.2707     5.1699      6.676    28.7454    38.1060 -9.990e-29
      6.745  44.482492     0.4465    13.2701     5.1677      6.691    28.7461    38.1066 -9.990e-29
      6.760  44.482158     0.3878    13.2692     5.1652      6.706    28.7467    38.1072 -9.990e-29
      6.772  44.481634     0.3657    13.2683     5.1620      6.718    28.7472    38.1076 -9.990e-29
      6.780  44.481093     0.4443    13.2676     5.1629      6.726    28.7475    38.1078 -9.990e-29
      6.781  44.480614     0.3668    13.2672     5.1604      6.727    28.7475    38.1077 -9.990e-29
      6.776  44.480304     0.3303    13.2672     5.1642      6.722    28.7473    38.1074 -9.990e-29
      6.768  44.480283     0.3823    13.2675     5.1684      6.714    28.7470    38.1071 -9.990e-29
      6.757  44.480508     0.3613    13.2680     5.1690      6.703    28.7467    38.1068 -9.990e-29
      6.748  44.480782     0.3392    13.2685     5.1738      6.694    28.7464    38.1066 -9.990e-29
      6.743  44.480952     0.3646    13.2689     5.1734      6.689    28.7461    38.1064 -9.990e-29
      6.744  44.481077     0.3547    13.2691     5.1742      6.690    28.7460    38.1063 -9.990e-29
      6.751  44.481378     0.3712    13.2693     5.1689      6.697    28.7460    38.1064 -9.990e-29
      6.762  44.481809     0.4255    13.2694     5.1726      6.708    28.7462    38.1067 -9.990e-29
      6.775  44.482074     0.4210    13.2694     5.1666      6.721    28.7464    38.1069 -9.990e-29
      6.786  44.482026     0.3812    13.2692     5.1654      6.732    28.7466    38.1071 -9.990e-29
      6.792  44.481766     0.3978    13.2690     5.1645      6.738    28.7466    38.1070 -9.990e-29
      6.791  44.481433     0.3889    13.2689     5.1668      6.737    28.7464    38.1068 -9.990e-29
      6.784  44.481170     0.3724    13.2689     5.1676      6.730    28.7462    38.1065 -9.990e-29
      6.772  44.481102     0.3934    13.2691     5.1684      6.718    28.7460    38.1063 -9.990e-29
      6.758  44.481165     0.3923    13.2694     5.1654      6.704    28.7458    38.1060 -9.990e-29
      6.744  44.481204     0.3635    13.2696     5.1648      6.690    28.7456    38.1059 -9.990e-29
      6.733  44.481206     0.3934    13.2696     5.1591      6.679    28.7456    38.1059 -9.990e-29
      6.726  44.481266     0.3535    13.2696     5.1584      6.673    28.7456    38.1060 -9.990e-29
      6.726  44.481460     0.3613    13.2697     5.1577      6.673    28.7457    38.1060 -9.990e-29
      6.731  44.481799     0.3856    13.2699     5.1587      6.677    28.7457    38.1062 -9.990e-29
      6.742  44.482214     0.3657    13.2702     5.1617      6.688    28.7458    38.1063 -9.990e-29
      6.756  44.482589     0.4011    13.2704     5.1674      6.702    28.7458    38.1064 -9.990e-29
      6.773  44.482789     0.3867    13.2705     5.1675      6.719    28.7459    38.1065 -9.990e-29
      6.790  44.482781     0.3790    13.2704     5.1700      6.736    28.7460    38.1066 -9.990e-29
      6.804  44.482650     0.3712    13.2703     5.1699      6.750    28.7460    38.1065 -9.990e-29
      6.815  44.482375     0.3469    13.2700     5.1732      6.761    28.7460    38.1066 -9.990e-29
      6.819  44.481949     0.3657    13.2697     5.1698      6.765    28.7460    38.1065 -9.990e-29
      6.817  44.481480     0.3989    13.2694     5.1711      6.763    28.7460    38.1063 -9.990e-29
      6.810  44.481112     0.3668    13.2692     5.1673      6.756    28.7459    38.1062 -9.990e-29
      6.797  44.480949     0.3812    13.2692     5.1627      6.743    28.7458    38.1060 -9.990e-29
      6.782  44.480985     0.3768    13.2693     5.1642      6.728    28.7457    38.1060 -9.990e-29
      6.765  44.481112     0.4177    13.2694     5.1655      6.711    28.7457    38.1060 -9.990e-29
      6.750  44.481288     0.3923    13.2696     5.1608      6.696    28.7457    38.1060 -9.990e-29
      6.738  44.481554     0.3823    13.2700     5.1636      6.684    28.7455    38.1058 -9.990e-29
      6.731  44.481918     0.3735    13.2704     5.1644      6.677    28.7453    38.1058 -9.990e-29
      6.729  44.482292     0.3978    13.2706     5.1617      6.676    28.7454    38.1059 -9.990e-29
      6.732  44.482505     0.4022    13.2706     5.1657      6.678    28.7456    38.1061 -9.990e-29
      6.739  44.482474     0.4000    13.2703     5.1638      6.685    28.7458    38.1064 -9.990e-29
      6.748  44.482254     0.5206    13.2697     5.1631      6.694    28.7463    38.1068 -9.990e-29
      6.756  44.481919     0.4354    13.2690     5.1672      6.702    28.7467    38.1072 -9.990e-29
      6.763  44.481508     0.4066    13.2682     5.1653      6.709    28.7472    38.1076 -9.990e-29
      6.767  44.481007     0.3779    13.2675     5.1610      6.713    28.7475    38.1078 -9.990e-29
      6.767  44.480411     0.3867    13.2669     5.1637      6.713    28.7477    38.1078 -9.990e-29
      6.764  44.479945     0.3845    13.2667     5.1622      6.710    28.7475    38.1076 -9.990e-29
      6.757  44.479904     0.3801    13.2670     5.1587      6.703    28.7472    38.1072 -9.990e-29
      6.750  44.480289     0.3856    13.2678     5.1599      6.696    28.7467    38.1068 -9.990e-29
      6.743  44.480932     0.3790    13.2689     5.1607      6.689    28.7461    38.1063 -9.990e-29
      6.739  44.481672     0.3602    13.2702     5.1651      6.685    28.7453    38.1057 -9.990e-29
      6.739  44.482303     0.3978    13.2713     5.1625      6.685    28.7447    38.1052 -9.990e-29
      6.744  44.482788     0.3889    13.2722     5.1624      6.690    28.7442    38.1048 -9.990e-29
      6.753  44.483309     0.4011    13.2730     5.1600      6.699    28.7438    38.1045 -9.990e-29
      6.767  44.483905     0.4409    13.2737     5.1572      6.713    28.7435    38.1044 -9.990e-29
      6.783  44.484375     0.4000    13.2743     5.1544      6.729    28.7433    38.1042 -9.990e-29
      6.798  44.484621     0.4011    13.2747     5.1497      6.744    28.7431    38.1040 -9.990e-29
      6.811  44.484711     0.3768    13.2750     5.1516      6.757    28.7428    38.1038 -9.990e-29
      6.819  44.484641     0.4166    13.2751     5.1527      6.765    28.7427    38.1036 -9.990e-29
      6.821  44.484404     0.4465    13.2753     5.1549      6.767    28.7423    38.1032 -9.990e-29
      6.817  44.484149     0.3956    13.2754     5.1508      6.763    28.7420    38.1029 -9.990e-29
      6.809  44.484095     0.3945    13.2757     5.1573      6.755    28.7417    38.1025 -9.990e-29
      6.798  44.484191     0.3967    13.2759     5.1599      6.744    28.7416    38.1024 -9.990e-29
      6.787  44.484293     0.3812    13.2762     5.1585      6.733    28.7414    38.1022 -9.990e-29
      6.778  44.484396     0.3768    13.2764     5.1594      6.724    28.7412    38.1021 -9.990e-29
      6.771  44.484597     0.4033    13.2768     5.1608      6.717    28.7410    38.1019 -9.990e-29
      6.767  44.484885     0.3580    13.2772     5.1599      6.713    28.7408    38.1018 -9.990e-29
      6.766  44.485153     0.3336    13.2775     5.1617      6.712    28.7407    38.1017 -9.990e-29
      6.766  44.485313     0.3480    13.2777     5.1603      6.712    28.7406    38.1017 -9.990e-29
      6.767  44.485282     0.3569    13.2777     5.1595      6.713    28.7406    38.1017 -9.990e-29
      6.768  44.485056     0.3635    13.2775     5.1624      6.714    28.7406    38.1016 -9.990e-29
      6.767  44.484728     0.3701    13.2773     5.1572      6.713    28.7406    38.1015 -9.990e-29
      6.764  44.484333     0.3624    13.2770     5.1545      6.710    28.7406    38.1015 -9.990e-29
      6.760  44.483913     0.3768    13.2767     5.1555      6.706    28.7406    38.1013 -9.990e-29
      6.756  44.483613     0.3635    13.2765     5.1505      6.702    28.7406    38.1013 -9.990e-29
      6.752  44.483578     0.3370    13.2765     5.1502      6.698    28.7405    38.1012 -9.990e-29
      6.749  44.483755     0.4033    13.2765     5.1482      6.695    28.7407    38.1014 -9.990e-29
      6.749  44.483999     0.3635    13.2766     5.1489      6.695    28.7407    38.1015 -9.990e-29
      6.751  44.484208     0.3414    13.2766     5.1466      6.697    28.7409    38.1017 -9.990e-29
      6.756  44.484362     0.3314    13.2765     5.1533      6.702    28.7411    38.1020 -9.990e-29
      6.763  44.484438     0.3436    13.2762     5.1557      6.709    28.7415    38.1024 -9.990e-29
      6.773  44.484430     0.3635    13.2759     5.1580      6.719    28.7418    38.1026 -9.990e-29
      6.782  44.484359     0.3436    13.2755     5.1612      6.728    28.7421    38.1030 -9.990e-29
      6.792  44.484233     0.3502    13.2750     5.1608      6.738    28.7425    38.1034 -9.990e-29
      6.799  44.484049     0.3558    13.2746     5.1646      6.745    28.7427    38.1036 -9.990e-29
      6.804  44.483773     0.3204    13.2741     5.1626      6.750    28.7430    38.1038 -9.990e-29
      6.805  44.483360     0.3292    13.2736     5.1600      6.751    28.7432    38.1039 -9.990e-29
      6.803  44.482821     0.3370    13.2730     5.1571      6.749    28.7434    38.1040 -9.990e-29
      6.797  44.482325     0.3314    13.2726     5.1530      6.743    28.7434    38.1039 -9.990e-29
      6.790  44.482031     0.3414    13.2722     5.1489      6.736    28.7436    38.1040 -9.990e-29
      6.782  44.481945     0.3403    13.2719     5.1548      6.728    28.7439    38.1043 -9.990e-29
      6.775  44.481968     0.3535    13.2717     5.1529      6.721    28.7441    38.1045 -9.990e-29
      6.770  44.482004     0.3336    13.2715     5.1599      6.716    28.7443    38.1047 -9.990e-29
      6.768  44.482055     0.3547    13.2713     5.1601      6.714    28.7445    38.1050 -9.990e-29
      6.768  44.482194     0.3469    13.2712     5.1651      6.714    28.7447    38.1052 -9.990e-29
      6.771  44.482432     0.3547    13.2712     5.1633      6.717    28.7449    38.1054 -9.990e-29
      6.774  44.482658     0.3967    13.2712     5.1665      6.720    28.7451    38.1057 -9.990e-29
      6.777  44.482708     0.3845    13.2711     5.1678      6.723    28.7452    38.1058 -9.990e-29
      6.778  44.482497     0.3657    13.2709     5.1672      6.724    28.7453    38.1058 -9.990e-29
      6.778  44.482050     0.3856    13.2706     5.1717      6.724    28.7452    38.1057 -9.990e-29
      6.776  44.481512     0.3292    13.2702     5.1719      6.722    28.7452    38.1056 -9.990e-29
      6.774  44.481109     0.3657    13.2699     5.1794      6.720    28.7452    38.1055 -9.990e-29
      6.772  44.480950     0.4055    13.2697     5.1795      6.718    28.7453    38.1055 -9.990e-29
      6.771  44.480964     0.3602    13.2695     5.1786      6.717    28.7455    38.1057 -9.990e-29
      6.773  44.481051     0.5040    13.2692     5.1705      6.719    28.7459    38.1061 -9.990e-29
      6.778  44.481191     0.3624    13.2689     5.1678      6.724    28.7463    38.1066 -9.990e-29
      6.785  44.481375     0.3735    13.2686     5.1621      6.731    28.7467    38.1070 -9.990e-29
      6.794  44.481517     0.3978    13.2682     5.1580      6.740    28.7472    38.1076 -9.990e-29
      6.804  44.481553     0.3834    13.2677     5.1554      6.750    28.7477    38.1081 -9.990e-29
      6.812  44.481504     0.4011    13.2673     5.1547      6.758    28.7481    38.1085 -9.990e-29
      6.817  44.481357     0.3779    13.2668     5.1530      6.763    28.7485    38.1088 -9.990e-29
      6.819  44.481020     0.3657    13.2663     5.1533      6.765    28.7487    38.1090 -9.990e-29
      6.817  44.480465     0.3447    13.2658     5.1578      6.763    28.7488    38.1090 -9.990e-29
      6.811  44.479873     0.3746    13.2654     5.1613      6.757    28.7487    38.1088 -9.990e-29
      6.802  44.479505     0.3580    13.2651     5.1664      6.748    28.7488    38.1088 -9.990e-29
      6.792  44.479445     0.3967    13.2651     5.1704      6.738    28.7487    38.1087 -9.990e-29
      6.781  44.479538     0.4443    13.2652     5.1705      6.727    28.7487    38.1087 -9.990e-29
      6.772  44.479684     0.6102    13.2654     5.1685      6.718    28.7486    38.1086 -9.990e-29
      6.766  44.479877     0.4509    13.2655     5.1687      6.712    28.7487    38.1087 -9.990e-29
      6.763  44.480143     0.4000    13.2657     5.1705      6.709    28.7487    38.1088 -9.990e-29
      6.764  44.480467     0.4420    13.2659     5.1662      6.710    28.7487    38.1089 -9.990e-29
      6.768  44.480812     0.3856    13.2661     5.1676      6.714    28.7488    38.1090 -9.990e-29
      6.774  44.481161     0.3867    13.2666     5.1672      6.720    28.7485    38.1088 -9.990e-29
      6.782  44.481486     0.4420    13.2671     5.1598      6.728    28.7483    38.1087 -9.990e-29
      6.792  44.481789     0.4243    13.2676     5.1611      6.738    28.7480    38.1084 -9.990e-29
      6.801  44.482043     0.3923    13.2681     5.1651      6.747    28.7477    38.1082 -9.990e-29
      6.810  44.482207     0.3923    13.2685     5.1617      6.756    28.7474    38.1079 -9.990e-29
      6.816  44.482260     0.4022    13.2689     5.1561      6.762    28.7470    38.1076 -9.990e-29
      6.820  44.482187     0.4299    13.2691     5.1581      6.766    28.7468    38.1073 -9.990e-29
      6.818  44.482027     0.4155    13.2693     5.1503      6.764    28.7465    38.1069 -9.990e-29
      6.813  44.481848     0.4022    13.2696     5.1535      6.759    28.7460    38.1065 -9.990e-29
      6.804  44.481773     0.4487    13.2699     5.1536      6.750    28.7457    38.1061 -9.990e-29
      6.792  44.481888     0.4044    13.2704     5.1508      6.738    28.7453    38.1057 -9.990e-29
      6.781  44.482129     0.4155    13.2709     5.1551      6.727    28.7450    38.1055 -9.990e-29
      6.772  44.482412     0.4199    13.2714     5.1595      6.718    28.7447    38.1052 -9.990e-29
      6.765  44.482669     0.3967    13.2718     5.1642      6.711    28.7445    38.1051 -9.990e-29
      6.761  44.482854     0.4011    13.2722     5.1651      6.707    28.7442    38.1049 -9.990e-29
      6.760  44.483013     0.3701    13.2725     5.1689      6.706    28.7441    38.1047 -9.990e-29
      6.763  44.483199     0.3967    13.2729     5.1651      6.709    28.7438    38.1045 -9.990e-29
      6.769  44.483418     0.3779    13.2733     5.1642      6.715    28.7436    38.1043 -9.990e-29
      6.778  44.483701     0.3646    13.2737     5.1627      6.724    28.7434    38.1042 -9.990e-29
      6.789  44.483999     0.4044    13.2741     5.1610      6.735    28.7432    38.1040 -9.990e-29
      6.800  44.484224     0.4188    13.2744     5.1555      6.746    28.7431    38.1039 -9.990e-29
      6.811  44.484337     0.3867    13.2746     5.1560      6.757    28.7430    38.1038 -9.990e-29
      6.820  44.484332     0.3414    13.2747     5.1562      6.766    28.7429    38.1037 -9.990e-29
      6.826  44.484228     0.3845    13.2747     5.1507      6.772    28.7428    38.1036 -9.990e-29
      6.827  44.484010     0.3823    13.2745     5.1509      6.773    28.7428    38.1036 -9.990e-29
      6.825  44.483645     0.3856    13.2741     5.1498      6.771    28.7429    38.1037 -9.990e-29
      6.819  44.483225     0.3812    13.2738     5.1476      6.765    28.7429    38.1036 -9.990e-29
      6.810  44.482907     0.3812    13.2734     5.1476      6.756    28.7431    38.1037 -9.990e-29
      6.799  44.482666     0.3558    13.2731     5.1477      6.745    28.7432    38.1038 -9.990e-29
      6.787  44.482365     0.3480    13.2728     5.1523      6.733    28.7433    38.1038 -9.990e-29
      6.775  44.482041     0.3547    13.2725     5.1573      6.721    28.7433    38.1038 -9.990e-29
      6.765  44.481851     0.3701    13.2724     5.1572      6.711    28.7433    38.1037 -9.990e-29
      6.758  44.481904     0.3845    13.2724     5.1569      6.704    28.7433    38.1037 -9.990e-29
      6.754  44.482154     0.3403    13.2725     5.1545      6.700    28.7434    38.1039 -9.990e-29
      6.756  44.482479     0.3547    13.2726     5.1550      6.702    28.7436    38.1041 -9.990e-29
      6.762  44.482828     0.3502    13.2728     5.1544      6.708    28.7436    38.1042 -9.990e-29
      6.772  44.483155     0.3735    13.2731     5.1532      6.718    28.7436    38.1042 -9.990e-29
      6.784  44.483423     0.3491    13.2733     5.1494      6.730    28.7436    38.1043 -9.990e-29
      6.796  44.483626     0.3392    13.2735     5.1551      6.742    28.7435    38.1043 -9.990e-29
      6.808  44.483738     0.3347    13.2736     5.1648      6.754    28.7435    38.1043 -9.990e-29
      6.819  44.483776     0.3845    13.2737     5.1668      6.765    28.7434    38.1042 -9.990e-29
      6.828  44.483789     0.4321    13.2738     5.1650      6.774    28.7433    38.1041 -9.990e-29
      6.835  44.483767     0.3613    13.2739     5.1698      6.781    28.7432    38.1040 -9.990e-29
      6.839  44.483641     0.4122    13.2738     5.1702      6.785    28.7432    38.1040 -9.990e-29
      6.839  44.483370     0.3801    13.2737     5.1706      6.785    28.7431    38.1038 -9.990e-29
      6.836  44.482979     0.3580    13.2734     5.1714      6.782    28.7431    38.1037 -9.990e-29
      6.830  44.482524     0.3569    13.2730     5.1661      6.776    28.7432    38.1037 -9.990e-29
      6.822  44.482091     0.3668    13.2726     5.1620      6.768    28.7433    38.1037 -9.990e-29
      6.812  44.481831     0.3878    13.2724     5.1563      6.758    28.7433    38.1036 -9.990e-29
      6.802  44.481874     0.3358    13.2724     5.1527      6.748    28.7433    38.1037 -9.990e-29
      6.793  44.482172     0.3469    13.2726     5.1487      6.739    28.7433    38.1038 -9.990e-29
      6.785  44.482529     0.3547    13.2729     5.1421      6.731    28.7433    38.1038 -9.990e-29
      6.780  44.482843     0.3613    13.2731     5.1395      6.726    28.7433    38.1039 -9.990e-29
      6.776  44.483118     0.3823    13.2734     5.1468      6.722    28.7432    38.1039 -9.990e-29
      6.775  44.483351     0.3724    13.2736     5.1454      6.721    28.7432    38.1039 -9.990e-29
      6.774  44.483542     0.3580    13.2738     5.1506      6.720    28.7432    38.1039 -9.990e-29
      6.774  44.483596     0.3580    13.2738     5.1531      6.720    28.7432    38.1040 -9.990e-29
      6.775  44.483431     0.3701    13.2736     5.1551      6.721    28.7433    38.1040 -9.990e-29
      6.776  44.483110     0.3779    13.2734     5.1574      6.722    28.7432    38.1039 -9.990e-29
      6.777  44.482775     0.3347    13.2730     5.1645      6.723    28.7434    38.1040 -9.990e-29
      6.779  44.482576     0.3823    13.2728     5.1587      6.725    28.7434    38.1040 -9.990e-29
      6.783  44.482537     0.3746    13.2726     5.1541      6.729    28.7436    38.1041 -9.990e-29
      6.789  44.482623     0.3524    13.2726     5.1546      6.735    28.7437    38.1042 -9.990e-29
      6.795  44.482762     0.3889    13.2726     5.1503      6.741    28.7438    38.1043 -9.990e-29
      6.802  44.482879     0.3314    13.2726     5.1521      6.748    28.7439    38.1045 -9.990e-29
      6.810  44.482951     0.3547    13.2725     5.1530      6.756    28.7440    38.1046 -9.990e-29
      6.817  44.482984     0.3535    13.2724     5.1555      6.763    28.7441    38.1048 -9.990e-29
      6.824  44.482952     0.3912    13.2723     5.1541      6.770    28.7442    38.1048 -9.990e-29
      6.828  44.482819     0.4454    13.2720     5.1581      6.774    28.7444    38.1050 -9.990e-29
      6.829  44.482585     0.4166    13.2718     5.1624      6.775    28.7444    38.1050 -9.990e-29
      6.827  44.482263     0.4022    13.2716     5.1628      6.773    28.7444    38.1049 -9.990e-29
      6.823  44.481946     0.3491    13.2714     5.1641      6.769    28.7443    38.1048 -9.990e-29
      6.816  44.481750     0.3613    13.2712     5.1644      6.762    28.7444    38.1048 -9.990e-29
      6.809  44.481672     0.3856    13.2712     5.1688      6.755    28.7443    38.1047 -9.990e-29
      6.803  44.481615     0.4398    13.2711     5.1703      6.749    28.7444    38.1047 -9.990e-29
      6.799  44.481603     0.3602    13.2711     5.1723      6.745    28.7444    38.1047 -9.990e-29
      6.797  44.481722     0.3867    13.2712     5.1701      6.743    28.7444    38.1048 -9.990e-29
      6.799  44.481942     0.4111    13.2713     5.1660      6.745    28.7444    38.1049 -9.990e-29
      6.804  44.482161     0.3701    13.2714     5.1665      6.750    28.7445    38.1050 -9.990e-29
      6.810  44.482321     0.3535    13.2715     5.1627      6.756    28.7445    38.1050 -9.990e-29
      6.818  44.482422     0.3823    13.2715     5.1649      6.764    28.7446    38.1051 -9.990e-29
      6.826  44.482497     0.3613    13.2715     5.1610      6.772    28.7446    38.1052 -9.990e-29
      6.834  44.482542     0.3956    13.2714     5.1577      6.780    28.7448    38.1053 -9.990e-29
      6.839  44.482514     0.3580    13.2713     5.1575      6.785    28.7449    38.1054 -9.990e-29
      6.843  44.482362     0.3679    13.2711     5.1555      6.789    28.7449    38.1054 -9.990e-29
      6.844  44.482094     0.4277    13.2708     5.1495      6.790    28.7450    38.1055 -9.990e-29
      6.843  44.481750     0.3746    13.2705     5.1479      6.789    28.7451    38.1055 -9.990e-29
      6.839  44.481369     0.3690    13.2701     5.1498      6.785    28.7452    38.1055 -9.990e-29
      6.834  44.480993     0.3580    13.2698     5.1485      6.780    28.7452    38.1054 -9.990e-29
      6.827  44.480617     0.3491    13.2694     5.1541      6.773    28.7453    38.1055 -9.990e-29
      6.819  44.480276     0.3823    13.2692     5.1544      6.765    28.7453    38.1054 -9.990e-29
      6.811  44.480069     0.4100    13.2690     5.1574      6.757    28.7453    38.1054 -9.990e-29
      6.804  44.480088     0.3712    13.2690     5.1616      6.750    28.7453    38.1054 -9.990e-29
      6.800  44.480285     0.3779    13.2690     5.1616      6.746    28.7455    38.1056 -9.990e-29
      6.797  44.480561     0.3746    13.2691     5.1647      6.743    28.7456    38.1057 -9.990e-29
      6.798  44.480807     0.3735    13.2692     5.1663      6.744    28.7457    38.1059 -9.990e-29
      6.801  44.480963     0.3779    13.2691     5.1662      6.747    28.7459    38.1061 -9.990e-29
      6.806  44.481031     0.3712    13.2690     5.1686      6.752    28.7460    38.1063 -9.990e-29
      6.811  44.480992     0.3912    13.2687     5.1729      6.757    28.7463    38.1066 -9.990e-29
      6.816  44.480839     0.3513    13.2684     5.1752      6.762    28.7465    38.1067 -9.990e-29
      6.820  44.480568     0.3978    13.2680     5.1746      6.766    28.7467    38.1069 -9.990e-29
      6.823  44.480198     0.3801    13.2676     5.1771      6.769    28.7468    38.1069 -9.990e-29
      6.824  44.479756     0.3491    13.2673     5.1742      6.770    28.7468    38.1068 -9.990e-29
      6.825  44.479377     0.3967    13.2670     5.1690      6.771    28.7468    38.1067 -9.990e-29
      6.828  44.479309     0.3524    13.2670     5.1647      6.774    28.7467    38.1066 -9.990e-29
      6.832  44.479645     0.3889    13.2673     5.1625      6.778    28.7467    38.1067 -9.990e-29
      6.839  44.480190     0.3580    13.2677     5.1548      6.785    28.7467    38.1068 -9.990e-29
      6.845  44.480649     0.3889    13.2681     5.1541      6.791    28.7466    38.1068 -9.990e-29
      6.851  44.480860     0.3646    13.2682     5.1563      6.797    28.7467    38.1069 -9.990e-29
      6.853  44.480783     0.3845    13.2681     5.1557      6.799    28.7467    38.1069 -9.990e-29
      6.852  44.480450     0.3746    13.2678     5.1564      6.798    28.7468    38.1069 -9.990e-29
      6.847  44.480031     0.3535    13.2674     5.1602      6.793    28.7469    38.1069 -9.990e-29
      6.839  44.479740     0.3679    13.2671     5.1623      6.785    28.7469    38.1070 -9.990e-29
      6.831  44.479637     0.4111    13.2669     5.1616      6.777    28.7471    38.1071 -9.990e-29
      6.824  44.479635     0.4055    13.2667     5.1634      6.770    28.7473    38.1073 -9.990e-29
      6.822  44.479659     0.3823    13.2666     5.1629      6.768    28.7474    38.1074 -9.990e-29
      6.825  44.479691     0.4089    13.2664     5.1635      6.771    28.7476    38.1076 -9.990e-29
      6.834  44.479765     0.3945    13.2663     5.1645      6.780    28.7478    38.1078 -9.990e-29
      6.847  44.479831     0.4033    13.2660     5.1684      6.793    28.7481    38.1081 -9.990e-29
      6.863  44.479743     0.3989    13.2655     5.1716      6.808    28.7485    38.1086 -9.990e-29
      6.878  44.479478     0.3790    13.2649     5.1766      6.823    28.7489    38.1089 -9.990e-29
      6.890  44.479142     0.4277    13.2644     5.1795      6.835    28.7491    38.1091 -9.990e-29
      6.895  44.478791     0.4199    13.2639     5.1791      6.840    28.7494    38.1092 -9.990e-29
      6.894  44.478456     0.3790    13.2635     5.1763      6.839    28.7495    38.1093 -9.990e-29
      6.885  44.478194     0.3558    13.2633     5.1761      6.830    28.7495    38.1093 -9.990e-29
      6.871  44.478088     0.3712    13.2633     5.1693      6.816    28.7495    38.1092 -9.990e-29
      6.853  44.478148     0.3878    13.2634     5.1772      6.799    28.7494    38.1091 -9.990e-29
      6.834  44.478252     0.3823    13.2636     5.1741      6.780    28.7493    38.1090 -9.990e-29
      6.817  44.478300     0.4033    13.2637     5.1699      6.763    28.7492    38.1090 -9.990e-29
      6.805  44.478296     0.4022    13.2637     5.1753      6.751    28.7492    38.1090 -9.990e-29
      6.799  44.478298     0.3923    13.2636     5.1735      6.745    28.7493    38.1091 -9.990e-29
      6.799  44.478416     0.4255    13.2636     5.1719      6.745    28.7494    38.1092 -9.990e-29
      6.804  44.478634     0.4155    13.2636     5.1735      6.750    28.7496    38.1094 -9.990e-29
      6.814  44.478785     0.4033    13.2635     5.1744      6.760    28.7498    38.1097 -9.990e-29
      6.825  44.478840     0.4133    13.2635     5.1722      6.771    28.7498    38.1097 -9.990e-29
      6.837  44.478869     0.4365    13.2634     5.1762      6.783    28.7500    38.1098 -9.990e-29
      6.848  44.478867     0.4420    13.2634     5.1730      6.794    28.7499    38.1098 -9.990e-29
