       PrdM    C0mS/cm    WetStar     Tv290C Sbeox0ML/L      DepSM  Sigma-é00      Sal00       Flag
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      9.000 -9.990e-29 -9.990e-29 -9.990e-29
      9.164  44.479577     0.4443    13.2547     5.2046      9.100    28.7583    38.1182 0.0000e+00
      9.274  44.479900     0.4687    13.2545     5.1988      9.200    28.7587    38.1187 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      9.300 -9.990e-29 -9.990e-29 -9.990e-29
      9.473  44.480424     0.4443    13.2542     5.1900      9.400    28.7594    38.1194 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      9.500 -9.990e-29 -9.990e-29 -9.990e-29
      9.627  44.480729     0.4620    13.2540     5.1870      9.600    28.7597    38.1198 0.0000e+00
      9.778  44.480943     0.4508    13.2539     5.1827      9.700    28.7599    38.1200 0.0000e+00
      9.879  44.481087     0.4775    13.2538     5.1816      9.800    28.7600    38.1202 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29      9.900 -9.990e-29 -9.990e-29 -9.990e-29
     10.050  44.481433     0.5106    13.2538     5.1815     10.000    28.7603    38.1205 0.0000e+00
     10.181  44.481778     0.4779    13.2537     5.1826     10.100    28.7606    38.1208 0.0000e+00
     10.282  44.482016     0.4817    13.2537     5.1857     10.200    28.7608    38.1210 0.0000e+00
     10.383  44.482213     0.5034    13.2536     5.1862     10.300    28.7610    38.1212 0.0000e+00
     10.484  44.482419     0.5021    13.2536     5.1908     10.400    28.7611    38.1214 0.0000e+00
     10.585  44.482686     0.4908    13.2536     5.1940     10.500    28.7613    38.1216 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     10.600 -9.990e-29 -9.990e-29 -9.990e-29
     10.745  44.483275     0.5084    13.2536     5.1942     10.700    28.7617    38.1221 0.0000e+00
     10.887  44.483930     0.5238    13.2537     5.1885     10.800    28.7619    38.1226 0.0000e+00
     10.988  44.484419     0.4898    13.2537     5.1912     10.900    28.7624    38.1231 0.0000e+00
     11.089  44.484968     0.4949    13.2538     5.1915     11.000    28.7627    38.1234 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     11.100 -9.990e-29 -9.990e-29 -9.990e-29
     11.271  44.486148     0.5173    13.2539     5.1942     11.200    28.7633    38.1244 0.0000e+00
     11.391  44.487058     0.5135    13.2541     5.1911     11.300    28.7638    38.1250 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     11.400 -9.990e-29 -9.990e-29 -9.990e-29
     11.553  44.488258     0.5173    13.2542     5.1897     11.500    28.7645    38.1259 0.0000e+00
     11.693  44.489206     0.5151    13.2544     5.1910     11.600    28.7650    38.1266 0.0000e+00
     11.794  44.489837     0.5296    13.2545     5.1938     11.700    28.7653    38.1270 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     11.800 -9.990e-29 -9.990e-29 -9.990e-29
     11.965  44.490822     0.4852    13.2548     5.1948     11.900    28.7657    38.1276 0.0000e+00
     12.096  44.491446     0.5146    13.2549     5.1948     12.000    28.7660    38.1281 0.0000e+00
     12.197  44.491913     0.5291    13.2550     5.1948     12.100    28.7662    38.1283 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     12.200 -9.990e-29 -9.990e-29 -9.990e-29
     12.364  44.492745     0.5460    13.2553     5.1945     12.300    28.7665    38.1288 0.0000e+00
     12.500  44.493486     0.5065    13.2556     5.1933     12.400    28.7667    38.1291 0.0000e+00
     12.601  44.494054     0.5023    13.2558     5.1930     12.500    28.7669    38.1294 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     12.600 -9.990e-29 -9.990e-29 -9.990e-29
     12.786  44.495166     0.5759    13.2562     5.1926     12.700    28.7673    38.1300 0.0000e+00
     12.903  44.496016     0.5707    13.2566     5.1935     12.800    28.7675    38.1304 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     12.900 -9.990e-29 -9.990e-29 -9.990e-29
     13.081  44.497320     0.5372    13.2571     5.1913     13.000    28.7679    38.1310 0.0000e+00
     13.205  44.498136     0.5572    13.2575     5.1958     13.100    28.7681    38.1313 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     13.200 -9.990e-29 -9.990e-29 -9.990e-29
     13.364  44.499205     0.5770    13.2580     5.2019     13.300    28.7683    38.1318 0.0000e+00
     13.507  44.500359     0.5488    13.2586     5.2015     13.400    28.7686    38.1324 0.0000e+00
     13.608  44.501189     0.5674    13.2589     5.2053     13.500    28.7689    38.1328 0.0000e+00
     13.709  44.501877     0.5840    13.2592     5.2065     13.600    28.7690    38.1330 0.0000e+00
     13.810  44.502430     0.5827    13.2595     5.2087     13.700    28.7691    38.1332 0.0000e+00
     13.911  44.502929     0.5654    13.2598     5.2083     13.800    28.7692    38.1333 0.0000e+00
     14.012  44.503446     0.5654    13.2601     5.2075     13.900    28.7693    38.1335 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     14.000 -9.990e-29 -9.990e-29 -9.990e-29
     14.180  44.504376     0.5615    13.2606     5.2019     14.100    28.7694    38.1338 0.0000e+00
     14.314  44.505248     0.5661    13.2611     5.2004     14.200    28.7695    38.1341 0.0000e+00
     14.415  44.506093     0.5798    13.2616     5.2013     14.300    28.7696    38.1343 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     14.400 -9.990e-29 -9.990e-29 -9.990e-29
     14.602  44.507887     0.5593    13.2626     5.1993     14.500    28.7699    38.1350 0.0000e+00
     14.717  44.509132     0.5693    13.2633     5.1987     14.600    28.7701    38.1354 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     14.700 -9.990e-29 -9.990e-29 -9.990e-29
     14.911  44.511466     0.6025    13.2645     5.1933     14.800    28.7705    38.1364 0.0000e+00
     15.020  44.513048     0.5874    13.2652     5.1919     14.900    28.7710    38.1371 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     15.000 -9.990e-29 -9.990e-29 -9.990e-29
     15.212  44.516034     0.5892    13.2666     5.1888     15.100    28.7718    38.1385 0.0000e+00
     15.322  44.517878     0.6070    13.2675     5.1873     15.200    28.7722    38.1393 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     15.300 -9.990e-29 -9.990e-29 -9.990e-29
     15.493  44.520878     0.6224    13.2690     5.1822     15.400    28.7729    38.1406 0.0000e+00
     15.625  44.523476     0.5867    13.2704     5.1856     15.500    28.7735    38.1417 0.0000e+00
     15.726  44.525811     0.5931    13.2716     5.1857     15.600    28.7739    38.1426 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     15.700 -9.990e-29 -9.990e-29 -9.990e-29
     15.897  44.530055     0.5848    13.2738     5.1873     15.800    28.7749    38.1444 0.0000e+00
     16.028  44.533125     0.5773    13.2754     5.1851     15.900    28.7755    38.1457 0.0000e+00
     16.129  44.535255     0.5924    13.2767     5.1844     16.000    28.7758    38.1464 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     16.100 -9.990e-29 -9.990e-29 -9.990e-29
     16.305  44.538947     0.5814    13.2787     5.1860     16.200    28.7765    38.1479 0.0000e+00
     16.431  44.541603     0.6229    13.2801     5.1848     16.300    28.7771    38.1489 0.0000e+00
     16.532  44.543510     0.6381    13.2811     5.1826     16.400    28.7775    38.1497 0.0000e+00
     16.633  44.545155     0.6351    13.2819     5.1787     16.500    28.7778    38.1505 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     16.600 -9.990e-29 -9.990e-29 -9.990e-29
     16.797  44.547293     0.6091    13.2830     5.1742     16.700    28.7783    38.1513 0.0000e+00
     16.935  44.548587     0.6457    13.2837     5.1748     16.800    28.7785    38.1518 0.0000e+00
     17.036  44.549310     0.6614    13.2839     5.1777     16.900    28.7788    38.1523 0.0000e+00
     17.137  44.549941     0.6797    13.2842     5.1827     17.000    28.7790    38.1525 0.0000e+00
     17.238  44.550494     0.6458    13.2844     5.1824     17.100    28.7792    38.1528 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     17.200 -9.990e-29 -9.990e-29 -9.990e-29
     17.393  44.551267     0.6987    13.2844     5.1854     17.300    28.7797    38.1535 0.0000e+00
     17.540  44.552001     0.6406    13.2843     5.1887     17.400    28.7803    38.1542 0.0000e+00
     17.641  44.552575     0.6338    13.2842     5.1910     17.500    28.7808    38.1548 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     17.600 -9.990e-29 -9.990e-29 -9.990e-29
     17.840  44.553965     0.6202    13.2841     5.1916     17.700    28.7819    38.1562 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     17.800 -9.990e-29 -9.990e-29 -9.990e-29
     18.002  44.555808     0.6323    13.2843     5.1900     17.900    28.7830    38.1577 0.0000e+00
     18.145  44.558441     0.6566    13.2847     5.1869     18.000    28.7846    38.1598 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     18.100 -9.990e-29 -9.990e-29 -9.990e-29
     18.327  44.562325     0.6578    13.2852     5.1872     18.200    28.7869    38.1629 0.0000e+00
     18.447  44.564066     0.6385    13.2852     5.1870     18.300    28.7881    38.1645 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     18.400 -9.990e-29 -9.990e-29 -9.990e-29
     18.638  44.565192     0.6445    13.2846     5.1833     18.500    28.7895    38.1661 0.0000e+00
     18.750  44.564793     0.6428    13.2839     5.1871     18.600    28.7898    38.1663 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     18.700 -9.990e-29 -9.990e-29 -9.990e-29
     18.925  44.563428     0.6368    13.2823     5.1883     18.800    28.7904    38.1666 0.0000e+00
     19.052  44.561746     0.6514    13.2808     5.1885     18.900    28.7906    38.1664 0.0000e+00
     19.153  44.559990     0.6555    13.2793     5.1901     19.000    28.7907    38.1662 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     19.100 -9.990e-29 -9.990e-29 -9.990e-29
     19.308  44.556728     0.6556    13.2766     5.1935     19.200    28.7909    38.1657 0.0000e+00
     19.455  44.552925     0.6777    13.2736     5.1896     19.300    28.7909    38.1650 0.0000e+00
     19.556  44.550037     0.6620    13.2714     5.1930     19.400    28.7910    38.1644 0.0000e+00
     19.657  44.547590     0.6295    13.2695     5.1992     19.500    28.7910    38.1639 0.0000e+00
     19.758  44.545686     0.6737    13.2679     5.2028     19.600    28.7911    38.1636 0.0000e+00
     19.859  44.544131     0.6586    13.2664     5.2034     19.700    28.7914    38.1636 0.0000e+00
     19.960  44.542671     0.6570    13.2650     5.2053     19.800    28.7917    38.1635 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     19.900 -9.990e-29 -9.990e-29 -9.990e-29
     20.129  44.539892     0.6921    13.2626     5.2054     20.000    28.7919    38.1632 0.0000e+00
     20.262  44.537442     0.6760    13.2607     5.2055     20.100    28.7919    38.1627 0.0000e+00
     20.363  44.535871     0.6996    13.2595     5.2053     20.200    28.7919    38.1624 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     20.300 -9.990e-29 -9.990e-29 -9.990e-29
     20.526  44.534007     0.7131    13.2580     5.2073     20.400    28.7920    38.1620 0.0000e+00
     20.665  44.533146     0.6838    13.2571     5.2044     20.500    28.7921    38.1620 0.0000e+00
     20.766  44.532738     0.6698    13.2567     5.2071     20.600    28.7922    38.1620 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     20.700 -9.990e-29 -9.990e-29 -9.990e-29
     20.963  44.532027     0.6744    13.2558     5.2127     20.800    28.7925    38.1621 0.0000e+00
     21.068  44.531488     0.6675    13.2553     5.2138     20.900    28.7926    38.1620 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     21.000 -9.990e-29 -9.990e-29 -9.990e-29
     21.269  44.530021     0.6810    13.2540     5.2166     21.100    28.7927    38.1619 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     21.200 -9.990e-29 -9.990e-29 -9.990e-29
     21.422  44.528330     0.6124    13.2527     5.2172     21.300    28.7927    38.1615 0.0000e+00
     21.572  44.526028     0.6608    13.2509     5.2167     21.400    28.7927    38.1610 0.0000e+00
     21.673  44.524110     0.6574    13.2496     5.2163     21.500    28.7925    38.1604 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     21.600 -9.990e-29 -9.990e-29 -9.990e-29
     21.864  44.520503     0.6600    13.2470     5.2089     21.700    28.7923    38.1595 0.0000e+00
     21.976  44.518660     0.6545    13.2456     5.2083     21.800    28.7923    38.1591 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     21.900 -9.990e-29 -9.990e-29 -9.990e-29
     22.133  44.516287     0.6887    13.2437     5.1977     22.000    28.7924    38.1586 0.0000e+00
     22.278  44.514367     0.6361    13.2422     5.1942     22.100    28.7924    38.1583 0.0000e+00
     22.379  44.513471     0.6644    13.2414     5.1900     22.200    28.7925    38.1581 0.0000e+00
     22.480  44.512832     0.6616    13.2407     5.1897     22.300    28.7927    38.1582 0.0000e+00
     22.581  44.512274     0.6954    13.2402     5.1904     22.400    28.7928    38.1581 0.0000e+00
     22.682  44.511689     0.6611    13.2396     5.1937     22.500    28.7928    38.1580 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     22.600 -9.990e-29 -9.990e-29 -9.990e-29
     22.847  44.510679     0.6500    13.2387     5.2007     22.700    28.7929    38.1579 0.0000e+00
     22.984  44.509884     0.6560    13.2379     5.2039     22.800    28.7930    38.1579 0.0000e+00
     23.085  44.509237     0.6592    13.2373     5.2076     22.900    28.7931    38.1578 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     23.000 -9.990e-29 -9.990e-29 -9.990e-29
     23.252  44.507885     0.6456    13.2361     5.2146     23.100    28.7933    38.1577 0.0000e+00
     23.387  44.506488     0.6436    13.2350     5.2152     23.200    28.7932    38.1573 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     23.300 -9.990e-29 -9.990e-29 -9.990e-29
     23.558  44.504753     0.6722    13.2336     5.2155     23.400    28.7933    38.1570 0.0000e+00
     23.690  44.503571     0.6566    13.2325     5.2186     23.500    28.7935    38.1569 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     23.600 -9.990e-29 -9.990e-29 -9.990e-29
     23.880  44.501918     0.6722    13.2311     5.2202     23.700    28.7936    38.1567 0.0000e+00
     23.992  44.501015     0.6354    13.2303     5.2211     23.800    28.7937    38.1566 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     23.900 -9.990e-29 -9.990e-29 -9.990e-29
     24.199  44.499469     0.6235    13.2288     5.2216     24.000    28.7939    38.1565 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     24.100 -9.990e-29 -9.990e-29 -9.990e-29
     24.353  44.498389     0.6910    13.2278     5.2203     24.200    28.7940    38.1564 0.0000e+00
     24.496  44.497268     0.6555    13.2267     5.2185     24.300    28.7942    38.1563 0.0000e+00
     24.597  44.496271     0.6492    13.2259     5.2179     24.400    28.7943    38.1562 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     24.500 -9.990e-29 -9.990e-29 -9.990e-29
     24.775  44.494248     0.6633    13.2242     5.2218     24.600    28.7944    38.1558 0.0000e+00
     24.899  44.492776     0.6303    13.2229     5.2265     24.700    28.7946    38.1557 0.0000e+00
     25.000  44.491147     0.6240    13.2213     5.2264     24.800    28.7949    38.1557 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     24.900 -9.990e-29 -9.990e-29 -9.990e-29
     25.152  44.486822     0.6511    13.2177     5.2296     25.000    28.7951    38.1551 0.0000e+00
     25.302  44.479836     0.6214    13.2129     5.2313     25.100    28.7946    38.1530 0.0000e+00
     25.403  44.475260     0.6496    13.2100     5.2309     25.200    28.7941    38.1515 0.0000e+00
     25.504  44.472354     0.6836    13.2077     5.2305     25.300    28.7941    38.1510 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     25.400 -9.990e-29 -9.990e-29 -9.990e-29
     25.658  44.469457     0.6556    13.2048     5.2290     25.500    28.7948    38.1511 0.0000e+00
     25.806  44.466855     0.6556    13.2023     5.2287     25.600    28.7952    38.1511 0.0000e+00
     25.907  44.464527     0.6450    13.2004     5.2273     25.700    28.7954    38.1506 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     25.800 -9.990e-29 -9.990e-29 -9.990e-29
     26.082  44.460241     0.6456    13.1969     5.2276     25.900    28.7956    38.1500 0.0000e+00
     26.210  44.456379     0.6370    13.1939     5.2280     26.000    28.7956    38.1492 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     26.100 -9.990e-29 -9.990e-29 -9.990e-29
     26.381  44.450328     0.6412    13.1896     5.2273     26.200    28.7953    38.1477 0.0000e+00
     26.512  44.446087     0.5942    13.1866     5.2264     26.300    28.7951    38.1466 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     26.400 -9.990e-29 -9.990e-29 -9.990e-29
     26.680  44.441656     0.6002    13.1831     5.2289     26.500    28.7952    38.1457 0.0000e+00
     26.815  44.438904     0.5992    13.1809     5.2275     26.600    28.7953    38.1452 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     26.700 -9.990e-29 -9.990e-29 -9.990e-29
     26.970  44.436465     0.5859    13.1787     5.2313     26.800    28.7956    38.1450 0.0000e+00
     27.117  44.434926     0.6111    13.1773     5.2331     26.900    28.7958    38.1449 0.0000e+00
     27.218  44.434229     0.6211    13.1765     5.2345     27.000    28.7960    38.1449 0.0000e+00
 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29 -9.990e-29     27.100 -9.990e-29 -9.990e-29 -9.990e-29
     27.391  44.433266     0.5837    13.1755     5.2374     27.200    28.7962    38.1450 0.0000e+00
     27.520  44.432721     0.6134    13.1749     5.2428     27.300    28.7963    38.1449 0.0000e+00
     27.621  44.432330     0.5997    13.1745     5.2451     27.400    28.7964    38.1450 0.0000e+00
